run_id,week_name,source_platform,query,query_index,tweet_url,tweet_id,tweet_text,tweet_author,tweet_published_at,reply_count,retweet_count,like_count,view_count,conversation_id,is_reply,parent_tweet_url,extraction_method,retrieved_at,status_extraccion,error_type,error_detail,session_state_file,headless,text_expansion_attempted,text_expanded
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,to:MonicaVTampico,1,https://x.com/mbez95/status/2030389992652963892,2030389992652963892,@MonicaVTampico Buenas tardes..de la manera más atenta solicitamos que el municipio de Tampico ponga topes en la calle Lázaro Cárdenas esquina con Benito Juárez colonia López Portillo ya que pasan a exceso de velocidad y puede haber un accidente muchas gracias por su atención,@mbez95,2026-03-07T21:07:51.000Z,2,1,0,75,2030389992652963892,False,,playwright_live_search,2026-04-05T15:47:40Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,to:TampicoGob,3,https://x.com/EjeConurbado/status/2028860127772631306,2028860127772631306,@TampicoGob realiza bacheo en zonas de mayor circulación #Tamaulipas #CdVictoria #Tampico,@EjeConurbado,2026-03-03T15:48:43.000Z,0,0,1,96,2028860127772631306,False,,playwright_live_search,2026-04-05T15:47:59Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/mbez95/status/2030390321331188079,2030390321331188079,@TampicoGob,@mbez95,2026-03-07T21:09:10.000Z,0,0,0,8,2030390321331188079,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/AaeMeGe/status/2030126497407848846,2030126497407848846,Si cerrados los 2 carriles de baja era un caos,@AaeMeGe,2026-03-07T03:40:49.000Z,0,0,0,19,2030126497407848846,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/TampicososTV/status/2030097111149097201,2030097111149097201,"Pésimo e ineficiente, así continúan @Comapa_Sur y @TampicoGob de @MonicaVTampico",@TampicososTV,2026-03-07T01:44:03.000Z,1,0,0,216,2030097111149097201,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/TampicososTV/status/2029746117034844413,2029746117034844413,"Media Avenida Hidalgo sin iluminación, no funcionan las lámparas en los camellones. De mal en peor lo más básico de una ciudad, @MonicaVTampico! @TampicoGob",@TampicososTV,2026-03-06T02:29:19.000Z,0,0,1,162,2029746117034844413,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/KMG100611342269/status/2029704894697873423,2029704894697873423,#DeporteParaMéxico #espartaqueadadeportiva2026 @MonicaVTampico @gobtam @TampicoGob Deportistas de todo el país esperan eventos deportivos y el movimiento antorchista busca un ambiente sano y próspero. Esperamos contar con el apoyo para participar en esta justa deportiva,@KMG100611342269,2026-03-05T23:45:31.000Z,0,0,0,4,2029704894697873423,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/KMG100611342269/status/2029701458329817134,2029701458329817134,"#DeporteParaMéxico A pesar del poco o nulo apoyo por parte de las autoridades gubernamentales, Nayarit estará presente en la justa deportiva más grande y popular de México: la XXII ESPARTAQUEDA DEPORTIVA NACIONAL DEL MOVIMIENTO ANTORCHISTA @TampicoGob",@KMG100611342269,2026-03-05T23:31:52.000Z,0,0,0,4,2029701458329817134,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/soy24siete/status/2029687653663207694,2029687653663207694,"#Noticias24siete @MonicaVTampico anunció la modernización del mercado municipal con la puesta en marcha de un montacargas con capacidad de una tonelada, además de nuevas mejoras en infraestructura. @TampicoGob",@soy24siete,2026-03-05T22:37:01.000Z,0,0,0,88,2029687653663207694,False,,playwright_live_search,2026-04-05T15:48:18Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/Jaume_Osante/status/2029040025904538102,2029040025904538102,Tampico impulsa obras y turismo con respaldo estatal y premio internacional al jazz cultural histórico #Tampico #RevistaDebate #nota @TampicoGob,@Jaume_Osante,2026-03-04T03:43:34.000Z,0,0,0,58,2029040025904538102,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/GAALVACE/status/2028957011841298452,2028957011841298452,"De seguro llega el asaltante y se dice a si mismo, quien gobierna tampico, ""ah el PAN"", entonces no lo asalto. jajajajajajajaja",@GAALVACE,2026-03-03T22:13:42.000Z,0,0,0,42,2028957011841298452,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/GAALVACE/status/2028956736573374796,2028956736573374796,"jajajajajajajajaja, es culpa de la secretaria del señor ""ese"" que esta sentado entrando al palacio a la derecha junto al ""ese"" del ""dese"".",@GAALVACE,2026-03-03T22:12:36.000Z,0,0,0,19,2028956736573374796,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/soy24siete/status/2028955180042006939,2028955180042006939,"#Noticias24siete @MonicaVTampico, adelantó que buscará incluir la rehabilitación de la avenida 16 de Septiembre en el plan estatal de obra 2026, al ser una vía clave que conecta #Tampico con #Madero y registra alta afluencia vehicular. @TampicoGob",@soy24siete,2026-03-03T22:06:25.000Z,0,0,1,103,2028955180042006939,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/EjeConurbado/status/2028860127772631306,2028860127772631306,@TampicoGob realiza bacheo en zonas de mayor circulación #Tamaulipas #CdVictoria #Tampico,@EjeConurbado,2026-03-03T15:48:43.000Z,0,0,1,97,2028860127772631306,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/dianiiloves/status/2028742464161431900,2028742464161431900,"Hace 2 semanas robaron el Oxxo que esta al lado del Flamingo por esa misma zona , se me hace que es el mismo imbecil.",@dianiiloves,2026-03-03T08:01:10.000Z,0,1,0,159,2028742464161431900,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/JaiboTuitero/status/2028689373923848395,2028689373923848395,"El trabajo está en las plantas de Altamira, que sean huevones y sin ninguna gracia, es otra cosa, ya mero vuelven tus patrones del PAN",@JaiboTuitero,2026-03-03T04:30:12.000Z,0,0,0,43,2028689373923848395,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/TampicososTV/status/2028688813107687565,2028688813107687565,"No hay trabajo en Tampico y aquí está dl resultado, continúa la inseguridad. Ahí está la 4a Deformación de @MonicaVTampico @TampicoGob.",@TampicososTV,2026-03-03T04:27:58.000Z,4,0,7,490,2028688813107687565,False,,playwright_live_search,2026-04-05T15:48:20Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/Jaume_Osante/status/2028666658307412139,2028666658307412139,Tampico mejora calles con bacheo constante y atención ciudadana #Tampico #RevistaDebate #nota @TampicoGob,@Jaume_Osante,2026-03-03T02:59:56.000Z,0,0,0,52,2028666658307412139,False,,playwright_live_search,2026-04-05T15:48:22Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@TampicoGob,5,https://x.com/Kennia17247171/status/2028650804085715436,2028650804085715436,"Esta negligencia por parte de @TampicoGob y la ciudadanía pone en riesgo a todo aquel que transita la zona; la autoridad debe tomar acción de inmediato para solucionar este problema, no pueden ignorar el riesgo inminente.",@Kennia17247171,2026-03-03T01:56:56.000Z,0,0,0,35,2028650804085715436,False,,playwright_live_search,2026-04-05T15:48:22Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
twitter_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,x_twitter,@MonicaVTampico,6,https://x.com/mbez95/status/2030390321331188079,2030390321331188079,@TampicoGob,@mbez95,2026-03-07T21:09:10.000Z,0,0,0,8,2030390321331188079,False,,playwright_live_search,2026-04-05T15:48:31Z,extracted_ok,,,/home/emilio/Documentos/RAdAR/Scripts/state/x_state.json,True,False,False
