fecha_inicio_semana,proba_cae,proba_no_cae
2025-09-01,0.9172337109972069,0.08276628900279315
2025-09-08,0.24157078248046804,0.758429217519532
2025-09-15,0.9973826518686687,0.0026173481313313
2025-09-22,0.9975346756261663,0.0024653243738337197
2025-09-29,0.7208345957478777,0.27916540425212233
2025-10-06,0.9923233721881733,0.007676627811826642
2025-10-13,0.8779336418157823,0.12206635818421774
2025-10-20,0.8679556137790883,0.13204438622091177
2025-10-27,0.4801184222831456,0.5198815777168544
2025-11-03,0.340683195962699,0.659316804037301
2025-11-10,0.35984741451662705,0.640152585483373
2025-11-17,0.1271869124004491,0.8728130875995509
2025-11-24,0.6773322537960887,0.32266774620391125
2025-12-01,0.3415745566312124,0.6584254433687876
2025-12-08,0.18326883209725853,0.8167311679027415
2025-12-15,0.82280420732567,0.17719579267433003
2025-12-22,0.9520508535496037,0.047949146450396225
2025-12-29,0.6599981223770206,0.3400018776229794
2026-01-05,0.43468761828886515,0.5653123817111348
2026-01-12,0.9160968101790976,0.0839031898209024
2026-01-19,0.007156084548996522,0.9928439154510035
2026-01-26,0.09808316351321134,0.9019168364867887
2026-02-02,0.5180330603629895,0.4819669396370105
2026-02-09,0.3530577017932419,0.6469422982067581
2026-02-16,0.13232087080282529,0.8676791291971747
