video_id,comment_id,author,comment_text,published_at,like_count,query,video_title,channel_title,video_published_at,fecha_extraccion,run_id,week_name,source_platform,comment_level,video_url,query_index
-9ZgUPwsMzk,UgxxMZI7UPHnWXOPOP54AaABAg,@adriant3758,Estaba ventilando el negocio 😂,2026-04-09T16:41:13Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgxizwtJjUt7vTz_AVJ4AaABAg,@jorgeolmedo5043,4Totalmente Resort del Bienestar. 😅,2026-04-08T21:44:29Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,Ugw0lQUTXGwN11GG-gB4AaABAg,@danielmartinezcoello960,Tomando vitamina D,2026-04-08T10:58:01Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgzyKYYF8dA53idfJK94AaABAg,@jorgealcantara-b2i,"Pues yo no la veo haciendo nada mal  a pero la putrefacta oposición del prian de cualquier cosa quieren hacer un chisme y un arguende,  porque nunca dijeron nada ni publicaron de los bacanales que hacían los políticos en tiempos del prian de cuando llevaban prostitutas y de las choterias de EPN y otros expresidentes que también eran gay y metían ahí a sus mayates bueno hasta cargos les daban.",2026-04-06T15:55:23Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgzrvOfm_BVzdl86YR94AaABAg,@jazP.L-op,Y gana muy bien la señora 😒,2026-04-05T19:53:28Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgywmM8YwbmKm5bSKx94AaABAg,@rosyvilchis7510,Pensó estaba posando para un revista,2026-04-05T15:10:14Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgwYtTXeh9_tNG_GxTF4AaABAg,@mayral5444,👁️ SOY LA DOCTORA DE F.F.F LE ORDENÉ TOMAR SOL ☀️ PUES LOS ANÁLISIS CLÍNICOS REALIZADOS RECIENTEMENTE MOSTRARON DEFICIENCIA DE VITAMINA D… PERO NO LE DIJE QUE TENÍA QUE SER SENTADA EN LA VENTANA 🪟 DE PALACIO REAL❌👈🏽….,2026-04-05T08:39:21Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgwUiIZ4QivCFYMDHWh4AaABAg,@agro-esolucionesecologicas9385,Mmmm paatas,2026-04-05T06:06:35Z,1,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgyzogFtOXyrvCtCTvN4AaABAg,@scaramouche1740,"Falso el montaje de foto que hacen con la mujer de short verde, que ahora trae short-falda verde-azul y con el pie izquierdo doble. Ay SDP, qué vergüenza!!!",2026-04-05T05:29:49Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,Ugzz2L75fm9Elb4RmMF4AaABAg,@AngelicaAlvarez-rf8bn,Ya no trabaja. Saludos cordiales.,2026-04-04T20:44:14Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgyXyHp6kdgjQNcbENV4AaABAg,@OlgaLedezma-e8s,Le faltó s !!!! 🥤🥃,2026-04-04T18:25:41Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgzcsBrf5xRjmuB0Ll14AaABAg,@PirrurisCamaney,Cómo dice Alex Lora.. eso es algo que a mí me vale Verchhaaa,2026-04-04T15:55:04Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgxRBJ2tkjktpOKy8S54AaABAg,@LarissaAlcantara-y1f,"Qué fresca,",2026-04-04T09:12:55Z,0,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgxNsAfX8t-1M8U48LB4AaABAg,@mariadelourdesromero6284,GRACIAS POR ADORNARNOS Y ENVELLECER LA VIDA LINDA SEÑORA.,2026-04-04T01:31:30Z,1,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgzNFX56R3P430RvwEN4AaABAg,@mariadelourdesromero6284,"VIVA LA LIBERTAD, VIVA LA PAZ. VIVA EL SOL QUE PROMUEVE LA VIDA.",2026-04-04T01:28:58Z,1,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,Ugy4XV7bFuSpD55AruB4AaABAg,@mariadelourdesromero6284,"QUE FIJADOS BOLA DE ENVIDIOSOS, FRUSTRADOS, TRUNCOS Y VOCIFERANTES.",2026-04-04T01:27:18Z,1,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
-9ZgUPwsMzk,UgwqAGNJUyH2qXoCA8R4AaABAg,@mariadelourdesromero6284,EL SOL SALE PARA TODOS Y YO FELIZ.,2026-04-04T01:24:04Z,1,presidenta municipal de Tampico,🔎 Misterio en Palacio Nacional: mujer captada tomando el sol ya tendría identidad,SDPNoticias,2026-03-31T20:01:19Z,2026-04-11T06:32:47,yt_w14_backfill,2026-03-30_semana_30marzo_05abril_26,youtube,top_level,https://www.youtube.com/watch?v=-9ZgUPwsMzk,1
