query_index,query,medio,termino,article_title,article_url_resolved,source_domain,status_descarga,extraction_method,article_text_length,cache_hit_article,playwright_used,fallback_used,attempted_methods,error_type,error_detail
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",Es gratis: Tampico anuncia que no habrá cobro de estacionamiento en las Fiestas de Abril - El Sol de México,https://oem.com.mx/elsoldetampico/local/es-gratis-tampico-anuncia-que-no-habra-cobro-de-estacionamiento-en-las-fiestas-de-abril-29218285,oem.com.mx,downloaded_ok,trafilatura,1290,False,False,False,trafilatura,,
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""","Su vida en un documental: presentan Aquí estoy, mujeres que dejaron huella - El Sol de México",https://oem.com.mx/elsoldetampico/gossip/su-vida-en-un-documental-presentan-aqui-estoy-mujeres-que-dejaron-huella-29161119,oem.com.mx,downloaded_ok,trafilatura,919,False,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",¡Muro contra el crudo! Tampico Alto ‘sella’ la Laguna de Tamiahua ante derrame de petróleo en el Golfo de México - El Sol de México,https://oem.com.mx/elsoldetampico/local/muro-contra-el-crudo-tampico-alto-sella-la-laguna-de-tamiahua-ante-derrame-de-petroleo-en-el-golfo-de-mexico-29196193,oem.com.mx,downloaded_ok,trafilatura,1812,False,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""","Música, comparsas y sorpresas: así será el Carnaval Tampico Alto 2026 - El Sol de México",https://oem.com.mx/elsoldetampico/local/musica-comparsas-y-sorpresas-asi-sera-el-carnaval-tampico-alto-2026-29059534,oem.com.mx,downloaded_ok,trafilatura,406,False,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""","Con silbato y mapas, tránsitos de Tampico serán guías turísticos en Semana Santa 2026 - El Sol de México",https://oem.com.mx/elsoldetampico/turismo/con-silbato-y-mapas-transitos-de-tampico-seran-guias-turisticos-en-semana-santa-2026-29170194,oem.com.mx,downloaded_ok,trafilatura,729,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Del “chalán” a la caseta: la historia del Puente Pánuco y por qué hoy exigen que sea gratis - El Sol de México,https://oem.com.mx/elsoldetampico/local/del-chalan-a-la-caseta-la-historia-del-puente-panuco-y-por-que-hoy-exigen-que-sea-gratis-29234979,oem.com.mx,downloaded_ok,trafilatura,889,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","A 70 años de Pepito El Terrestre, proponen estatua de pie en Tampico - El Sol de México",https://oem.com.mx/elsoldetampico/tendencias/a-70-anos-de-pepito-el-terrestre-proponen-estatua-de-pie-en-tampico-29136317,oem.com.mx,downloaded_ok,trafilatura,7017,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Sal de viaje sin sorpresas: precios de casetas en Tamaulipas este 2026 - El Sol de México,https://oem.com.mx/elsoldetampico/local/sal-de-viaje-sin-sorpresas-precios-de-casetas-en-tamaulipas-este-2026-29221720,oem.com.mx,downloaded_ok,trafilatura,477,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Hablemos de tecnología / Un pelo de gato - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/hablemos-de-tecnologia-un-pelo-de-gato-29208643,oem.com.mx,downloaded_ok,trafilatura,462,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Atlético La Paz vs Jaiba Brava: lo que debes saber previo al juego clave de la Jornada 12 - El Sol de México,https://oem.com.mx/elsoldetampico/deportes/atletico-la-paz-vs-jaiba-brava-lo-que-debes-saber-previo-al-juego-clave-de-la-jornada-12-29130468,oem.com.mx,downloaded_ok,trafilatura,543,False,False,False,trafilatura,,
