horizonte_sem,outer_fold_index,column_name,reason,non_null_train_count,nunique_train_non_null
1,1,fila_completa_modelos_incluidos,zero_variance_in_train,12,1
1,1,ctx_semana_iso,all_nan_in_train,0,0
1,1,hist_abs_error_mean4_E9_v2_clean,all_nan_in_train,0,0
1,1,hist_caida_hit_mean4_E9_v2_clean,all_nan_in_train,0,0
1,1,hist_dir_acc_mean4_E9_v2_clean,all_nan_in_train,0,0
1,1,hist_loss_local_mean4_E9_v2_clean,all_nan_in_train,0,0
1,1,caida_pred_E9_v2_clean,all_nan_in_train,0,0
1,1,direccion_pred_E9_v2_clean,all_nan_in_train,0,0
1,1,pred_E9_v2_clean,all_nan_in_train,0,0
1,1,pred_disponible_E2_v3_clean,zero_variance_in_train,12,1
1,1,pred_disponible_E9_v2_clean,zero_variance_in_train,12,1
1,2,fila_completa_modelos_incluidos,zero_variance_in_train,13,1
1,2,ctx_semana_iso,all_nan_in_train,0,0
1,2,hist_abs_error_mean4_E9_v2_clean,all_nan_in_train,0,0
1,2,hist_caida_hit_mean4_E9_v2_clean,all_nan_in_train,0,0
1,2,hist_dir_acc_mean4_E9_v2_clean,all_nan_in_train,0,0
1,2,hist_loss_local_mean4_E9_v2_clean,all_nan_in_train,0,0
1,2,caida_pred_E9_v2_clean,all_nan_in_train,0,0
1,2,direccion_pred_E9_v2_clean,all_nan_in_train,0,0
1,2,pred_E9_v2_clean,all_nan_in_train,0,0
1,2,pred_disponible_E2_v3_clean,zero_variance_in_train,13,1
1,2,pred_disponible_E9_v2_clean,zero_variance_in_train,13,1
1,3,fila_completa_modelos_incluidos,zero_variance_in_train,14,1
1,3,ctx_semana_iso,all_nan_in_train,0,0
1,3,hist_abs_error_mean4_E9_v2_clean,all_nan_in_train,0,0
1,3,hist_caida_hit_mean4_E9_v2_clean,all_nan_in_train,0,0
1,3,hist_dir_acc_mean4_E9_v2_clean,all_nan_in_train,0,0
1,3,hist_loss_local_mean4_E9_v2_clean,all_nan_in_train,0,0
1,3,caida_pred_E9_v2_clean,all_nan_in_train,0,0
1,3,direccion_pred_E9_v2_clean,all_nan_in_train,0,0
1,3,pred_E9_v2_clean,all_nan_in_train,0,0
1,3,pred_disponible_E2_v3_clean,zero_variance_in_train,14,1
1,3,pred_disponible_E9_v2_clean,zero_variance_in_train,14,1
1,4,ctx_semana_iso,all_nan_in_train,0,0
1,4,hist_abs_error_mean4_E9_v2_clean,all_nan_in_train,0,0
1,4,hist_caida_hit_mean4_E9_v2_clean,all_nan_in_train,0,0
1,4,hist_dir_acc_mean4_E9_v2_clean,all_nan_in_train,0,0
1,4,hist_loss_local_mean4_E9_v2_clean,all_nan_in_train,0,0
1,4,caida_pred_E9_v2_clean,zero_variance_in_train,1,1
1,4,direccion_pred_E9_v2_clean,zero_variance_in_train,1,1
1,4,pred_E9_v2_clean,zero_variance_in_train,1,1
1,4,pred_disponible_E2_v3_clean,zero_variance_in_train,15,1
1,5,ctx_semana_iso,all_nan_in_train,0,0
1,5,hist_abs_error_mean4_E9_v2_clean,zero_variance_in_train,1,1
1,5,hist_caida_hit_mean4_E9_v2_clean,all_nan_in_train,0,0
1,5,hist_dir_acc_mean4_E9_v2_clean,zero_variance_in_train,1,1
1,5,hist_loss_local_mean4_E9_v2_clean,zero_variance_in_train,1,1
1,5,caida_pred_E9_v2_clean,zero_variance_in_train,2,1
1,5,direccion_pred_E9_v2_clean,zero_variance_in_train,2,1
1,5,pred_disponible_E2_v3_clean,zero_variance_in_train,16,1
1,6,ctx_semana_iso,all_nan_in_train,0,0
1,6,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,1,1
1,6,pred_disponible_E2_v3_clean,zero_variance_in_train,17,1
1,7,ctx_semana_iso,all_nan_in_train,0,0
1,7,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,2,1
1,7,pred_disponible_E2_v3_clean,zero_variance_in_train,18,1
1,8,ctx_semana_iso,all_nan_in_train,0,0
