fecha_inicio_semana,y_true,y_pred_base
2025-09-01,0.0353374615739687,0.24812980760008302
2025-09-08,0.037083177521204,0.1962117454697252
2025-09-15,0.0408302409621366,0.0503860708397343
2025-09-22,-0.0316621893348032,0.15336579089083685
2025-09-29,0.167412720914919,0.1326740063770757
2025-10-06,0.134823580717908,0.0696672179573754
2025-10-13,0.170657905569605,0.05708592975740528
2025-10-20,0.0692562741764684,0.05927870099804094
2025-10-27,0.218016998769719,0.07627262919715419
2025-11-03,0.12751595957534,0.1346861292399866
2025-11-10,0.279605962079427,0.13724264996644608
2025-11-17,0.0821158156091689,0.11893258968292802
2025-11-24,0.303813076524669,0.14103667763449224
2025-12-01,0.0677012815654136,0.19144435782384903
2025-12-08,0.583621878201202,0.1335375429329449
2025-12-15,0.108341978085893,0.18204679487693443
2025-12-22,0.0687870202028637,0.16487828875601976
2025-12-29,0.245426229585526,0.10354498484247052
2026-01-05,0.320565191490885,0.13858800898185542
2026-01-12,0.170007405822799,0.17157505224012218
2026-01-19,-0.0198367240853288,0.20272652736814367
2026-01-26,0.0960196886446368,0.13899799930267737
2026-02-02,0.27725068164164,0.19652814685238898
2026-02-09,0.210058588277401,0.20949710186091458
