fecha_inicio_semana,y_true,y_pred_base
2025-09-01,0.0750438311217277,0.08200355682301429
2025-09-08,0.244150207322864,0.13715408841293855
2025-09-15,0.0353374615739687,0.22220560016615526
2025-09-22,0.037083177521204,0.18770501163376901
2025-09-29,0.0408302409621366,0.07799133886064236
2025-10-06,-0.0316621893348032,0.10682007785246744
2025-10-13,0.167412720914919,0.07777624559343654
2025-10-20,0.134823580717908,0.013291904772961965
2025-10-27,0.170657905569605,0.1059919465248983
2025-11-03,0.0692562741764684,0.031587490862876474
2025-11-10,0.218016998769719,0.07941846579913782
2025-11-17,0.12751595957534,0.13536252121710768
2025-11-24,0.279605962079427,0.1599508465261989
2025-12-01,0.0821158156091689,0.18883551064368306
2025-12-08,0.303813076524669,0.20413992410279078
2025-12-15,0.0677012815654136,0.25308281843312813
2025-12-22,0.583621878201202,0.25960700483457694
2025-12-29,0.108341978085893,0.16971073542062112
2026-01-05,0.0687870202028637,0.1407514650887554
2026-01-12,0.245426229585526,0.11824934594668196
2026-01-19,0.320565191490885,0.09776322436992946
2026-01-26,0.170007405822799,0.21425506251564996
2026-02-02,-0.0198367240853288,0.220380427044266
2026-02-09,0.0960196886446368,0.19551021958399314
2026-02-16,0.27725068164164,0.19534757303759015
2026-02-23,0.210058588277401,0.21547939070987326
