fecha,semana_iso,y_current,y_real,ctx_y_lag1,ctx_y_lag2,ctx_y_lag4,ctx_delta_1w,ctx_delta_2w,ctx_abs_delta_1w,ctx_rolling_mean_4w,ctx_rolling_std_4w,ctx_trend_vs_ma4,ctx_mean_delta_4w,ctx_positive_delta_ratio_4w,ctx_negative_delta_ratio_4w,ctx_recent_fall_flag,ctx_sentimiento_medios,ctx_v5_promedio_neto,ctx_v5_dispersion_neta,ctx_semana_iso,horizonte,source_version,source_table_origin,source_curated_e9_origin,split_role_retro,pred_E1_v5_clean,pred_E2_v3_clean,pred_E3_v2_clean,pred_E5_v4_clean,pred_E7_v3_clean,pred_E9_v2_clean,pred_disponible_E1_v5_clean,pred_disponible_E2_v3_clean,pred_disponible_E3_v2_clean,pred_disponible_E5_v4_clean,pred_disponible_E7_v3_clean,pred_disponible_E9_v2_clean,n_modelos_disponibles,fila_completa_modelos_incluidos,cobertura_modelos_fila,modelos_disponibles_lista,modelos_faltantes_lista,notas_integridad_fila,row_id,origen_temporal_id,actual_delta,actual_direction,actual_caida,direccion_pred_E1_v5_clean,caida_pred_E1_v5_clean,abs_error_E1_v5_clean,sq_error_E1_v5_clean,acierto_direccion_E1_v5_clean,acierto_caida_E1_v5_clean,loss_local_E1_v5_clean,hist_abs_error_mean4_E1_v5_clean,hist_loss_local_mean4_E1_v5_clean,hist_dir_acc_mean4_E1_v5_clean,hist_caida_hit_mean4_E1_v5_clean,direccion_pred_E2_v3_clean,caida_pred_E2_v3_clean,abs_error_E2_v3_clean,sq_error_E2_v3_clean,acierto_direccion_E2_v3_clean,acierto_caida_E2_v3_clean,loss_local_E2_v3_clean,hist_abs_error_mean4_E2_v3_clean,hist_loss_local_mean4_E2_v3_clean,hist_dir_acc_mean4_E2_v3_clean,hist_caida_hit_mean4_E2_v3_clean,direccion_pred_E3_v2_clean,caida_pred_E3_v2_clean,abs_error_E3_v2_clean,sq_error_E3_v2_clean,acierto_direccion_E3_v2_clean,acierto_caida_E3_v2_clean,loss_local_E3_v2_clean,hist_abs_error_mean4_E3_v2_clean,hist_loss_local_mean4_E3_v2_clean,hist_dir_acc_mean4_E3_v2_clean,hist_caida_hit_mean4_E3_v2_clean,direccion_pred_E5_v4_clean,caida_pred_E5_v4_clean,abs_error_E5_v4_clean,sq_error_E5_v4_clean,acierto_direccion_E5_v4_clean,acierto_caida_E5_v4_clean,loss_local_E5_v4_clean,hist_abs_error_mean4_E5_v4_clean,hist_loss_local_mean4_E5_v4_clean,hist_dir_acc_mean4_E5_v4_clean,hist_caida_hit_mean4_E5_v4_clean,direccion_pred_E7_v3_clean,caida_pred_E7_v3_clean,abs_error_E7_v3_clean,sq_error_E7_v3_clean,acierto_direccion_E7_v3_clean,acierto_caida_E7_v3_clean,loss_local_E7_v3_clean,hist_abs_error_mean4_E7_v3_clean,hist_loss_local_mean4_E7_v3_clean,hist_dir_acc_mean4_E7_v3_clean,hist_caida_hit_mean4_E7_v3_clean,direccion_pred_E9_v2_clean,caida_pred_E9_v2_clean,abs_error_E9_v2_clean,sq_error_E9_v2_clean,acierto_direccion_E9_v2_clean,acierto_caida_E9_v2_clean,loss_local_E9_v2_clean,hist_abs_error_mean4_E9_v2_clean,hist_loss_local_mean4_E9_v2_clean,hist_dir_acc_mean4_E9_v2_clean,hist_caida_hit_mean4_E9_v2_clean,promedio_predicciones,mediana_predicciones,min_predicciones,max_predicciones,rango_predicciones,desviacion_predicciones,max_diff_predicciones,consenso_direccion,desacuerdo_direccion,n_direcciones_distintas,numero_modelos_predicen_caida,share_modelos_predicen_caida,dispersion_direccion,mejor_modelo_error_abs,mejor_modelo_mae_local,mejor_modelo_direccion,mejor_modelo_caida,mejor_modelo_loss_radar_local,empate_mejor_modelo_error_abs,empate_mejor_modelo,mejor_modelo_operativo
2025-10-27,2025-W44,0.134823580717908,0.170657905569605,0.167412720914919,-0.0316621893348032,0.037083177521204,-0.03258914019701098,0.1664857700527112,0.03258914019701098,0.07785108831504008,0.07847109666126932,0.05697249240286793,0.02443510079917599,0.5,0.5,1.0,0.11304347826087,-0.67409,2.038380102655047,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1209273161753732,0.0725204994423076,0.087356291444995,0.1067244369346506,0.2816560791900752,,1,1,1,1,1,0,5,0,0.8333333333333334,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",E9_v2_clean,faltan_predicciones_de=E9_v2_clean,H1_20251027,H1_20251027,0.03583432485169699,1.0,0,-1.0,1.0,0.049730589394231806,0.002473131521497681,0.0,,0.0834866684543051,0.08218314800149573,0.07402479114194208,0.75,0.5,-1.0,1.0,0.0981374061272974,0.00963095048139411,0.0,,0.12174743128752188,0.0856961219873813,0.07462429028060032,0.75,0.5,-1.0,1.0,0.08330161412461,0.006939158915765424,0.0,,0.11921566061040936,0.0831454939968373,0.07418901826050783,0.75,0.5,-1.0,1.0,0.0639334686349544,0.004087488411696699,0.0,,0.11591043074388947,0.0715036318466183,0.06470230092087599,0.75,0.5,1.0,0.0,0.11099817362047018,0.012320594547080042,1.0,,0.048942158338054716,0.1453230965211305,0.10354980539041955,0.5,0.5,,,,,,,,,,,,0.13383692463748031,0.1067244369346506,0.0725204994423076,0.2816560791900752,0.20913557974776759,0.0757263503589266,0.20913557974776759,0.0,1.0,2.0,4.0,0.8,0.4,E1_v5_clean,E1_v5_clean,E7_v3_clean,no_aplica_no_hubo_caida,E7_v3_clean,0,0,E7_v3_clean
2025-11-03,2025-W45,0.170657905569605,0.0692562741764684,0.134823580717908,0.167412720914919,0.0408302409621366,0.03583432485169699,0.003245184654686012,0.03583432485169699,0.11030800446690717,0.08315589066735894,0.060349901102697834,0.03245691615186709,0.5,0.5,0.0,0.125726744186047,-0.8101000000000003,2.3793666564865537,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1206514126931,0.0359168816632361,0.107248730861313,0.0832398827007842,0.0751247738282471,,1,1,1,1,1,0,5,0,0.8333333333333334,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",E9_v2_clean,faltan_predicciones_de=E9_v2_clean,H1_20251103,H1_20251103,-0.1014016313931366,-1.0,1,-1.0,1.0,0.05139513851663159,0.002641460263143748,1.0,1.0,0.038770728560967534,0.07475164077833728,0.08400658300914172,0.5,0.5,-1.0,1.0,0.0333393925132323,0.0011115150931513698,1.0,1.0,0.005689463450448504,0.10868115026102354,0.10479675162174533,0.5,0.5,-1.0,1.0,0.03799245668484459,0.0014434267649497926,1.0,1.0,0.006483522266201442,0.0896793023036412,0.09405403148515022,0.5,0.5,-1.0,1.0,0.013983608524315794,0.00019554130736131734,1.0,1.0,0.002386343109668181,0.08041761440495175,0.09247349774362686,0.5,0.5,-1.0,1.0,0.0058684996517787,3.443928816292672e-05,1.0,1.0,0.001001476384565581,0.10585449799144021,0.07806437526265185,0.75,0.5,,,,,,,,,,,,0.08443633634933609,0.0832398827007842,0.0359168816632361,0.1206514126931,0.08473453102986389,0.02923768554078286,0.08473453102986389,1.0,0.0,1.0,5.0,1.0,0.2,E7_v3_clean,E7_v3_clean,E7_v3_clean,E7_v3_clean,E7_v3_clean,0,0,E7_v3_clean
2025-11-10,2025-W46,0.0692562741764684,0.218016998769719,0.170657905569605,0.134823580717908,-0.0316621893348032,-0.1014016313931366,-0.06556730654143961,0.1014016313931366,0.13553762034472508,0.040752862393646,-0.06628134616825668,0.025229615877817888,0.5,0.5,1.0,0.153159113463447,-0.36956000000000006,2.9470945733722225,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1087783030921634,0.0608324277603284,0.1206406516781487,0.0664540556552277,-0.034326425395709,,1,1,1,1,1,0,5,0,0.8333333333333334,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",E9_v2_clean,faltan_predicciones_de=E9_v2_clean,H1_20251110,H1_20251110,0.1487607245932506,1.0,0,1.0,0.0,0.1092386956775556,0.011933092633333605,1.0,,0.04864189835448995,0.04881608591728337,0.04208060579943396,0.75,1.0,-1.0,1.0,0.1571845710093906,0.024706989363406155,0.0,,0.13182400020868443,0.09765801635150588,0.057915622040193765,0.75,1.0,1.0,0.0,0.0973763470915703,0.009482152972897971,1.0,,0.046617554368928234,0.0652961798587399,0.04489298134294934,0.75,1.0,-1.0,1.0,0.1515629431144913,0.02297132572552653,0.0,,0.13086465320116603,0.05050197568098162,0.042368307748059414,0.75,1.0,-1.0,1.0,0.252343424165428,0.0636772037195331,0.0,,0.14806313284443925,0.0673843974431354,0.026499341694095107,1.0,1.0,,,,,,,,,,,,0.06447580255803184,0.0664540556552277,-0.034326425395709,0.1206406516781487,0.1549670770738577,0.054582542528025,0.1549670770738577,0.0,1.0,2.0,3.0,0.6,0.4,E3_v2_clean,E3_v2_clean,E3_v2_clean,no_aplica_no_hubo_caida,E3_v2_clean,0,0,E3_v2_clean
2025-11-17,2025-W47,0.218016998769719,0.12751595957534,0.0692562741764684,0.170657905569605,0.167412720914919,0.1487607245932506,0.047359093200114,0.1487607245932506,0.1481886898084251,0.05429044752029061,0.06982830896129391,0.012651069463699992,0.5,0.5,0.0,0.178984861976848,-0.44960000000000006,2.845496540500445,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1235465896974849,0.1646684586623358,0.1362086613252863,0.1433078991998055,0.1073450661905036,,1,1,1,1,1,0,5,0,0.8333333333333334,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",E9_v2_clean,faltan_predicciones_de=E9_v2_clean,H1_20251117,H1_20251117,-0.09050103919437899,-1.0,1,-1.0,1.0,0.003969369877855108,1.5755897227223477e-05,1.0,1.0,0.0006773844134203864,0.06177669628294688,0.044292371324006125,0.75,1.0,-1.0,1.0,0.03715249908699578,0.001380308188409222,1.0,1.0,0.006340181080515751,0.09996159666569553,0.0770587346620735,0.5,1.0,-1.0,1.0,0.008692701749946297,7.556306371351941e-05,1.0,1.0,0.0014834346148430856,0.06669542673125436,0.045131766855797714,0.75,1.0,-1.0,1.0,0.015791939624465484,0.0002493853571027631,1.0,1.0,0.0026949400253596582,0.06474153210439071,0.06354832910461024,0.5,1.0,-1.0,1.0,0.020170893384836408,0.00040686493994243714,1.0,1.0,0.0034422211091690333,0.10374570447309034,0.051454503569055975,0.75,1.0,,,,,,,,,,,,0.1350153350150832,0.1362086613252863,0.1073450661905036,0.1646684586623358,0.057323392471832185,0.019218086723001574,0.057323392471832185,1.0,0.0,1.0,5.0,1.0,0.2,E1_v5_clean,E1_v5_clean,E1_v5_clean,E1_v5_clean,E1_v5_clean,0,0,E1_v5_clean
2025-11-24,2025-W48,0.12751595957534,0.279605962079427,0.218016998769719,0.0692562741764684,0.134823580717908,-0.09050103919437899,0.05825968539887161,0.09050103919437899,0.1463617845227831,0.05482972749889282,-0.01884582494744308,-0.0018269052856420102,0.5,0.5,1.0,0.199116672800883,-0.33682,2.54386570195834,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1245815440505982,0.2709818460189749,0.1337751353906983,0.1343625421855266,0.1530253937542006,0.1087475209218881,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20251124,H1_20251124,0.152090002504087,1.0,0,-1.0,1.0,0.15502441802882883,0.024032570185177068,0.0,,0.13145536387479184,0.05358344836656853,0.04289416994579575,0.75,1.0,1.0,0.0,0.008624116060452103,7.43753778241479e-05,1.0,,0.0014717302691971308,0.08145346718422902,0.06640026900679263,0.5,1.0,1.0,0.0,0.1458308266887287,0.02126663001271803,1.0,,0.054886451007315366,0.0568407799127428,0.043450042965095526,0.75,1.0,1.0,0.0,0.1452434198939004,0.021095651022475865,1.0,,0.054786208344273606,0.061317989974556744,0.06296409177002082,0.5,1.0,1.0,0.0,0.1265805683252264,0.01602264027753731,1.0,,0.051601338918744244,0.09734524770562832,0.05036224716905715,0.75,1.0,-1.0,1.0,0.1708584411575389,0.029192606914784182,0.0,,0.13415748557147836,,,,,0.15424566372031442,0.13406883878811243,0.1087475209218881,0.2709818460189749,0.1622343250970868,0.053841197612983886,0.1622343250970868,0.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,E2_v3_clean,E2_v3_clean,E2_v3_clean,no_aplica_no_hubo_caida,E2_v3_clean,0,0,E2_v3_clean
2025-12-01,2025-W49,0.279605962079427,0.0821158156091689,0.12751595957534,0.218016998769719,0.170657905569605,0.152090002504087,0.061588963309708006,0.152090002504087,0.17359879865023858,0.08096524821014131,0.10600716342918842,0.02723701412745549,0.5,0.5,0.0,0.210344827586207,0.18453999999999993,3.329444089093553,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1281855786715495,0.267521381377278,0.1647646338960042,0.1619367936277556,0.1655931589559428,0.181859569554031,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20251201,H1_20251201,-0.1974901464702581,-1.0,1,-1.0,1.0,0.0460697630623806,0.002122423068623888,1.0,1.0,0.007861937886546837,0.07990690552521779,0.054886343800917434,0.75,1.0,-1.0,1.0,0.18540556576810907,0.034375223817792615,1.0,1.0,0.0616399943258928,0.0590751446675177,0.03633134375221145,0.75,1.0,-1.0,1.0,0.0826488182868353,0.006830827164210322,1.0,1.0,0.04410425911867103,0.07247308305377248,0.02736774056432203,1.0,1.0,-1.0,1.0,0.07982097801858669,0.0063713885318437,1.0,1.0,0.0436216800241803,0.08164547778929324,0.04768303617011686,0.75,1.0,-1.0,1.0,0.08347734334677388,0.0069684668522351735,1.0,1.0,0.04424564930880213,0.10124084638181736,0.051027042314229526,0.75,1.0,-1.0,1.0,0.09974375394486208,0.00994881645101319,1.0,1.0,0.047021559173718815,0.1708584411575389,0.13415748557147836,0.0,,0.17831018601376017,0.1651788964259735,0.1281855786715495,0.267521381377278,0.13933580270572848,0.04300582228122269,0.13933580270572848,1.0,0.0,1.0,6.0,1.0,0.16666666666666666,E1_v5_clean,E1_v5_clean,E1_v5_clean,E1_v5_clean,E1_v5_clean,0,0,E1_v5_clean
2025-12-08,2025-W50,0.0821158156091689,0.303813076524669,0.279605962079427,0.12751595957534,0.0692562741764684,-0.1974901464702581,-0.045400143966171105,0.1974901464702581,0.17681368400841369,0.07691215361044645,-0.09469786839924478,0.0032148853581751152,0.5,0.5,1.0,0.20595690747782,-0.9363300000000001,2.5711592167930792,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1276809050036548,0.3519883027384205,0.1458337798905137,0.1352028186838467,0.2663602072805707,0.0936092790062319,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20251208,H1_20251208,0.22169726091550007,1.0,0,1.0,0.0,0.17613217152101418,0.031022541844707957,1.0,,0.06005746286226444,0.07857556166165504,0.047159146132312264,0.75,1.0,1.0,0.0,0.04817522621375153,0.002320852420746133,1.0,,0.00822124124341624,0.09709168798123688,0.05031897647107252,0.75,1.0,1.0,0.0,0.1579792966341553,0.02495745816502243,1.0,,0.05695962242775873,0.08363717345427016,0.03677292477743943,1.0,1.0,1.0,0.0,0.1686102578408223,0.02842941904914857,1.0,,0.05877382660692791,0.09810482016286097,0.05799187039874489,0.75,1.0,1.0,0.0,0.0374528692440983,0.0014027174146155241,1.0,,0.006391440113797835,0.12064305730556617,0.06183808554528866,0.75,1.0,1.0,0.0,0.2102037975184371,0.0441856364911721,1.0,,0.06587188406783231,0.13530109755120048,0.09058952237259858,0.5,1.0,0.18677921543387307,0.14051829928718018,0.0936092790062319,0.3519883027384205,0.25837902373218863,0.09141214136580765,0.25837902373218863,1.0,0.0,1.0,0.0,0.0,0.16666666666666666,E7_v3_clean,E7_v3_clean,E7_v3_clean,no_aplica_no_hubo_caida,E7_v3_clean,0,0,E7_v3_clean
2025-12-15,2025-W51,0.303813076524669,0.0677012815654136,0.0821158156091689,0.279605962079427,0.218016998769719,0.22169726091550007,0.024207114445241984,0.22169726091550007,0.1982627034471512,0.09520085123652121,0.1055503730775178,0.02144901943873749,0.5,0.5,0.0,0.155814706835115,-0.36569000000000007,3.209316782572266,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1316871584486493,0.2186649560061005,0.185828768915492,0.1841000495537859,0.4034005323510619,0.1446838343334113,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20251215,H1_20251215,-0.23611179495925538,-1.0,1,-1.0,1.0,0.0639858768832357,0.004094192440516597,1.0,1.0,0.040919374362552614,0.09529893062251968,0.050013037259255884,0.75,1.0,-1.0,1.0,0.1509636744406869,0.0227900310006337,1.0,1.0,0.05576238627427898,0.06983935178232711,0.01941828672975548,1.0,1.0,-1.0,1.0,0.11812748735007839,0.01395410326764293,1.0,1.0,0.05015879627995146,0.09878791083991639,0.03935844179214706,1.0,1.0,-1.0,1.0,0.11639876798837229,0.013548673189210922,1.0,1.0,0.04986378533694746,0.10236664884444371,0.03996916375018536,1.0,1.0,1.0,0.0,0.3356992507856483,0.11269398697804557,0.0,0.0,0.2372880449735201,0.06692041857523374,0.02642016236262831,1.0,1.0,-1.0,1.0,0.0769825527679977,0.005926313430677551,1.0,1.0,0.04313729457193648,0.16026866420694602,0.08235030960434316,0.6666666666666666,1.0,0.2113942166014168,0.18496440923463894,0.1316871584486493,0.4034005323510619,0.27171337390241257,0.09048143716730064,0.27171337390241257,0.0,1.0,2.0,5.0,0.8333333333333334,0.3333333333333333,E1_v5_clean,E1_v5_clean,E1_v5_clean,E1_v5_clean,E1_v5_clean,0,0,E1_v5_clean
2025-12-22,2025-W52,0.0677012815654136,0.583621878201202,0.303813076524669,0.0821158156091689,0.12751595957534,-0.23611179495925538,-0.014414534043755298,0.23611179495925538,0.1833090339446696,0.10885717993498704,-0.115607752379256,-0.014953669502481608,0.5,0.5,1.0,0.0178053830227743,-0.9530899999999999,2.588731629756163,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1304825283801017,0.2508292115200075,0.1840573214545543,0.2165322327834641,0.3158230876697891,0.1929571066181836,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20251222,H1_20251222,0.5159205966357885,1.0,0,1.0,0.0,0.4531393498211004,0.2053352703562896,1.0,,0.10732953645582778,0.11030305737386482,0.06007353474653894,0.75,1.0,1.0,0.0,0.33279266668119456,0.11075095899678067,1.0,,0.08679202801636111,0.0982921456207499,0.03177383802819629,1.0,1.0,1.0,0.0,0.3995645567466477,0.15965183500814506,1.0,,0.098186843560585,0.12614660723994942,0.05152728220842415,1.0,1.0,1.0,0.0,0.3670896454177379,0.13475480777292057,1.0,,0.09264490631655585,0.12751835593542044,0.05176137507808231,1.0,1.0,1.0,0.0,0.2677987905314129,0.07171619221008757,1.0,,0.0757006356728925,0.1458025079254367,0.08488161832871607,0.75,0.5,1.0,0.0,0.39066477158301843,0.15261896375601197,1.0,,0.09666806956417172,0.13944713634720896,0.07254705584624149,0.75,1.0,0.21511358140435008,0.20474466970082383,0.1304825283801017,0.3158230876697891,0.18534055928968743,0.05778961736554252,0.18534055928968743,1.0,0.0,1.0,0.0,0.0,0.16666666666666666,E7_v3_clean,E7_v3_clean,E7_v3_clean,no_aplica_no_hubo_caida,E7_v3_clean,0,0,E7_v3_clean
2025-12-29,2026-W01,0.583621878201202,0.108341978085893,0.0677012815654136,0.303813076524669,0.279605962079427,0.5159205966357885,0.27980880167653305,0.5159205966357885,0.25931301297511333,0.20932653802630724,0.3243088652260887,0.07600397903044376,0.5,0.5,0.0,0.132859486057955,0.2042600000000001,2.618394535664937,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1372261076731769,0.2301338378224099,0.1581388349605072,0.1332093731851107,0.0597665915234865,0.0933348148928117,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20251229,H1_20251229,-0.475279900115309,-1.0,1,-1.0,1.0,0.028884129587283883,0.0008342929420150082,1.0,1.0,0.00492915998753264,0.1848317903219327,0.05404207789179792,1.0,1.0,-1.0,1.0,0.12179185973651689,0.014833257098079405,1.0,1.0,0.05078413199214838,0.1793342832759355,0.05310391246498728,1.0,1.0,-1.0,1.0,0.0497968568746142,0.0024797269545908116,1.0,1.0,0.008497977190882678,0.18958003975442916,0.06235238034674155,1.0,1.0,-1.0,1.0,0.02486739509921769,0.000618387339020596,1.0,1.0,0.004243692666826712,0.18297991231637978,0.06122604957115288,1.0,1.0,-1.0,1.0,0.04857538656240651,0.002359568179687223,1.0,1.0,0.00828952976058366,0.18110706347698335,0.09090644251725315,0.75,0.5,-1.0,1.0,0.015007163193081305,0.00022521494710377426,1.0,1.0,0.002561015664819448,0.19439871895357883,0.06317470184441483,1.0,1.0,0.13530159334291716,0.1352177404291438,0.0597665915234865,0.2301338378224099,0.1703672462989234,0.053212658787886495,0.1703672462989234,1.0,0.0,1.0,6.0,1.0,0.16666666666666666,E9_v2_clean,E9_v2_clean,E9_v2_clean,E9_v2_clean,E9_v2_clean,0,0,E9_v2_clean
2026-01-05,2026-W02,0.108341978085893,0.0687870202028637,0.583621878201202,0.0677012815654136,0.0821158156091689,-0.475279900115309,0.0406406965204794,0.475279900115309,0.26586955359429437,0.20401706534621622,-0.15752757550840135,0.0065565406191810255,0.5,0.5,1.0,0.117283950617284,-1.01097,2.3146933028157317,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1360934145043562,0.0978920609217779,0.1384796317683891,0.1055631141531423,0.1675385256809766,0.004732362416539,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20260105,H1_20260105,-0.039554957883029304,-1.0,1,1.0,0.0,0.06730639430149249,0.0045301507138679805,0.0,0.0,0.19148603023308927,0.18053538195315852,0.05330888341704437,1.0,1.0,-1.0,1.0,0.02910504071891419,0.0008471033952496531,1.0,1.0,0.004966859109036098,0.16343085676803745,0.05038994688155118,1.0,1.0,1.0,0.0,0.06969261156552539,0.004857060106823204,0.0,0.0,0.19189324508870356,0.18136704940137388,0.05345080986479447,1.0,1.0,-1.0,1.0,0.0367760939502786,0.0013524810862397183,1.0,1.0,0.006275946458752218,0.16924151658653755,0.051381552731814474,1.0,1.0,1.0,0.0,0.0987515054781129,0.009751859834193763,0.0,0.0,0.19685222911219796,0.1723815742808915,0.08191741263019853,0.75,0.5,-1.0,1.0,0.0640546577863247,0.004102999184123168,1.0,1.0,0.04093111202196133,0.1732145712656336,0.05205956596718999,1.0,1.0,0.10838318490753018,0.12082826432874924,0.004732362416539,0.1675385256809766,0.16280616326443761,0.05169544913011046,0.16280616326443761,0.0,1.0,2.0,3.0,0.5,0.3333333333333333,E2_v3_clean,E2_v3_clean,E2_v3_clean,E2_v3_clean,E2_v3_clean,0,0,E2_v3_clean
2026-01-12,2026-W03,0.0687870202028637,0.245426229585526,0.108341978085893,0.583621878201202,0.303813076524669,-0.039554957883029304,-0.5148348579983384,0.039554957883029304,0.20711303951384308,0.21799332217868536,-0.13832601931097938,-0.05875651408045132,0.25,0.75,1.0,0.084587441619097,-0.47797999999999996,2.2625122924748937,,1,e10_meta_selector_base_v1_2026-04-01,tabla_maestra_experimentos_radar.xlsx,tabla_maestra_experimentos_radar_e9_curada.xlsx,pending_e10_runner,0.1337344201417731,0.0820413174075834,0.1327312959385169,0.130028999308491,0.0640527361208314,0.0879855062458047,1,1,1,1,1,1,6,1,1.0,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",,fila_completa_pool_E10,H1_20260112,H1_20260112,0.1766392093826623,1.0,0,1.0,0.0,0.1116918094437529,0.012475060296819608,1.0,,0.04906052929106242,0.15332893764827812,0.08616602525975059,0.75,0.6666666666666666,1.0,0.0,0.1633849121779426,0.026694629527394015,1.0,,0.05788210630479241,0.15866331039432813,0.04957635134795614,1.0,1.0,1.0,0.0,0.11269493364700911,0.012700148069703786,1.0,,0.04923171532837312,0.1592953781342164,0.08718421553003067,0.75,0.6666666666666666,1.0,0.0,0.11539723027703502,0.01331652075561105,1.0,,0.0496928700390566,0.13628297561390162,0.03825708269477055,1.0,1.0,-1.0,1.0,0.1813734934646946,0.03289634413158762,0.0,,0.13595190956277847,0.18770623333939512,0.12953260987979856,0.5,0.3333333333333333,1.0,0.0,0.1574407233397213,0.024787581365734668,1.0,,0.056867713342347116,0.13667728633260554,0.04582437295572224,1.0,1.0,0.10509571252716675,0.10900725277714785,0.0640527361208314,0.1337344201417731,0.06968168402094171,0.02803081649319784,0.06968168402094171,0.0,1.0,2.0,1.0,0.16666666666666666,0.3333333333333333,E1_v5_clean,E1_v5_clean,E1_v5_clean,no_aplica_no_hubo_caida,E1_v5_clean,0,0,E1_v5_clean
