video_id,comment_id,author,comment_text,published_at,like_count,query,video_title,channel_title,video_published_at,fecha_extraccion
1FBEKBnZeNY,UgxT3go3unk7Cy1WA994AaABAg,@GabrielaSanchez-k1p,Qué ridícula...,2026-02-18T06:36:26Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgxuTnvCuLjq97LuFQN4AaABAg,@robertobrenes5907,Nesecita Venice a BC del ejido ovido mota  reacomodo el municipal puros huevknes,2026-02-11T01:23:24Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgwuqnSb0oRkyrEmtHx4AaABAg,@daveunitedstates,"Que. Se  esperaban  de. Está.  Persona.  Nefasta.  Se. Pone. Alérgica   cuando. Le. Dicen sus. Verdades   pa. Nada. Sirve,  solo. Pa. Saquear   al país , no. Puede  con  la. Delincuencia.",2026-02-10T15:39:25Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgwHaZWiqEq9f8gDyTF4AaABAg,@JoseLuisMartínezChapotim,Que predique con el ejemplo,2026-02-09T21:39:39Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgxgwU8irtbc3MXaQ-t4AaABAg,@eloydominguez2582,La culpa es del municipio no de la presidenta,2026-02-07T05:12:21Z,2,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgzdQ5TjUCDHr3w9hNd4AaABAg,@eveliagarcia218,Muy presidenta que vayan viendo esta bola de huevones qué con usted no se juega!!!,2026-02-07T01:12:40Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugy9zXlybpkfseSDps94AaABAg,@ErickTubito,Narco gobierno Narco presidenta,2026-02-06T21:00:47Z,1,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugx3HfRDWq5zd51bY1B4AaABAg,@patriciadelgado8190,Pobre anda perdida!!! SE ve cansada,2026-02-06T16:27:52Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgwJMSUdiBrRUDvnaER4AaABAg,@eliuthgabrielmenesessolis8304,Eso es mi presidenta y va para todos los de morena que se están haciendo bien patos y eres la única que lleva los pantalones bien puestos,2026-02-06T08:24:25Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgztekCcW6jHzwFzaPV4AaABAg,@SebastianaRamirez-l7h,Jajaja bola de huevones y sanganos lo mismo que en tabasco la diferencia es que acá muy poco se acerca a pedirle algo a la presidenta X el famoso may es un super gobernador,2026-02-06T03:37:00Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgwhPFNepXLwql-ayax4AaABAg,@DavidEstrada-fh7lp,Material para memes 😂,2026-02-04T04:22:06Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugx_-gF2okyxBWii6fF4AaABAg,@betozamora8647,Puro cuento y tonta la gente que lo cree,2026-02-04T03:41:49Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgxIxjwC21ny6gX0qlB4AaABAg,@argoga3286,Y por qué los regaña ella ?que no es otro poder ?ah ya me acordé,2026-02-04T02:45:08Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgzHdnGiD1as2QgM9R94AaABAg,@Bridget12379,Su expresión ❤❤❤❤,2026-02-04T02:00:34Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugzn2BayEfRov-2vU_N4AaABAg,@ElbaNanno,"Perfecto por fin se le ve poniendo orden y en su lugar a su equipo así debería hacerle en todo el país ,eso los obligaría a trabajar!!!.....🎉🎉",2026-02-03T21:49:54Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugy35xbmv--nC91IiPt4AaABAg,@angelahernandez8764,LA AMAMOS SRA. PRESIDENTA. ES USTED COMO LA MADRE DE TANTO HIJO QUE SE DESVIA O QUIERE HACERLO.,2026-02-03T19:53:48Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugxx-UVZVejZ6_u5M7V4AaABAg,@angelahernandez8764,"A VER SI ENTIENDEN, PORQUE YA VAN 2 SUPER PRESIDENTES INCLUYENDOLA, QUE LES PONEN EL EJEMPLO. Y SIGUEN CON SUS BURRADAS.",2026-02-03T19:51:33Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugz2HzyItJgwsf01WXd4AaABAg,@angelahernandez8764,"YA SABEMOS QUE A LOS QUE NO LES GUSTA TRABAJAR, ¡¡BUSCAN EL PROTAGONISMO!!!",2026-02-03T19:48:50Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgzzkMWYX02LiEIZ_zp4AaABAg,@albertoA.c.623,Dra. Claudia que bella dama y es mi Presidenta porque SÍ me representa. Tiene toda la razón; &quot;Mas Territorio menos escritorio&quot;.,2026-02-03T17:27:18Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugze0q4CPlz7956e4yZ4AaABAg,@elhijodelsol9187,Poco le faltó decirles hagan tandas mientras la presidente hace negocios con los narcos,2026-02-03T14:24:14Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgxG6BBcc5jvsncQRs94AaABAg,@Henryalonso-i6w,😂😂😂 Morena se saben perdidos este 2027 🎉,2026-02-03T05:45:33Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgyhZKzgaqtiIqScdU14AaABAg,@juanaaguilar5697,Ojalá revoquen a los huevónes mantenidos vividores saqueadores del pueblo,2026-02-03T03:12:34Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgzDnAv5afYC_BlGFkl4AaABAg,@rebecaheribertavalenciasan1116,❤👌🏻👌🏻👌🏻,2026-02-03T02:54:36Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgzT3bHBgcOxX1fbLL94AaABAg,@ROCIOMARQUEZ-s1y,ya los regañó siente que se le va de las manos el negocio. A darles abrones que la casa pierde...,2026-02-03T02:19:04Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,UgytM2_PuYgEQPw_Xnh4AaABAg,@Jose12Jose12-g5u,No que no 🙂‍↔️ había corrupción 😂😂😂😂😂😂😂😂😂,2026-02-03T02:02:01Z,1,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
1FBEKBnZeNY,Ugy07aW_OUU2bZ-Ycmd4AaABAg,@PatriciaAguilarZavaleta,"Órale,así se dice mi presidenta",2026-02-03T01:37:50Z,0,presidenta municipal de Tampico,"💁🏻‍♀️ “Pónganse a trabajar"" | Sheinbaum exhorta a legisladores priorizar atención ciudadana",SDPNoticias,2026-02-01T19:19:15Z,2026-02-27 06:20:28
