selected_features,fold_count,feature_count,share_folds
"v5_agua_neto_lag6,sentimiento_medios_lag2,v5_corrupcion_neto_lag1,sentimiento_medios_lag6,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag1,v5_americo_neto_lag5,v5_delitos_neto_lag5,sentimiento_medios_lag5,v5_delitos_neto_lag6,sentimiento_medios_lag4,v5_prevencion_neto_lag2,v5_alumbrado_neto,v5_vialidad_neto_lag6,v5_basura_neto_lag5,v5_vialidad_neto_lag5,v5_morena_neto_lag2,y_t_aceptacion_digital_lag3,v5_americo_neto_lag1,v5_obras_neto_lag5,v5_prevencion_neto_lag6,v5_basura_neto_lag4,v5_agua_neto_lag5,v5_delitos_neto,y_t_aceptacion_digital_lag6,v5_vialidad_neto_lag3,v5_corrupcion_neto,v5_obras_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag3",1,30,0.09090909090909091
"sentimiento_medios_lag2,v5_prevencion_neto_lag5,v5_agua_neto_lag6,v5_americo_neto_lag5,v5_delitos_neto_lag5,v5_corrupcion_neto_lag1,v5_alumbrado_neto_lag1,sentimiento_medios_lag6,v5_prevencion_neto_lag2,sentimiento_medios_lag4,v5_vialidad_neto_lag6,v5_delitos_neto_lag6,y_t_aceptacion_digital_lag3,v5_morena_neto_lag2,v5_basura_neto_lag5,v5_prevencion_neto_lag6,sentimiento_medios_lag5,v5_delitos_neto,v5_agua_neto_lag5,v5_vialidad_neto_lag5,y_t_aceptacion_digital_lag6,v5_obras_neto_lag3,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag4,v5_basura_neto,v5_basura_neto_lag4,v5_agua_neto_lag4,v5_prevencion_neto,v5_americo_neto_lag2,v5_alumbrado_neto_lag5",1,30,0.09090909090909091
"v5_alumbrado_neto_lag1,v5_alumbrado_neto,sentimiento_medios_lag6,v5_americo_neto_lag3,v5_americo_neto,v5_delitos_neto,v5_prevencion_neto_lag5,v5_obras_neto_lag3,v5_corrupcion_neto_lag1,v5_delitos_neto_lag5,v5_obras_neto_lag5,sentimiento_medios,v5_morena_neto,v5_obras_neto_lag1,v5_basura_neto_lag5,sentimiento_medios_lag1,y_t_aceptacion_digital_lag6,v5_morena_neto_lag2,v5_vialidad_neto_lag5,y_t_aceptacion_digital_lag3,v5_prevencion_neto_lag3,v5_basura_neto_lag4,v5_agua_neto_lag6,sentimiento_medios_lag5,v5_delitos_neto_lag1,v5_americo_neto_lag2,y_t_aceptacion_digital_lag2,v5_obras_neto,v5_corrupcion_neto_lag2,v5_morena_neto_lag6",1,30,0.09090909090909091
"v5_alumbrado_neto,sentimiento_medios_lag6,v5_delitos_neto,v5_americo_neto,v5_prevencion_neto_lag5,v5_corrupcion_neto_lag1,v5_obras_neto_lag3,v5_americo_neto_lag3,v5_delitos_neto_lag5,v5_obras_neto_lag5,v5_morena_neto,v5_alumbrado_neto_lag1,v5_basura_neto_lag5,v5_morena_neto_lag2,y_t_aceptacion_digital_lag6,sentimiento_medios,v5_vialidad_neto_lag5,y_t_aceptacion_digital_lag3,v5_obras_neto_lag1,v5_agua_neto_lag6,v5_delitos_neto_lag1,v5_prevencion_neto_lag3,v5_basura_neto_lag4,sentimiento_medios_lag1,sentimiento_medios_lag5,v5_americo_neto_lag2,sentimiento_medios_lag4,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag4,v5_obras_neto",1,30,0.09090909090909091
"v5_alumbrado_neto,sentimiento_medios_lag6,v5_prevencion_neto_lag5,v5_corrupcion_neto_lag1,v5_americo_neto_lag3,v5_delitos_neto_lag5,v5_morena_neto,v5_alumbrado_neto_lag1,v5_obras_neto_lag5,v5_americo_neto,v5_vialidad_neto_lag5,v5_basura_neto_lag5,y_t_aceptacion_digital_lag3,sentimiento_medios,v5_agua_neto_lag6,v5_obras_neto_lag3,y_t_aceptacion_digital_lag6,v5_delitos_neto,sentimiento_medios_lag5,sentimiento_medios_lag4,v5_obras_neto_lag1,v5_delitos_neto_lag1,v5_basura_neto_lag4,v5_morena_neto_lag2,v5_prevencion_neto_lag3,v5_vialidad_neto_lag4,v5_americo_neto_lag4,v5_corrupcion_neto_lag2,v5_morena_neto_lag6,v5_obras_neto",1,30,0.09090909090909091
"sentimiento_medios_lag6,v5_alumbrado_neto,v5_prevencion_neto_lag5,v5_corrupcion_neto_lag1,v5_morena_neto,v5_americo_neto_lag3,v5_delitos_neto_lag5,v5_alumbrado_neto_lag1,v5_americo_neto,v5_obras_neto_lag5,v5_obras_neto_lag3,v5_basura_neto_lag5,v5_vialidad_neto_lag5,v5_obras_neto_lag1,v5_basura_neto_lag4,y_t_aceptacion_digital_lag6,v5_prevencion_neto_lag3,v5_agua_neto_lag6,v5_vialidad_neto_lag4,v5_prevencion_neto_lag1,y_t_aceptacion_digital_lag3,v5_americo_neto_lag4,sentimiento_medios_lag5,v5_basura_neto_lag1,v5_morena_neto_lag6,v5_morena_neto_lag2,sentimiento_medios_lag1,y_t_aceptacion_digital_lag4,v5_corrupcion_neto_lag2,v5_obras_neto",1,30,0.09090909090909091
"v5_prevencion_neto_lag5,v5_corrupcion_neto_lag1,v5_alumbrado_neto,v5_morena_neto,v5_delitos_neto_lag5,v5_americo_neto_lag3,sentimiento_medios_lag6,v5_americo_neto,v5_basura_neto_lag5,v5_obras_neto_lag3,y_t_aceptacion_digital_lag6,v5_vialidad_neto_lag5,v5_basura_neto_lag4,v5_alumbrado_neto_lag1,v5_corrupcion_neto,v5_americo_neto_lag6,v5_vialidad_neto_lag4,y_t_aceptacion_digital_lag4,v5_basura_neto_lag1,v5_obras_neto_lag1,y_t_aceptacion_digital_lag3,v5_agua_neto_lag6,v5_americo_neto_lag2,y_t_aceptacion_digital_lag2,v5_morena_neto_lag6,v5_delitos_neto_lag1,v5_prevencion_neto_lag3,v5_morena_neto_lag4,v5_obras_neto,v5_delitos_neto_lag2",1,30,0.09090909090909091
"v5_prevencion_neto_lag5,v5_alumbrado_neto,v5_morena_neto,v5_delitos_neto_lag5,v5_corrupcion_neto_lag1,v5_americo_neto,v5_americo_neto_lag3,sentimiento_medios_lag6,v5_basura_neto_lag5,y_t_aceptacion_digital_lag6,v5_obras_neto_lag3,v5_vialidad_neto_lag5,v5_basura_neto_lag4,v5_alumbrado_neto_lag1,v5_corrupcion_neto,v5_americo_neto_lag6,y_t_aceptacion_digital_lag4,v5_vialidad_neto_lag4,v5_obras_neto_lag1,v5_basura_neto_lag1,v5_agua_neto_lag6,v5_americo_neto_lag2,v5_morena_neto_lag6,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,v5_prevencion_neto_lag3,v5_obras_neto,v5_corrupcion_neto_lag5,v5_morena_neto_lag4,v5_delitos_neto_lag1",1,30,0.09090909090909091
"v5_alumbrado_neto,v5_prevencion_neto_lag5,sentimiento_medios_lag6,v5_americo_neto,v5_corrupcion_neto_lag1,v5_morena_neto,v5_delitos_neto_lag5,v5_obras_neto_lag3,v5_basura_neto_lag5,v5_americo_neto_lag3,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag1,v5_obras_neto_lag1,v5_delitos_neto_lag2,v5_morena_neto_lag4,v5_delitos_neto_lag1,v5_agua_neto_lag6,v5_vialidad_neto_lag5,sentimiento_medios_lag3,v5_corrupcion_neto_lag5,v5_obras_neto,v5_basura_neto_lag4,v5_basura_neto_lag1,sentimiento_medios,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,y_t_aceptacion_digital_lag6,v5_corrupcion_neto,v5_delitos_neto_lag3,v5_agua_neto_lag3",1,30,0.09090909090909091
"v5_alumbrado_neto,sentimiento_medios_lag6,v5_prevencion_neto_lag5,v5_delitos_neto_lag5,v5_corrupcion_neto_lag1,v5_obras_neto_lag3,v5_americo_neto,v5_alumbrado_neto_lag1,v5_morena_neto,v5_basura_neto_lag5,v5_americo_neto_lag3,v5_prevencion_neto_lag3,v5_obras_neto_lag1,v5_agua_neto_lag6,v5_delitos_neto_lag1,v5_morena_neto_lag4,sentimiento_medios_lag3,v5_delitos_neto_lag2,v5_corrupcion_neto_lag5,v5_vialidad_neto_lag5,v5_vialidad_neto_lag4,v5_vialidad_neto_lag3,sentimiento_medios,v5_basura_neto_lag1,v5_delitos_neto_lag3,y_t_aceptacion_digital_lag6,v5_basura_neto_lag4,v5_corrupcion_neto,y_t_aceptacion_digital_lag3,v5_morena_neto_lag3",1,30,0.09090909090909091
