query_index,query,medio,termino,rss_source,article_title,article_url_original,published_at,published_at_raw,source_name,description,retrieved_at,cache_hit_rss
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",https://news.google.com/rss/search?q=%22Monica+Villarreal%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,Mujer del Año 2026 en Tampico: Bertha Ruiz de Guevara se lleva el premio - El Sol de México,https://news.google.com/rss/articles/CBMivgFBVV95cUxQZzJqTVNUTHJiZUpteHJ2WGEzTkRqdl9RSVUzVlBVWnBvRE1OeWVaWUFwQnlTQkJwTW5CVE8xNGhZM3RQamtMeG56Uzh6YzFkY3ozaGdGQnEtazVmcnpUVmFxUmtMSkhFbFVKcnl4X2JTYzBfQmNpUDVNaDJpRVJFYnFvWjMyU09QV3JGcW9sWlo2UFdvd3VxbmVkQll3Z0NIOElpRWpKdWJUOTUwUWppd2M4NS1lRzdOaFJLbV93?oc=5,2026-03-08T08:00:00+00:00,"Sun, 08 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxQZzJqTVNUTHJiZUpteHJ2WGEzTkRqdl9RSVUzVlBVWnBvRE1OeWVaWUFwQnlTQkJwTW5CVE8xNGhZM3RQamtMeG56Uzh6YzFkY3ozaGdGQnEtazVmcnpUVmFxUmtMSkhFbFVKcnl4X2JTYzBfQmNpUDVNaDJpRVJFYnFvWjMyU09QV3JGcW9sWlo2UFdvd3VxbmVkQll3Z0NIOElpRWpKdWJUOTUwUWppd2M4NS1lRzdOaFJLbV93?oc=5"" target=""_blank"">Mujer del Año 2026 en Tampico: Bertha Ruiz de Guevara se lleva el premio</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:06Z,False
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",https://news.google.com/rss/search?q=%22Monica+Villarreal%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,¿Cómo nació la colonia Revolución Verde? Celebran 50 años de su fundación en Tampico - El Sol de México,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRUZTOU9yaVpES1RMbXlEeFQ0OFBkMzZubHVPTWtfc1BBZXJVdGRJV2Rfd2VnMFI1ZnN3Ykl4UGhwSk56U2h6SWhTSjk1Y2ZieUw5dEl5dlNWTnZZWV8xZE5fMEpMeTFWOW84UlRSV2tqSFBFd3ZoOHhMby13M0JKcXJWVkdabVhUNi1YWDdHc0VjYUJSZXJuanJPeGlXOHFPRmQwUjcxYjBOcE1tVkpsWDdJRk9QbFQxQTRwZDR3WGJNRk5ONzBVTnQzMA?oc=5,2026-03-05T08:00:00+00:00,"Thu, 05 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxPRUZTOU9yaVpES1RMbXlEeFQ0OFBkMzZubHVPTWtfc1BBZXJVdGRJV2Rfd2VnMFI1ZnN3Ykl4UGhwSk56U2h6SWhTSjk1Y2ZieUw5dEl5dlNWTnZZWV8xZE5fMEpMeTFWOW84UlRSV2tqSFBFd3ZoOHhMby13M0JKcXJWVkdabVhUNi1YWDdHc0VjYUJSZXJuanJPeGlXOHFPRmQwUjcxYjBOcE1tVkpsWDdJRk9QbFQxQTRwZDR3WGJNRk5ONzBVTnQzMA?oc=5"" target=""_blank"">¿Cómo nació la colonia Revolución Verde? Celebran 50 años de su fundación en Tampico</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:06Z,False
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",https://news.google.com/rss/search?q=%22gobierno+de+tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,"Viernes 6 y sábado 7, toma rutas alternas: avisan cierre de carriles en la avenida Hidalgo en Tampico - El Sol de México",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNZWJUS2NIMFhsa3hkSzVmSG5PMGVybUc4aE9GZ3pjM2h4TDl6SWQzN2JaNnp6bHhVN0FmRlkyMmZSaVN2NDJ3WHVmdTR5Q21fU2VYcDN1bHpVOU1ITjk1dTN1Y2dodE9ZQWVfT2h6MV9ya1NUYmtxMHFmQlVxMmM0N1Qzc0tTVVdXVDNVZkRLTDdleFVmSE5EVGFBT3ZIc2dUejUxUzF6eEFCTExmV0V3SDdEWmVtYm5YRHN5dmVUNnNjb1NQV3FyTDNHd2Q2bmtVOTVUdW5jMEdleVZMNEZITkhB?oc=5,2026-03-06T08:00:00+00:00,"Fri, 06 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi4gFBVV95cUxNZWJUS2NIMFhsa3hkSzVmSG5PMGVybUc4aE9GZ3pjM2h4TDl6SWQzN2JaNnp6bHhVN0FmRlkyMmZSaVN2NDJ3WHVmdTR5Q21fU2VYcDN1bHpVOU1ITjk1dTN1Y2dodE9ZQWVfT2h6MV9ya1NUYmtxMHFmQlVxMmM0N1Qzc0tTVVdXVDNVZkRLTDdleFVmSE5EVGFBT3ZIc2dUejUxUzF6eEFCTExmV0V3SDdEWmVtYm5YRHN5dmVUNnNjb1NQV3FyTDNHd2Q2bmtVOTVUdW5jMEdleVZMNEZITkhB?oc=5"" target=""_blank"">Viernes 6 y sábado 7, toma rutas alternas: avisan cierre de carriles en la avenida Hidalgo en Tampico</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:09Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,“Eran nuestra salvación”: lavaderos de ‘La Fuente’ en Pueblo Viejo cumplen casi dos años sin agua - El Sol de México,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNVHQzdVhYVVVjMHBlakFGN0ZCRjJzcXNlY1B3WkhLWG55TjZUbUEzQTJGVHFaenVjbHZhQVZYdFJsdWVjREhDdVg2V1JwUElvMkRjZURYVUZaSTg5dGRkeF9OS2FsdjdYRVhobGJfSG9oSVJXV3U5U0dhMXZuUDhYc2ZLTzVsWnVzejFISEhRaXlfdERSQkFlTEwtMUlsOUxyNXROWjdUWFVaLTdrQUxmMmVad0lQblF2YWR2R0FtMVlpOGxZRG9RVXZ5b0RHMWE2a2hEOUQ4Tm4?oc=5,2026-03-02T08:00:00+00:00,"Mon, 02 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi2AFBVV95cUxNVHQzdVhYVVVjMHBlakFGN0ZCRjJzcXNlY1B3WkhLWG55TjZUbUEzQTJGVHFaenVjbHZhQVZYdFJsdWVjREhDdVg2V1JwUElvMkRjZURYVUZaSTg5dGRkeF9OS2FsdjdYRVhobGJfSG9oSVJXV3U5U0dhMXZuUDhYc2ZLTzVsWnVzejFISEhRaXlfdERSQkFlTEwtMUlsOUxyNXROWjdUWFVaLTdrQUxmMmVad0lQblF2YWR2R0FtMVlpOGxZRG9RVXZ5b0RHMWE2a2hEOUQ4Tm4?oc=5"" target=""_blank"">“Eran nuestra salvación”: lavaderos de ‘La Fuente’ en Pueblo Viejo cumplen casi dos años sin agua</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,Vivienda vertical en Tampico: piden incrementar la altura de los edificios para enfrentar el alto costo de los terrenos - El Sol de México,https://news.google.com/rss/articles/CBMi-wFBVV95cUxQblZtYnY2bUNPQVhCU29LVjJuZnVzWWhudmNid3M2STJJdVRtTlpVWnI5SWpfSnRMdWk1VV81T3lkZm5LZG9XeG04aUNCQ1VTNzBTZTVsNEpGcEdYVHIyU3dVRWI4cFJrVmJFNy1vMUFUazNYYTdWV3IzVExXOEhIQTFoU3hBTWkyb25mUGdqZkVMaUdTbXZoOE1iVlNrTWU3dHpLYXFra3ZjeFZQQXdZUlp1dm9URkxMZ3VEWE80NFBJbzVqQXFwckRHS1k3cmFTUXp5ckdlcFRiVmcyNEVEMXJNOXZyS3lNOG5EZ05NcThjSWVxVVc4d2F3NA?oc=5,2026-03-03T08:00:00+00:00,"Tue, 03 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi-wFBVV95cUxQblZtYnY2bUNPQVhCU29LVjJuZnVzWWhudmNid3M2STJJdVRtTlpVWnI5SWpfSnRMdWk1VV81T3lkZm5LZG9XeG04aUNCQ1VTNzBTZTVsNEpGcEdYVHIyU3dVRWI4cFJrVmJFNy1vMUFUazNYYTdWV3IzVExXOEhIQTFoU3hBTWkyb25mUGdqZkVMaUdTbXZoOE1iVlNrTWU3dHpLYXFra3ZjeFZQQXdZUlp1dm9URkxMZ3VEWE80NFBJbzVqQXFwckRHS1k3cmFTUXp5ckdlcFRiVmcyNEVEMXJNOXZyS3lNOG5EZ05NcThjSWVxVVc4d2F3NA?oc=5"" target=""_blank"">Vivienda vertical en Tampico: piden incrementar la altura de los edificios para enfrentar el alto costo de los terrenos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,¡Revive la Jaiba Brava! Tampico-Madero vence a Dorados y por fin gana en casa - El Sol de México,https://news.google.com/rss/articles/CBMixgFBVV95cUxNcXA4Nm4tS19Ha3R3dFY2dHY3M2FDT0NqSXM2M3dMV0lsRkVXbVVjdFN0czZrNzN5VVdwS2JWQVBJZlRZdnRMejJkdGxUMlp4ZkpWX2ZNY0FDMHdBNklPQ09MejhGdXZfRkRnV20zb01mMjdLYzVFYVpBYnFvXzRwdlFyZzRoa0JjR0VJVGdWS05lU3BFUVNVU0xrQjBycDVWTWo5aERNMHJIZGxZa0NKVzdXOEJMVldpZjhnSjRfM3REMHdwX3c?oc=5,2026-03-08T08:00:00+00:00,"Sun, 08 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxNcXA4Nm4tS19Ha3R3dFY2dHY3M2FDT0NqSXM2M3dMV0lsRkVXbVVjdFN0czZrNzN5VVdwS2JWQVBJZlRZdnRMejJkdGxUMlp4ZkpWX2ZNY0FDMHdBNklPQ09MejhGdXZfRkRnV20zb01mMjdLYzVFYVpBYnFvXzRwdlFyZzRoa0JjR0VJVGdWS05lU3BFUVNVU0xrQjBycDVWTWo5aERNMHJIZGxZa0NKVzdXOEJMVldpZjhnSjRfM3REMHdwX3c?oc=5"" target=""_blank"">¡Revive la Jaiba Brava! Tampico-Madero vence a Dorados y por fin gana en casa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,Empleos en Tampico: más de 90 empresas ofrecerán sus vacantes este 10 de marzo - El Sol de México,https://news.google.com/rss/articles/CBMixAFBVV95cUxQY25CNDAtbFhwSUVsaHBXdHA2MnFJSWdUWEF2WUNRTTJnemstRUhKRjdOb3BjLW5HU3FmcUtYaHk4bHpVQ0FLVUN1SUJtbVN4c2p2RHI4RlJDcHRfTUVtdnhmSzhaYWNsRC1iMTZURW43bk9GNnM2MnhueG1PcUw4LW41cFdlZlM5SndUMk5TbkoxRHpZQjVURm5yVGEyOHlKZlF6MktlRVhCMjA1Y08wc1dUcTdNZUhCQ3JfLTdjRl9rWlhj?oc=5,2026-03-05T08:00:00+00:00,"Thu, 05 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxQY25CNDAtbFhwSUVsaHBXdHA2MnFJSWdUWEF2WUNRTTJnemstRUhKRjdOb3BjLW5HU3FmcUtYaHk4bHpVQ0FLVUN1SUJtbVN4c2p2RHI4RlJDcHRfTUVtdnhmSzhaYWNsRC1iMTZURW43bk9GNnM2MnhueG1PcUw4LW41cFdlZlM5SndUMk5TbkoxRHpZQjVURm5yVGEyOHlKZlF6MktlRVhCMjA1Y08wc1dUcTdNZUhCQ3JfLTdjRl9rWlhj?oc=5"" target=""_blank"">Empleos en Tampico: más de 90 empresas ofrecerán sus vacantes este 10 de marzo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,Clausuran cuatro ferreterías en Altamira: Coepris intensifica revisiones a estos negocios - El Sol de México,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPbFBxZWxkVEk5bzVRVUxDYl9KZXczdzFoREpGQTJva3pDOWloSENXdkhKU3VZMGN3NzZoYndhTGNXRjRlaUgzaW9adHlFM0hyLWtuSHhyVm1sWWdZOV9JTGVqN1BrUUVoWHpSa3J2M1BYbGppakxVYlRxQ3ZYYlFWVjBmenBPcFdadHdkX28xWjlvY0Z5ODVsUzYtNENiaDlfREdzNDNQc185dDdKcXFvR2xFLU8zNnIxeWNaQW9zeTkxRjdEcW5MLTEwV2lNdnVNck5B?oc=5,2026-03-02T08:00:00+00:00,"Mon, 02 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxPbFBxZWxkVEk5bzVRVUxDYl9KZXczdzFoREpGQTJva3pDOWloSENXdkhKU3VZMGN3NzZoYndhTGNXRjRlaUgzaW9adHlFM0hyLWtuSHhyVm1sWWdZOV9JTGVqN1BrUUVoWHpSa3J2M1BYbGppakxVYlRxQ3ZYYlFWVjBmenBPcFdadHdkX28xWjlvY0Z5ODVsUzYtNENiaDlfREdzNDNQc185dDdKcXFvR2xFLU8zNnIxeWNaQW9zeTkxRjdEcW5MLTEwV2lNdnVNck5B?oc=5"" target=""_blank"">Clausuran cuatro ferreterías en Altamira: Coepris intensifica revisiones a estos negocios</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,¡Por fin! En abril arranca rehabilitación de la Carretera Tampico-Valles: inicia en la Cortadura - El Sol de México,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNVU5TMjVZSEFCNS10VGM2YWhuclI3bjVRVHhtazF4dE1LZVpoT0tqakJubEFYbVhWOWZYbGNBSVlyMHdja3NhSnRaY0J6VE1UaEFvdzdEUTJFVzN5c2VXUllGSzdidGV5a21pWm94MTNuMk9JLUFwMHd5a1lpbFh2Q2ZOaXo5WmxLSlhvekc2ak1iRWZUZm1mMEl0dkExV3ZtTDFpR2pDZU15Tkl2MjZtSTV1aU9DcDd3Y1RFUUhyWEFSTG1ZTm9FZUVjS1lLRVpHZjllMld3YmZ1QQ?oc=5,2026-03-04T08:00:00+00:00,"Wed, 04 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxNVU5TMjVZSEFCNS10VGM2YWhuclI3bjVRVHhtazF4dE1LZVpoT0tqakJubEFYbVhWOWZYbGNBSVlyMHdja3NhSnRaY0J6VE1UaEFvdzdEUTJFVzN5c2VXUllGSzdidGV5a21pWm94MTNuMk9JLUFwMHd5a1lpbFh2Q2ZOaXo5WmxLSlhvekc2ak1iRWZUZm1mMEl0dkExV3ZtTDFpR2pDZU15Tkl2MjZtSTV1aU9DcDd3Y1RFUUhyWEFSTG1ZTm9FZUVjS1lLRVpHZjllMld3YmZ1QQ?oc=5"" target=""_blank"">¡Por fin! En abril arranca rehabilitación de la Carretera Tampico-Valles: inicia en la Cortadura</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-02+before%3A2026-03-08&hl=es-419&gl=MX&ceid=MX:es-419,Jaiba Brava vs Dorados: duelo de urgencias en el Estadio Tamaulipas por la Jornada 9 - El Sol de México,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQR1d6YmNvNGNPTjdqTGpXZ1h6dGR5eDloa1ZGRkg3NWFBeHBPSk5KdUpIX1RycGhuQXI2eG1TazBqNldvTlN3ZE9GbWNQdHdvM05QZmRVTldSTXpFdlMweFNWdXV2TktDVnYydUtEVDlhQXRyaTFVRnlwS0kzTkc3dWVWR2k4el85UURveUJhSU13MjVGYzlOQTBWVmwyVGM2WXFjaG1USUwzb2VTdl9lWkdmWnBWaU16SUJjd1Jid0RXRmJjQ21HR3dQVzlEcDdX?oc=5,2026-03-08T08:00:00+00:00,"Sun, 08 Mar 2026 08:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxQR1d6YmNvNGNPTjdqTGpXZ1h6dGR5eDloa1ZGRkg3NWFBeHBPSk5KdUpIX1RycGhuQXI2eG1TazBqNldvTlN3ZE9GbWNQdHdvM05QZmRVTldSTXpFdlMweFNWdXV2TktDVnYydUtEVDlhQXRyaTFVRnlwS0kzTkc3dWVWR2k4el85UURveUJhSU13MjVGYzlOQTBWVmwyVGM2WXFjaG1USUwzb2VTdl9lWkdmWnBWaU16SUJjd1Jid0RXRmJjQ21HR3dQVzlEcDdX?oc=5"" target=""_blank"">Jaiba Brava vs Dorados: duelo de urgencias en el Estadio Tamaulipas por la Jornada 9</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-11T13:10:13Z,False
