fecha_inicio_semana,fecha,y_current,y_true,y_pred,error,horizonte_sem,run_id,meta_model,n_modelos_base,E1_v5_clean,E5_v4_clean,E3_v2_clean,E7_v3_clean
2025-11-24,2025-11-24,0.1275159595753403,0.3038130765246692,0.10038264765773162,-0.20343042886693757,3,E9_v2_clean,huber,4,0.1245643368357248,0.1246065841883997,0.1251848501988704,0.1771704896122045
2025-12-01,2025-12-01,0.2796059620794268,0.0677012815654136,0.07166699497610934,0.003965713410695737,3,E9_v2_clean,huber,4,0.1428047818170424,0.2104074196110221,0.1661672117278509,-0.1180691054740825
2025-12-08,2025-12-08,0.0821158156091689,0.5836218782012019,0.15326160978129083,-0.4303602684199111,3,E9_v2_clean,huber,4,0.1269793647596497,0.1819667128410995,0.1483202776933223,0.2429774697830408
2025-12-15,2025-12-15,0.3038130765246692,0.1083419780858929,0.038270449356764505,-0.07007152872912839,3,E9_v2_clean,huber,4,0.1331475866537746,0.13912431337686,0.1554260135763409,0.0315325721823885
2025-12-22,2025-12-22,0.06770128156541363,0.0687870202028637,-0.022384176642513437,-0.09117119684537714,3,E9_v2_clean,huber,4,0.1424359338200784,0.1051461243109434,0.1381044619094664,0.0965296239630303
2025-12-29,2025-12-29,0.5836218782012019,0.2454262295855256,0.14343063963265518,-0.10199558995287042,3,E9_v2_clean,huber,4,0.1195127856881802,0.1345822699892855,0.1257642601112685,-0.1027107127256711
2026-01-05,2026-01-05,0.1083419780858929,0.3205651914908854,0.06767867732992577,-0.25288651416095964,3,E9_v2_clean,huber,4,0.13266212011944,0.1171334300422836,0.137316690570339,-0.0013183194221716
2026-01-12,2026-01-12,0.06878702020286374,0.1700074058227992,0.08196950195689458,-0.08803790386590461,3,E9_v2_clean,huber,4,0.1366275786292785,0.1143359556848713,0.1327952156146491,0.1208213489847543
2026-01-19,2026-01-19,0.2454262295855256,-0.0198367240853287,0.08951410846664418,0.10935083255197288,3,E9_v2_clean,huber,4,0.1379630315693514,0.150420381072771,0.1792234184222256,0.1355675364000757
2026-01-26,2026-01-26,0.3205651914908854,0.0960196886446368,0.07850557709706651,-0.01751411154757028,3,E9_v2_clean,huber,4,0.134404489519204,0.1445072739286288,0.1590706671132447,0.0398236956784382
2026-02-02,2026-02-02,0.1700074058227992,0.2772506816416401,0.12788433442296304,-0.14936634721867703,3,E9_v2_clean,huber,4,0.134486016086903,0.1518516881175106,0.1536267325949807,0.2173942467100298
2026-02-09,2026-02-09,-0.01983672408532875,0.2100585882774014,0.11206299251204017,-0.09799559576536122,3,E9_v2_clean,huber,4,0.1372120934889874,0.1728369146669348,0.1909600926783504,0.289906003705591
2026-02-16,2026-02-16,0.09601968864463681,0.0271685648311405,0.14701897693071916,0.11985041209957867,3,E9_v2_clean,huber,4,0.1373137707557484,0.1368588549650707,0.1495478159680312,0.2434954689033261
2026-02-23,2026-02-23,0.2772506816416401,0.1211586643975283,0.10039921512273825,-0.02075944927479005,3,E9_v2_clean,huber,4,0.1363653863443968,0.1300163895250599,0.1611730971089182,0.2412766694937748
2026-03-02,2026-03-02,0.2100585882774014,-0.0054622217770953,0.21179104616315392,0.2172532679402492,3,E9_v2_clean,huber,4,0.1368184435514279,0.1441510648295812,0.1399988060177325,0.491256777492253
2026-03-09,2026-03-09,0.02716856483114054,0.0669147100498927,0.1702020092713012,0.10328729922140849,3,E9_v2_clean,huber,4,0.1328500675531614,0.1698301880105711,0.1520658090912949,0.1491661187931148
2026-03-16,2026-03-16,0.1211586643975283,0.110472470964671,0.1270007969060184,0.0165283259413474,3,E9_v2_clean,huber,4,0.1319308414033772,0.1592168066266096,0.1773405476802898,0.2209376564734429
2026-03-23,2026-03-23,-0.005462221777095377,0.0668779193556926,0.11822013913231749,0.0513422197766249,3,E9_v2_clean,huber,4,0.13120791225488,0.132416566095963,0.1291581888587591,-0.0176703328309551
2026-03-30,2026-03-30,0.06691471004989276,0.042142027416753,0.1144401595571458,0.0722981321403928,3,E9_v2_clean,huber,4,0.1300002396468118,0.139893938568365,0.1474054522380668,0.007517807547359
2026-04-06,2026-04-06,0.110472470964671,0.0732244276596991,0.07968223984383871,0.0064578121841396136,3,E9_v2_clean,huber,4,0.1278020235589485,0.0775995332391057,0.1186421431173494,0.1116688401514296
