fecha_inicio_semana,fecha_referencia,horizonte_sem,y_current,y_true,delta_real,delta_predicho,direction_real,direction_predicha,direction_correcta,run_id_direction_oficial,politica_direccional,run_dir_origen
2026-03-16,2026-03-16,1,0.1211586643975283,-0.0054622217770953,-0.1266208861746236,0.04206476481066419,baja,sube,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-23,2026-03-23,1,-0.0054622217770953,0.0669147100498927,0.072376931826988,0.1887575435232655,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-30,2026-03-30,1,0.0669147100498927,0.110472470964671,0.043557760914778296,0.08758880232826459,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-04-06,2026-04-06,1,0.110472470964671,0.0668779193556926,-0.043594551608978405,-0.002427104574031405,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-04-13,2026-04-13,1,0.0668779193556926,0.042142027416753,-0.024735891938939596,0.09029978068643402,baja,sube,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-04-20,2026-04-20,1,0.042142027416753,0.0732244276596991,0.031082400242946097,0.0596703072474721,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-09-01,2025-09-01,2,0.0328375249929475,0.2441502073228642,0.21131268232991668,0.08651178586258679,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-08,2025-09-08,2,0.0750438311217277,0.0353374615739687,-0.039706369547759,0.0516469649312737,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-15,2025-09-15,2,0.2441502073228642,0.037083177521204,-0.2070670298016602,-0.12035875395370779,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-22,2025-09-22,2,0.0353374615739687,0.0408302409621365,0.0054927793881678,0.08309919514654279,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-29,2025-09-29,2,0.037083177521204,-0.0316621893348031,-0.0687453668560071,0.0811208247910748,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-06,2025-10-06,2,0.0408302409621365,0.1674127209149191,0.1265824799527826,0.0723753438505077,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-13,2025-10-13,2,-0.0316621893348031,0.1348235807179079,0.166485770052711,0.1302820171223706,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-20,2025-10-20,2,0.1674127209149191,0.1706579055696051,0.003245184654686012,-0.052020963270252005,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-27,2025-10-27,2,0.1348235807179079,0.0692562741764683,-0.0655673065414396,-0.0181873316685051,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-03,2025-11-03,2,0.1706579055696051,0.218016998769719,0.04735909320011389,-0.055368529374959105,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-10,2025-11-10,2,0.0692562741764683,0.1275159595753403,0.05825968539887198,0.0493304335352245,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-17,2025-11-17,2,0.218016998769719,0.2796059620794268,0.061588963309707784,-0.0984214814932453,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-24,2025-11-24,2,0.1275159595753403,0.0821158156091689,-0.04540014396617138,-0.004484527000840385,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-01,2025-12-01,2,0.2796059620794268,0.3038130765246692,0.024207114445242428,-0.1563589112961214,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-08,2025-12-08,2,0.0821158156091689,0.0677012815654136,-0.014414534043755298,0.04510239206983309,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-15,2025-12-15,2,0.3038130765246692,0.5836218782012019,0.2798088016765327,-0.1786098123526085,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-22,2025-12-22,2,0.0677012815654136,0.1083419780858929,0.04064069652047929,0.06514965420878568,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-29,2025-12-29,2,0.5836218782012019,0.0687870202028637,-0.5148348579983382,-0.4508690201326874,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-05,2026-01-05,2,0.1083419780858929,0.2454262295855256,0.13708425149963271,0.0004139927645544078,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-12,2026-01-12,2,0.0687870202028637,0.3205651914908854,0.2517781712880217,0.0637076270524739,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-19,2026-01-19,2,0.2454262295855256,0.1700074058227992,-0.0754188237627264,-0.10813826757458259,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-26,2026-01-26,2,0.3205651914908854,-0.0198367240853287,-0.34040191557621413,-0.1819066343905736,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-02,2026-02-02,2,0.1700074058227992,0.0960196886446368,-0.0739877171781624,-0.03508571034769578,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-09,2026-02-09,2,-0.0198367240853287,0.2772506816416401,0.2970874057269688,0.1548348757963877,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-16,2026-02-16,2,0.0960196886446368,0.2100585882774014,0.1140388996327646,0.04095878544140931,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-23,2026-02-23,2,0.2772506816416401,0.0271685648311405,-0.2500821168104996,-0.13913240829408519,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-02,2026-03-02,2,0.2100585882774014,0.1211586643975283,-0.0888999238798731,-0.0725341664479276,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-09,2026-03-09,2,0.0271685648311405,-0.0054622217770953,-0.0326307866082358,0.1098945174959845,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-16,2026-03-16,2,0.1211586643975283,0.0669147100498927,-0.0542439543476356,0.01165300211274821,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-23,2026-03-23,2,-0.0054622217770953,0.110472470964671,0.1159346927417663,0.1383218595155994,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-30,2026-03-30,2,0.0669147100498927,0.0668779193556926,-3.679069420010894e-05,0.06508732073410099,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-04-06,2026-04-06,2,0.110472470964671,0.042142027416753,-0.06833044354791801,0.02001309802492851,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-04-13,2026-04-13,2,0.0668779193556926,0.0732244276596991,0.006346508304006501,0.0610445523146054,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-24,2025-11-24,3,0.1275159595753403,0.3038130765246692,0.17629711694932892,-0.02713331191760869,sube,baja,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-12-01,2025-12-01,3,0.2796059620794268,0.0677012815654136,-0.21190468051401318,-0.2079389671033175,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-12-08,2025-12-08,3,0.0821158156091689,0.5836218782012019,0.501506062592033,0.0711457941721219,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-12-15,2025-12-15,3,0.3038130765246692,0.1083419780858929,-0.1954710984387763,-0.2655426271679047,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-12-22,2025-12-22,3,0.0677012815654136,0.0687870202028637,0.0010857386374500955,-0.090085458207927,sube,baja,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-12-29,2025-12-29,3,0.5836218782012019,0.2454262295855256,-0.3381956486156763,-0.4401912385685468,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-01-05,2026-01-05,3,0.1083419780858929,0.3205651914908854,0.2122232134049925,-0.04066330075596719,sube,baja,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-01-12,2026-01-12,3,0.0687870202028637,0.1700074058227992,0.10122038561993549,0.013182481754030792,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-01-19,2026-01-19,3,0.2454262295855256,-0.0198367240853287,-0.2652629536708543,-0.1559121211188815,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-01-26,2026-01-26,3,0.3205651914908854,0.0960196886446368,-0.22454550284624863,-0.2420596143938189,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-02-02,2026-02-02,3,0.1700074058227992,0.2772506816416401,0.10724327581884088,-0.042123071399836204,sube,baja,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-02-09,2026-02-09,3,-0.0198367240853287,0.2100585882774014,0.2298953123627301,0.1318997165973688,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-02-16,2026-02-16,3,0.0960196886446368,0.0271685648311405,-0.0688511238134963,0.050999288286082314,baja,sube,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-02-23,2026-02-23,3,0.2772506816416401,0.1211586643975283,-0.15609201724411176,-0.17685146651890188,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-02,2026-03-02,3,0.2100585882774014,-0.0054622217770953,-0.2155208100544967,0.001732457885752492,baja,sube,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-09,2026-03-09,3,0.0271685648311405,0.0669147100498927,0.03974614521875221,0.1430334444401607,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-16,2026-03-16,3,0.1211586643975283,0.110472470964671,-0.010686193432857302,0.005842132508490097,baja,sube,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-23,2026-03-23,3,-0.0054622217770953,0.0668779193556926,0.07234014113278789,0.12368236090941269,sube,sube,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-03-30,2026-03-30,3,0.0669147100498927,0.042142027416753,-0.024772682633139705,0.0475254495072531,baja,sube,False,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2026-04-06,2026-04-06,3,0.110472470964671,0.0732244276596991,-0.0372480433049719,-0.030790231120832304,baja,baja,True,E9_v2_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E9_v2_clean_20260609_102940
2025-09-01,2025-09-01,4,0.0328375249929475,0.037083177521204,0.004245652528256497,0.08280309258636889,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-08,2025-09-08,4,0.0750438311217277,0.0408302409621365,-0.0342135901595912,0.0363998269475458,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-15,2025-09-15,4,0.2441502073228642,-0.0316621893348031,-0.27581239665766727,-0.13363137035359868,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-22,2025-09-22,4,0.0353374615739687,0.1674127209149191,0.1320752593409504,0.07178217657483751,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-29,2025-09-29,4,0.037083177521204,0.1348235807179079,0.0977404031967039,0.07192493209736381,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-06,2025-10-06,4,0.0408302409621365,0.1706579055696051,0.1298276646074686,0.0679545862117901,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-13,2025-10-13,4,-0.0316621893348031,0.0692562741764683,0.1009184635112714,0.1413733154836847,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-20,2025-10-20,4,0.1674127209149191,0.218016998769719,0.0506042778547999,-0.0579797686537709,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-27,2025-10-27,4,0.1348235807179079,0.1275159595753403,-0.007307621142567611,-0.022222810551328798,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-03,2025-11-03,4,0.1706579055696051,0.2796059620794268,0.10894805650982167,-0.057951523652729015,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-10,2025-11-10,4,0.0692562741764683,0.0821158156091689,0.0128595414327006,0.046228918367852895,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-17,2025-11-17,4,0.218016998769719,0.3038130765246692,0.08579607775495021,-0.1029233879629213,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-24,2025-11-24,4,0.1275159595753403,0.0677012815654136,-0.05981467800992668,-0.008453948797996491,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-01,2025-12-01,4,0.2796059620794268,0.5836218782012019,0.30401591612177514,-0.16226571208709417,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-08,2025-12-08,4,0.0821158156091689,0.1083419780858929,0.02622616247672399,0.04372530620895769,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-15,2025-12-15,4,0.3038130765246692,0.0687870202028637,-0.2350260563218055,-0.1779207181324654,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-22,2025-12-22,4,0.0677012815654136,0.2454262295855256,0.177724948020112,0.05619296237438659,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-29,2025-12-29,4,0.5836218782012019,0.3205651914908854,-0.2630566867103165,-0.4573258243853936,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-05,2026-01-05,4,0.1083419780858929,0.1700074058227992,0.061665427736906295,0.023446858701967097,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-12,2026-01-12,4,0.0687870202028637,-0.0198367240853287,-0.0886237442881924,0.06270295762137029,baja,sube,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-19,2026-01-19,4,0.2454262295855256,0.0960196886446368,-0.1494065409408888,-0.1162343212264646,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-26,2026-01-26,4,0.3205651914908854,0.2772506816416401,-0.04331450984924534,-0.19295681814681842,baja,baja,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-02,2026-02-02,4,0.1700074058227992,0.2100585882774014,0.04005118245460221,-0.0374270501242302,sube,baja,False,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-09,2026-02-09,4,-0.0198367240853287,0.0271685648311405,0.0470052889164692,0.15282740716803578,sube,sube,True,E1_v5_clean,9-1-9-1,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
