fecha_inicio_semana,y_current,y_true_level,y_true_delta,y_true_cls_id,y_pred_cls_id,y_true_cls_label,y_pred_cls_label,selected_feature_count_cls,selected_features_clf,train_class_ids,train_class_labels,proba_cae,proba_no_cae
2025-09-01,0.0328375249929476,0.0353374615739687,0.0024999365810211005,1,1,no_cae,no_cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag4,v5_delitos_neto_lag1,v5_obras_neto,sentimiento_medios_lag1,v5_prevencion_neto_lag3,v5_basura_neto,v5_delitos_neto_lag3,v5_corrupcion_neto_lag3,v5_morena_neto,sentimiento_medios_lag4,sentimiento_medios_lag3,v5_agua_neto_lag6,v5_alumbrado_neto_lag3,sentimiento_medios,v5_delitos_neto_lag6,v5_morena_neto_lag3,v5_basura_neto_lag4,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag1,y_t_aceptacion_digital_lag6,v5_alumbrado_neto_lag6,y_t_aceptacion_digital_lag1,v5_americo_neto,v5_obras_neto_lag2,v5_vialidad_neto_lag5,v5_obras_neto_lag1,v5_vialidad_neto_lag4","0,1","cae,no_cae",0.003214928402020867,0.9967850715979791
2025-09-08,0.0750438311217277,0.037083177521204,-0.037960653600523704,0,1,cae,no_cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag4,v5_delitos_neto_lag1,v5_obras_neto,sentimiento_medios_lag1,v5_basura_neto,v5_prevencion_neto_lag3,v5_delitos_neto_lag3,v5_corrupcion_neto_lag3,v5_morena_neto,sentimiento_medios_lag4,sentimiento_medios_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_delitos_neto_lag6,v5_alumbrado_neto_lag3,v5_prevencion_neto_lag5,v5_morena_neto_lag3,v5_alumbrado_neto_lag1,y_t_aceptacion_digital_lag6,v5_basura_neto_lag4,v5_americo_neto,y_t_aceptacion_digital_lag1,v5_obras_neto_lag2,v5_alumbrado_neto_lag6,v5_vialidad_neto_lag5,v5_vialidad_neto_lag4,v5_obras_neto_lag1","0,1","cae,no_cae",0.01387808838923743,0.9861219116107626
2025-09-15,0.244150207322864,0.0408302409621366,-0.20331996636072738,0,0,cae,cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_alumbrado_neto_lag2,v5_delitos_neto_lag1,v5_obras_neto,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto,v5_prevencion_neto_lag3,v5_delitos_neto_lag3,v5_corrupcion_neto_lag3,v5_morena_neto,sentimiento_medios_lag4,sentimiento_medios_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_delitos_neto_lag6,v5_alumbrado_neto_lag3,v5_morena_neto_lag3,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag1,y_t_aceptacion_digital_lag6,v5_americo_neto,v5_obras_neto_lag2,v5_vialidad_neto_lag5,v5_alumbrado_neto_lag6,y_t_aceptacion_digital_lag1,v5_obras_neto_lag1,v5_obras_neto_lag6,v5_obras_neto_lag3","0,1","cae,no_cae",0.9957417528682205,0.00425824713177947
2025-09-22,0.0353374615739687,-0.0316621893348032,-0.0669996509087719,0,0,cae,cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_alumbrado_neto_lag2,v5_obras_neto,v5_delitos_neto_lag1,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto,v5_morena_neto,v5_prevencion_neto_lag3,v5_delitos_neto_lag3,v5_corrupcion_neto_lag3,sentimiento_medios_lag4,sentimiento_medios,v5_agua_neto_lag6,sentimiento_medios_lag3,v5_vialidad_neto_lag5,v5_alumbrado_neto_lag3,v5_delitos_neto_lag6,v5_obras_neto_lag1,v5_americo_neto,v5_obras_neto_lag6,v5_obras_neto_lag3,v5_prevencion_neto_lag6,v5_morena_neto_lag3,v5_obras_neto_lag2,v5_prevencion_neto,v5_alumbrado_neto_lag6,y_t_aceptacion_digital_lag1,v5_vialidad_neto_lag1","0,1","cae,no_cae",0.9665175209507406,0.033482479049259405
2025-09-29,0.037083177521204,0.167412720914919,0.130329543393715,1,0,no_cae,cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto,v5_delitos_neto_lag1,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_prevencion_neto_lag3,v5_morena_neto,v5_basura_neto,v5_delitos_neto_lag3,v5_corrupcion_neto_lag3,sentimiento_medios_lag4,sentimiento_medios,v5_agua_neto_lag6,sentimiento_medios_lag3,v5_vialidad_neto_lag5,v5_alumbrado_neto_lag3,v5_delitos_neto_lag6,v5_obras_neto_lag1,v5_americo_neto,v5_prevencion_neto_lag6,v5_obras_neto_lag2,v5_morena_neto_lag3,v5_prevencion_neto,v5_obras_neto_lag3,v5_obras_neto_lag6,y_t_aceptacion_digital_lag1,v5_basura_neto_lag3,v5_vialidad_neto_lag1","0,1","cae,no_cae",0.7888068396155596,0.21119316038444036
2025-10-06,0.0408302409621366,0.134823580717908,0.0939933397557714,1,1,no_cae,no_cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_alumbrado_neto_lag2,v5_delitos_neto_lag1,v5_obras_neto,sentimiento_medios_lag1,v5_prevencion_neto_lag4,v5_prevencion_neto_lag3,v5_basura_neto,v5_morena_neto,v5_delitos_neto_lag3,sentimiento_medios_lag4,v5_agua_neto_lag6,v5_corrupcion_neto_lag3,sentimiento_medios_lag3,sentimiento_medios,v5_vialidad_neto_lag5,v5_alumbrado_neto_lag3,v5_delitos_neto_lag6,v5_obras_neto_lag1,v5_americo_neto,v5_obras_neto_lag2,y_t_aceptacion_digital_lag1,v5_obras_neto_lag6,v5_prevencion_neto_lag6,v5_prevencion_neto,v5_morena_neto_lag3,v5_morena_neto_lag2,v5_vialidad_neto_lag3,y_t_aceptacion_digital_lag6","0,1","cae,no_cae",0.044520418412747786,0.9554795815872522
2025-10-13,-0.0316621893348032,0.170657905569605,0.2023200949044082,1,0,no_cae,cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_alumbrado_neto_lag2,v5_delitos_neto_lag1,v5_obras_neto,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto,v5_prevencion_neto_lag3,v5_delitos_neto_lag3,v5_morena_neto,sentimiento_medios_lag4,v5_corrupcion_neto_lag3,sentimiento_medios_lag3,v5_agua_neto_lag6,v5_vialidad_neto_lag5,v5_alumbrado_neto_lag3,sentimiento_medios,v5_obras_neto_lag1,v5_delitos_neto_lag6,v5_americo_neto,v5_obras_neto_lag2,y_t_aceptacion_digital_lag1,v5_morena_neto_lag3,v5_prevencion_neto_lag6,v5_obras_neto_lag6,y_t_aceptacion_digital_lag4,v5_obras_neto_lag3,v5_morena_neto_lag2,v5_corrupcion_neto_lag2","0,1","cae,no_cae",0.8649856956939865,0.1350143043060135
2025-10-20,0.167412720914919,0.0692562741764684,-0.09815644673845059,0,0,cae,cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto,v5_alumbrado_neto_lag2,v5_delitos_neto_lag1,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto,v5_delitos_neto_lag3,v5_morena_neto,sentimiento_medios_lag4,v5_prevencion_neto_lag3,sentimiento_medios_lag3,v5_corrupcion_neto_lag3,v5_agua_neto_lag6,v5_alumbrado_neto_lag3,v5_vialidad_neto_lag5,sentimiento_medios,v5_obras_neto_lag2,v5_delitos_neto_lag6,v5_americo_neto,y_t_aceptacion_digital_lag1,v5_obras_neto_lag1,v5_vialidad_neto_lag3,v5_prevencion_neto_lag6,v5_basura_neto_lag3,v5_obras_neto_lag6,v5_obras_neto_lag3,v5_morena_neto_lag2,v5_prevencion_neto_lag1","0,1","cae,no_cae",0.9052283524861523,0.09477164751384771
2025-10-27,0.134823580717908,0.218016998769719,0.08319341805181099,1,0,no_cae,cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto,v5_alumbrado_neto_lag2,v5_delitos_neto_lag1,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto,v5_morena_neto,v5_delitos_neto_lag3,v5_prevencion_neto_lag3,sentimiento_medios_lag4,v5_corrupcion_neto_lag3,sentimiento_medios_lag3,v5_alumbrado_neto_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_vialidad_neto_lag5,v5_obras_neto_lag2,v5_americo_neto,v5_delitos_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag6,v5_prevencion_neto_lag6,y_t_aceptacion_digital_lag1,v5_vialidad_neto_lag3,v5_basura_neto_lag3,v5_morena_neto_lag4,v5_corrupcion_neto_lag5,v5_prevencion_neto_lag1","0,1","cae,no_cae",0.9250806840329728,0.07491931596702717
2025-11-03,0.170657905569605,0.12751595957534,-0.04314194599426499,0,1,cae,no_cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_alumbrado_neto_lag2,v5_obras_neto,v5_prevencion_neto_lag4,v5_basura_neto,sentimiento_medios_lag1,v5_delitos_neto_lag3,v5_morena_neto,sentimiento_medios_lag4,v5_prevencion_neto_lag3,sentimiento_medios_lag3,v5_corrupcion_neto_lag3,v5_alumbrado_neto_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_obras_neto_lag2,v5_obras_neto_lag1,v5_vialidad_neto_lag5,v5_delitos_neto_lag6,v5_americo_neto,v5_prevencion_neto_lag6,v5_obras_neto_lag6,v5_vialidad_neto_lag3,y_t_aceptacion_digital_lag1,v5_morena_neto_lag4,v5_basura_neto_lag3,v5_agua_neto_lag3,v5_morena_neto_lag3","0,1","cae,no_cae",0.1666030437458479,0.8333969562541521
2025-11-10,0.0692562741764684,0.279605962079427,0.2103496879029586,1,1,no_cae,no_cae,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_alumbrado_neto_lag2,v5_obras_neto,v5_prevencion_neto_lag4,v5_basura_neto,sentimiento_medios_lag1,v5_morena_neto,v5_delitos_neto_lag3,sentimiento_medios_lag4,v5_prevencion_neto_lag3,v5_corrupcion_neto_lag3,sentimiento_medios_lag3,v5_alumbrado_neto_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_obras_neto_lag2,v5_vialidad_neto_lag5,v5_delitos_neto_lag6,v5_obras_neto_lag1,v5_americo_neto,v5_prevencion_neto_lag6,v5_vialidad_neto_lag3,v5_obras_neto_lag6,y_t_aceptacion_digital_lag1,v5_basura_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag3,v5_corrupcion_neto_lag5","0,1","cae,no_cae",0.07375561444971757,0.9262443855502824
