Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-25 since:2025-06-24&src=typed_query,Numeralia Mx ☘️,https://x.com/adanmartinezt,adanmartinezt,False,2025-06-24 14:26:22+00:00,False,"@RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @chazarordz @dect1608 @papapirupo @robertsranduks @nombre_33 @AlemanPatto @El_Compa_Marco @MennyValdz @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @VictorTello73 @TampicoGob @pacopetes @Paco_cuellarC @gobtam Mientras tanto,,,",1937517659601666363,https://x.com/adanmartinezt/status/1937517659601666363,0,0,1,80,0,,True,RedRojaMx,https://x.com/RedRojaMx,El Tio Gamborimbo,RedRojaMx,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,Tampicosos 🌶️🔥,https://x.com/TampicososTV,TampicososTV,False,2025-06-25 02:23:58+00:00,False,"Salieron baches en los topes de @MonicaVTampico, problema sobre problema.",1937698249487651088,https://x.com/TampicososTV/status/1937698249487651088,0,0,1,276,0,https://pbs.twimg.com/media/GuQWSSzWUAA7kmt.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,Vox Populi Noticias,https://x.com/VoxPopuliNoti,VoxPopuliNoti,True,2025-06-25 03:34:26+00:00,False,"Encabeza Mónica Villarreal, reunión del Consejo Municipal de Protección Civil en Tampico Presidenta de Tampico coordina acciones tras lluvias junto a autoridades de los tres niveles de gobierno https://voxpopulinoticias.com.mx/2025/06/monica-villarreal-encabeza-reunion-por-lluvias-en-tampico/ #Tampico #Tamaulipas @MonicaVTampico",1937715984279724073,https://x.com/VoxPopuliNoti/status/1937715984279724073,0,0,0,175,0,https://pbs.twimg.com/media/GuQmQEIXYAAs1Pt.jpg;https://pbs.twimg.com/media/GuQmTUWWIAAplBG.jpg;https://pbs.twimg.com/media/GuQmTUaXAAAjq0n.jpg;https://pbs.twimg.com/media/GuQmTUbWIAAaBP9.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,LIC. CHAZARO RDZ.,https://x.com/chazarordz,chazarordz,False,2025-06-25 04:11:17+00:00,False,"@RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @papapirupo @robertsranduks @nombre_33 @adanmartinezt @AlemanPatto @El_Compa_Marco @MennyValdz @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @VictorTello73 @TampicoGob La gran @MennyValdz c mete al tema q involucra a @DamasoAnayaUAT el cual en lugar de ir tras exrector MemoMendoza o la ChuladaGuerra, prefiere irse Vs la amiga cercana del viejo Batarse a quien con otra #escort tumbaron d la @UAT_mx #Tamaulipas #CdVictoria https://x.com/MennyValdz/status/1937706165951168961?t=dJC4iG_wL77YJ8B0WYVKiA&s=19",1937725256833138790,https://x.com/chazarordz/status/1937725256833138790,2,1,1,604,0,,True,RedRojaMx,https://x.com/RedRojaMx,El Tio Gamborimbo,RedRojaMx,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,LIC. CHAZARO RDZ.,https://x.com/chazarordz,chazarordz,False,2025-06-25 04:21:43+00:00,False,"@VictorTello73 @RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @papapirupo @robertsranduks @nombre_33 @adanmartinezt @AlemanPatto @El_Compa_Marco @MennyValdz @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @TampicoGob @UAT_mx Mtro @VictorTello73 el tema d fondo esq hicieron mucho ruido y pocas nueces cuando el rector mongol d la UAT anunciaba desde #CdVictoria q irían tras quienes saquearon la UAT y ahora difunden en vídeo a escort del estilo d Valeria Pacort, laq le grabo AL viejo Batarse @MennyValdz",1937727884350648600,https://x.com/chazarordz/status/1937727884350648600,3,0,3,351,0,https://pbs.twimg.com/media/GuQxPfPWoAAcafF.jpg,True,VictorTello73,https://x.com/VictorTello73,Victor Tello,VictorTello73,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,𝕻𝖎𝖗𝖚𝖋𝖎𝖓,https://x.com/papapirupo,papapirupo,False,2025-06-25 04:24:29+00:00,False,"@chazarordz @VictorTello73 @RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @robertsranduks @nombre_33 @adanmartinezt @AlemanPatto @El_Compa_Marco @MennyValdz @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @TampicoGob @UAT_mx Todos sabemos que quien esta detras de chespirito anaya es ameriking cara de puñetin, de donde saca dinero para sus vuelos privados, de la caja chica",1937728579476803864,https://x.com/papapirupo/status/1937728579476803864,1,0,5,126,0,,True,chazarordz,https://x.com/chazarordz,LIC. CHAZARO RDZ.,chazarordz,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,LIC. CHAZARO RDZ.,https://x.com/chazarordz,chazarordz,False,2025-06-25 04:26:33+00:00,False,@papapirupo @VictorTello73 @RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @robertsranduks @nombre_33 @adanmartinezt @AlemanPatto @El_Compa_Marco @MennyValdz @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @TampicoGob Mtro @papapirupo entonces ya tienen el control financiero de UAT y EDUCATAM? BARRIL SIN FONDOS ccp @cancerbero56 @lamerapaipa12,1937729101680263280,https://x.com/chazarordz/status/1937729101680263280,2,0,2,118,0,,True,papapirupo,https://x.com/papapirupo,𝕻𝖎𝖗𝖚𝖋𝖎𝖓,papapirupo,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,𝕻𝖎𝖗𝖚𝖋𝖎𝖓,https://x.com/papapirupo,papapirupo,False,2025-06-25 04:29:27+00:00,False,"@chazarordz @VictorTello73 @RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @robertsranduks @nombre_33 @adanmartinezt @AlemanPatto @El_Compa_Marco @MennyValdz @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @TampicoGob A wevo nomas la cara tiene de puñetas, jajaja quien iba a decir que un wevon bueno para nada iba s lograr cosas tan rapido jajaja o le esta sacando dinero a ladycarbon jajaja el vividor",1937729828398006539,https://x.com/papapirupo/status/1937729828398006539,0,0,4,85,0,,True,chazarordz,https://x.com/chazarordz,LIC. CHAZARO RDZ.,chazarordz,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,Menny ALERTA DE RIESGO,https://x.com/MennyValdz,MennyValdz,False,2025-06-25 11:43:09+00:00,False,@chazarordz @RedRojaMx @MagdaDe86897296 @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @papapirupo @robertsranduks @nombre_33 @adanmartinezt @AlemanPatto @El_Compa_Marco @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @Tamaulipequero1 @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @VictorTello73 @TampicoGob @UAT_mx https://x.com/MennyValdz/status/1778833706288861205,1937838974556319917,https://x.com/MennyValdz/status/1937838974556319917,1,0,2,281,0,,True,chazarordz,https://x.com/chazarordz,LIC. CHAZARO RDZ.,chazarordz,qme,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-26 since:2025-06-25&src=typed_query,el sin nombre 33,https://x.com/nombre_33,nombre_33,False,2025-06-25 15:57:03+00:00,False,"@MagdaDe86897296 @Tamaulipequero1 @MennyValdz @chazarordz @RedRojaMx @DavidIz35122319 @MaraVil88466996 @AssadCony2023 @dect1608 @papapirupo @robertsranduks @adanmartinezt @AlemanPatto @El_Compa_Marco @GildoGarzaMx @DemisSantanas @IsraelTC @carlosctm53 @le_maestre @RCampuzano @chairont @lamerapaipa12 @HumbertoLa83739 @rigobertoher @cancerbero56 @Lic_IsmaelPena @XXequera94239 @TraidoresConAVA @jRomanmtz @alejand48315716 @edizl @JavierMotaV @AsEs69528706 @ZR2_4x4 @Dulcesoledadd @cpflores66 @CodigoMagentaMx @puntorojotamps @VaxTamaulipas @fernandeznorona @Betogranadosmx @jrgomezleal @MakiOrtizD @CambioPress @patinadero @VictorTello73 @TampicoGob @UAT_mx Que dicen que no esta, que anda en la CDMX ""haciendo gestiones"" para quedar bien con @Claudiashein después del pedo en que se metió por lo del IMSS",1937902871963693512,https://x.com/nombre_33/status/1937902871963693512,0,0,1,113,0,,True,MagdaDe86897296,https://x.com/MagdaDe86897296,Magda Delgado,MagdaDe86897296,es,Top
