fecha_inicio_semana,fecha,y_current,y_true,y_pred,error,horizonte_sem,run_id,meta_model,n_modelos_base,best_alpha,E1_v5_clean,E5_v4_clean,E3_v2_clean,E2_v3_clean
2025-11-24,2025-11-24,0.12751595957534,0.279605962079427,0.09233922424681065,-0.18726673783261635,1,E9_smoke_tmp,ridge,4,3.727593720314938,0.1245815440505982,0.1343625421855266,0.1337751353906983,0.2709818460189749
2025-12-01,2025-12-01,0.279605962079427,0.0821158156091689,0.19823778499025885,0.11612196938108994,1,E9_smoke_tmp,ridge,4,3.727593720314938,0.1281855786715495,0.1619367936277556,0.1647646338960042,0.267521381377278
2025-12-08,2025-12-08,0.0821158156091689,0.303813076524669,0.11793570450182793,-0.18587737202284105,1,E9_smoke_tmp,ridge,4,10000.0,0.1276809050036548,0.1352028186838467,0.1458337798905137,0.3519883027384205
2025-12-15,2025-12-15,0.303813076524669,0.0677012815654136,0.13046507375333607,0.06276379218792247,1,E9_smoke_tmp,ridge,4,10000.0,0.1316871584486493,0.1841000495537859,0.185828768915492,0.2186649560061005
2025-12-22,2025-12-22,0.0677012815654136,0.583621878201202,0.12649284584631168,-0.45712903235489033,1,E9_smoke_tmp,ridge,4,10000.0,0.1304825283801017,0.2165322327834641,0.1840573214545543,0.2508292115200075
2025-12-29,2025-12-29,0.583621878201202,0.108341978085893,0.15018733478955987,0.04184535670366686,1,E9_smoke_tmp,ridge,4,3.727593720314938,0.1372261076731769,0.1332093731851107,0.1581388349605072,0.2301338378224099
2026-01-05,2026-01-05,0.108341978085893,0.0687870202028637,0.15072606866774232,0.08193904846487862,1,E9_smoke_tmp,ridge,4,10000.0,0.1360934145043562,0.1055631141531423,0.1384796317683891,0.0978920609217779
2026-01-12,2026-01-12,0.0687870202028637,0.245426229585526,0.09967176876350087,-0.14575446082202514,1,E9_smoke_tmp,ridge,4,3.727593720314938,0.1337344201417731,0.130028999308491,0.1327312959385169,0.0820413174075834
2026-01-19,2026-01-19,0.245426229585526,0.320565191490885,0.08459289723977545,-0.23597229425110958,1,E9_smoke_tmp,ridge,4,3.727593720314938,0.1357515410302169,0.1086459546803412,0.1457894242692017,0.0971083363612578
2026-01-26,2026-01-26,0.320565191490885,0.170007405822799,0.2239911711950032,0.0539837653722042,1,E9_smoke_tmp,ridge,4,3.727593720314938,0.1416467178314856,0.1704459055215684,0.188789393789041,0.231702828473958
2026-02-02,2026-02-02,0.170007405822799,-0.0198367240853288,0.16037643515420172,0.18021315923953052,1,E9_smoke_tmp,ridge,4,10000.0,0.1429977583060304,0.181492329167019,0.1875860167883226,0.1748815479286392
2026-02-09,2026-02-09,-0.0198367240853288,0.0960196886446368,0.1523619980196472,0.056342309375010405,1,E9_smoke_tmp,ridge,4,10000.0,0.1394013945655349,0.158836845895187,0.1757993003873021,0.2164002315893015
2026-02-16,2026-02-16,0.0960196886446368,0.27725068164164,0.15003596547851336,-0.12721471616312666,1,E9_smoke_tmp,ridge,4,10000.0,0.1386440751222623,0.1263855442858358,0.1443936538992199,0.3973374689016526
2026-02-23,2026-02-23,0.27725068164164,0.210058588277401,0.1551881049485596,-0.054870483328841396,1,E9_smoke_tmp,ridge,4,10000.0,0.1400669717692085,0.1934752720062459,0.1675195431879529,0.2195948874849834
