query_index,query,medio,termino,article_title,article_url_resolved,source_domain,status_descarga,extraction_method,article_text_length,cache_hit_article,playwright_used,fallback_used,attempted_methods,error_type,error_detail
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",Mujer del Año 2026 en Tampico: Bertha Ruiz de Guevara se lleva el premio - El Sol de México,https://oem.com.mx/elsoldetampico/gossip/mujer-del-ano-2026-en-tampico-bertha-ruiz-de-guevara-se-lleva-el-premio-28834119,oem.com.mx,downloaded_ok,trafilatura,1081,True,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""","Viernes 6 y sábado 7, toma rutas alternas: avisan cierre de carriles en la avenida Hidalgo en Tampico - El Sol de México",https://oem.com.mx/elsoldetampico/local/viernes-6-y-sabado-7-toma-rutas-alternas-avisan-cierre-de-carriles-en-la-avenida-hidalgo-en-tampico-28820808,oem.com.mx,downloaded_ok,trafilatura,1310,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",“Eran nuestra salvación”: lavaderos de ‘La Fuente’ en Pueblo Viejo cumplen casi dos años sin agua - El Sol de México,https://oem.com.mx/elsoldetampico/local/eran-nuestra-salvacion-lavaderos-de-la-fuente-en-pueblo-viejo-cumplen-casi-dos-anos-sin-agua-28467715,oem.com.mx,downloaded_ok,trafilatura,1703,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Ecosistema emprendedor en Tampico: Wela’ apuesta por la tecnología, el talento local y las empresas de alto impacto - El Sol de México",https://oem.com.mx/elsoldetampico/gossip/ecosistema-emprendedor-en-tampico-wela-apuesta-por-la-tecnologia-el-talento-local-y-las-empresas-de-alto-impacto-28816816,oem.com.mx,downloaded_ok,trafilatura,1364,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Desde Tampico, José Madero sorprende a fans al anunciar su séptimo álbum - El Sol de México",https://oem.com.mx/elsoldetampico/gossip/desde-tampico-jose-madero-sorprende-a-fans-al-anunciar-su-septimo-album-28829137,oem.com.mx,downloaded_ok,trafilatura,1244,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Mujeres y softbol: tamaulipecas brillan en el Alfredo Harp Helú - El Sol de México,https://oem.com.mx/elsoldetampico/deportes/mujeres-beisbol-y-softbol-tamaulipecas-brillan-en-el-alfredo-harp-helu-28851383,oem.com.mx,downloaded_ok,trafilatura,693,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Marely Zubarán: liderazgo que transforma el sector inmobiliario en Tampico - El Sol de México,https://oem.com.mx/elsoldetampico/local/marely-zubaran-liderazgo-que-transforma-el-sector-inmobiliario-en-tampico-28816189,oem.com.mx,downloaded_ok,trafilatura,2862,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Liberándose del alcohol / Un cambio poco a poquito - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/un-cambio-poco-a-poquito-28838305,oem.com.mx,downloaded_ok,trafilatura,1000,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Jaiba Brava vs Dorados: duelo de urgencias en el Estadio Tamaulipas por la Jornada 9 - El Sol de México,https://oem.com.mx/elsoldesinaloa/deportes/jaiba-brava-vs-dorados-duelo-de-urgencias-en-el-estadio-tamaulipas-por-la-jornada-9-28847306,oem.com.mx,downloaded_ok,trafilatura,1791,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Revive la Jaiba Brava! Tampico-Madero vence a Dorados y por fin gana en casa - El Sol de México,https://oem.com.mx/elsoldetampico/deportes/revive-la-jaiba-brava-tampico-madero-vence-a-dorados-y-por-fin-gana-en-casa-28858792,oem.com.mx,downloaded_ok,trafilatura,621,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Motociclista pierde la vida al chocar contra un vehículo compacto en avenida de la Industria - El Sol de México,https://oem.com.mx/elsoldetampico/policiaca/motociclista-pierde-la-vida-al-chocar-contra-un-vehiculo-compacto-en-avenida-de-la-industria-28827556,oem.com.mx,downloaded_ok,trafilatura,1327,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Mujeres ganan terreno en la dirección de facultades de la UAT en Tampico - El Sol de México,https://oem.com.mx/elsoldetampico/local/mujeres-ganan-terreno-en-la-direccion-de-facultades-de-la-uat-en-tampico-28822328,oem.com.mx,downloaded_ok,trafilatura,3737,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",José Madero encantó en Tampico con Sarajevo: así fue su concierto en el sur de Tamaulipas - El Sol de México,https://oem.com.mx/elsoldetampico/gossip/jose-madero-encanto-en-tampico-con-sarajevo-asi-fue-su-concierto-en-el-sur-de-tamaulipas-28822643,oem.com.mx,downloaded_ok,trafilatura,1144,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Ni la tortilla se salva: Profeco sanciona a cuatro tiendas por fallar en normas sanitarias en Tamaulipas - El Sol de México,https://oem.com.mx/elsoldetampico/local/ni-la-tortilla-se-salva-profeco-sanciona-a-cuatro-tiendas-por-fallar-en-normas-sanitarias-en-tamaulipas-28833778,oem.com.mx,downloaded_ok,trafilatura,602,True,False,False,trafilatura,,
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",Mujer del Año 2026 en Tampico: Bertha Ruiz de Guevara se lleva el premio - El Sol de México,https://oem.com.mx/elsoldetampico/gossip/mujer-del-ano-2026-en-tampico-bertha-ruiz-de-guevara-se-lleva-el-premio-28834119,oem.com.mx,downloaded_ok,trafilatura,1081,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Empleos en Tampico: más de 90 empresas ofrecerán sus vacantes este 10 de marzo - El Sol de México,https://oem.com.mx/elsoldetampico/local/empleos-en-tampico-mas-de-90-empresas-ofreceran-sus-vacantes-este-10-de-marzo-28799259,oem.com.mx,downloaded_ok,trafilatura,1500,False,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""","Viernes 6 y sábado 7, toma rutas alternas: avisan cierre de carriles en la avenida Hidalgo en Tampico - El Sol de México",https://oem.com.mx/elsoldetampico/local/viernes-6-y-sabado-7-toma-rutas-alternas-avisan-cierre-de-carriles-en-la-avenida-hidalgo-en-tampico-28820808,oem.com.mx,downloaded_ok,trafilatura,1310,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Gryta.com, Fylosofía en expresión / La traición silenciosa - El Sol de México",https://oem.com.mx/elsoldetampico/analisis/gryta-com-fylosofia-en-expresion-la-traicion-silenciosa-28819141,oem.com.mx,downloaded_ok,trafilatura,1032,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Clausuran cuatro ferreterías en Altamira: Coepris intensifica revisiones a estos negocios - El Sol de México,https://oem.com.mx/elsoldetampico/local/clausuran-cuatro-ferreterias-en-altamira-coepris-intensifica-revisiones-a-estos-negocios-28745248,oem.com.mx,downloaded_ok,trafilatura,1360,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Vivienda vertical en Tampico: piden incrementar la altura de los edificios para enfrentar el alto costo de los terrenos - El Sol de México,https://oem.com.mx/elsoldetampico/local/vivienda-vertical-en-tampico-piden-incrementar-la-altura-de-los-edificios-para-enfrentar-el-alto-costo-de-los-terrenos-28760971,oem.com.mx,downloaded_ok,trafilatura,1120,False,False,False,trafilatura,,
