query_index,query,medio,termino,rss_source,article_title,article_url_original,published_at,published_at_raw,source_name,description,retrieved_at,cache_hit_rss
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",https://news.google.com/rss/search?q=%22Monica+Villarreal%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,"Pemex tendrá Comisión Consultiva del Petróleo, será encabezada por Cuauhtémoc Cárdenas: Sheinbaum - El Sol de México",https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZThFVk1zQm1fRXpVLXZZSXB1Y2pVOGpUVlp1QUhmbGJkN0o1X09hcEhKUGxua0RQNmU4dTZEenZCTHdBWkVkUUpzd3h2Z1J6TVlSd25SeEdCRzhqQzI4akJEYkVDSjJfYXFINFM0SnFRYmdSWGU3VG95b2JjeFJqZzNSTWpDLXRTVm40U3d2cTAzZFo3bXpKWWlwNU1WX1NRaC1lMlQzdjhCMjNQdklXZzBLc1piNmZmV281azZTNzYwYlk3dkNGOFdJVHllWUlYeE1LTTBQblc?oc=5,2026-03-18T07:00:00+00:00,"Wed, 18 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZThFVk1zQm1fRXpVLXZZSXB1Y2pVOGpUVlp1QUhmbGJkN0o1X09hcEhKUGxua0RQNmU4dTZEenZCTHdBWkVkUUpzd3h2Z1J6TVlSd25SeEdCRzhqQzI4akJEYkVDSjJfYXFINFM0SnFRYmdSWGU3VG95b2JjeFJqZzNSTWpDLXRTVm40U3d2cTAzZFo3bXpKWWlwNU1WX1NRaC1lMlQzdjhCMjNQdklXZzBLc1piNmZmV281azZTNzYwYlk3dkNGOFdJVHllWUlYeE1LTTBQblc?oc=5"" target=""_blank"">Pemex tendrá Comisión Consultiva del Petróleo, será encabezada por Cuauhtémoc Cárdenas: Sheinbaum</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:38Z,False
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",https://news.google.com/rss/search?q=%22gobierno+de+tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,Tampico se reinventa: lanza 10 rutas turísticas para conquistar visitantes - El Sol de México,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWHg4ZUgtdWUzUm4xYWZaaWZiZEUyVUY3VXE1QW5VbjNSUXNuaXkyeFRranl2THRrWmRkeEpZdlVraVIxOFY4ajB1YWxXbHo2bHpXWUhUVFNKazdWMG1LczU4NmRPTml4R0xTNm95NU91OU1tYkViVlNhT1ZobkZnemJJbi1LbFNLcnJCa1JMYUFOOU1lRnRVdHdQdlpzTU80MDJZYk55TUpnbVVXTUVMckdaQ3BfWXFhajQxSGtHbXp6Zw?oc=5,2026-03-21T07:00:00+00:00,"Sat, 21 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWHg4ZUgtdWUzUm4xYWZaaWZiZEUyVUY3VXE1QW5VbjNSUXNuaXkyeFRranl2THRrWmRkeEpZdlVraVIxOFY4ajB1YWxXbHo2bHpXWUhUVFNKazdWMG1LczU4NmRPTml4R0xTNm95NU91OU1tYkViVlNhT1ZobkZnemJJbi1LbFNLcnJCa1JMYUFOOU1lRnRVdHdQdlpzTU80MDJZYk55TUpnbVVXTUVMckdaQ3BfWXFhajQxSGtHbXp6Zw?oc=5"" target=""_blank"">Tampico se reinventa: lanza 10 rutas turísticas para conquistar visitantes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:45Z,False
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",https://news.google.com/rss/search?q=%22gobierno+de+tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,"Si vas por la avenida Hidalgo, ojo, habrá cierre parcial este viernes en Tampico - El Sol de México",https://news.google.com/rss/articles/CBMixgFBVV95cUxOYlo5ZEItdEI3aGE3dTU2a2Rwa3pIY3lXNnNTcDJfbGR5b2xQUm1TbU5ySGNpT2RkMlg3eXk1aXpBN25sdTdQRWNreTMxVEVISjhoR3JjQmlOWkRlYmp4Mnd3LWtrb3lFdVJxOVhJd243aExEMTZlaUVzTFVVLU9ndmk5UGxwUmhOS0dZampwREtEMGRJMFhOUlhpNjMyY1Q0eGszcW8zbE9zejhyNGFDOW1KX01UaGczQUY0MFFIZm10X0Y0QVE?oc=5,2026-03-19T07:00:00+00:00,"Thu, 19 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxOYlo5ZEItdEI3aGE3dTU2a2Rwa3pIY3lXNnNTcDJfbGR5b2xQUm1TbU5ySGNpT2RkMlg3eXk1aXpBN25sdTdQRWNreTMxVEVISjhoR3JjQmlOWkRlYmp4Mnd3LWtrb3lFdVJxOVhJd243aExEMTZlaUVzTFVVLU9ndmk5UGxwUmhOS0dZampwREtEMGRJMFhOUlhpNjMyY1Q0eGszcW8zbE9zejhyNGFDOW1KX01UaGczQUY0MFFIZm10X0Y0QVE?oc=5"" target=""_blank"">Si vas por la avenida Hidalgo, ojo, habrá cierre parcial este viernes en Tampico</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:45Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,¿Qué opinan los turistas de Tampico? Esto dijeron en un video - El Sol de México,https://news.google.com/rss/articles/CBMirwFBVV95cUxPbXhIZkJrbHphTTFMWnRhSHdvenJkMWNIRzlHVzUyRlNxVWhFSVRrRmlKb3lIWnpPQ09PQ2UzX1hKOV9MNGdNRWpQaWwxOFc2R1pCcDBYYWNiLWtiRmhuLTUySE1nLXhUWUZad1pCd0ExaUJpNEhkNm4weTlua2o0QlpKZ3lWeUgyY194U2l5NUZyY0txWWU1SHlJVVNxbnVVMVJMXzM0NkstNy1ncG13?oc=5,2026-03-19T07:00:00+00:00,"Thu, 19 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxPbXhIZkJrbHphTTFMWnRhSHdvenJkMWNIRzlHVzUyRlNxVWhFSVRrRmlKb3lIWnpPQ09PQ2UzX1hKOV9MNGdNRWpQaWwxOFc2R1pCcDBYYWNiLWtiRmhuLTUySE1nLXhUWUZad1pCd0ExaUJpNEhkNm4weTlua2o0QlpKZ3lWeUgyY194U2l5NUZyY0txWWU1SHlJVVNxbnVVMVJMXzM0NkstNy1ncG13?oc=5"" target=""_blank"">¿Qué opinan los turistas de Tampico? Esto dijeron en un video</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,Vivencias / Los cuidadores - El Sol de México,https://news.google.com/rss/articles/CBMidEFVX3lxTE5WeHEwaTVYLXQ4Ny1PR1hScUotTkkwMnIwdzU4T19iWlM5a2phcWtTRE1CZmJrTVV5bExLUU9Gd0dWUzN5TDFXQkJyczQ0Uy1yVUJEX0FWc0tWZ2ZabUFHNFVESFVvRXowUDczQVQtVFB0VmtW?oc=5,2026-03-22T07:00:00+00:00,"Sun, 22 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE5WeHEwaTVYLXQ4Ny1PR1hScUotTkkwMnIwdzU4T19iWlM5a2phcWtTRE1CZmJrTVV5bExLUU9Gd0dWUzN5TDFXQkJyczQ0Uy1yVUJEX0FWc0tWZ2ZabUFHNFVESFVvRXowUDczQVQtVFB0VmtW?oc=5"" target=""_blank"">Vivencias / Los cuidadores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,Flores amarillas: el detalle romántico que puede costar hasta 5 mil pesos en Tampico - El Sol de México,https://news.google.com/rss/articles/CBMizAFBVV95cUxQQTZkTmQxUXVENHVrcmFsbWVjR2x5YkM3b3NMYUNfZ3pPbHFvWnRmUG1neWo1c3liY2lZSUlPVmVsN0pHcDZnbHRwWk80ZERNQXMwU2hNbHlGSlh2SWpBcUxuRzY1LWlmbzYxSDRGR08xaDRMS2hIM0Jnd0t1R09fNXlvNjhtTDJveDA3ZGMzSGVaMXNtTWQ5OHFWSUNWZVM5OGpySFh5QVVxU1QtdkxIOVlpVEswVE5pVnFOc0M4RldBSlllc3NYUWVYZTQ?oc=5,2026-03-21T07:00:00+00:00,"Sat, 21 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxQQTZkTmQxUXVENHVrcmFsbWVjR2x5YkM3b3NMYUNfZ3pPbHFvWnRmUG1neWo1c3liY2lZSUlPVmVsN0pHcDZnbHRwWk80ZERNQXMwU2hNbHlGSlh2SWpBcUxuRzY1LWlmbzYxSDRGR08xaDRMS2hIM0Jnd0t1R09fNXlvNjhtTDJveDA3ZGMzSGVaMXNtTWQ5OHFWSUNWZVM5OGpySFh5QVVxU1QtdkxIOVlpVEswVE5pVnFOc0M4RldBSlllc3NYUWVYZTQ?oc=5"" target=""_blank"">Flores amarillas: el detalle romántico que puede costar hasta 5 mil pesos en Tampico</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,Ruta del Sabor: cómo llegar desde el centro de Tampico a los restaurantes de La Ribera - El Sol de México,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNaW1OWnktS2ZpMGdFUkR3cWFnUlZaX3p5UDFzeDl1dm9XNFlMaUtjSWpoVkpwX3RTa0loX3R0ekY3YjNsSk5JN1FJQnRGeTVLYlBLSXBTU1N6RF9aMnp4VEs3QzNMREozcE9ZZ2xnZDJZU0lfUHVYRHRXelR2U2F1bDhwWTFfcmR5Tm1fZWRrakZmYXQzbkRSZXdJMFA5Y2dPejNxZXo4WVJSRC1sWko3Y0lzMzR2cXpZekxtb2x0ZEhuRl9QVmV5aEhsVXlDMFR5cUE?oc=5,2026-03-21T07:00:00+00:00,"Sat, 21 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxNaW1OWnktS2ZpMGdFUkR3cWFnUlZaX3p5UDFzeDl1dm9XNFlMaUtjSWpoVkpwX3RTa0loX3R0ekY3YjNsSk5JN1FJQnRGeTVLYlBLSXBTU1N6RF9aMnp4VEs3QzNMREozcE9ZZ2xnZDJZU0lfUHVYRHRXelR2U2F1bDhwWTFfcmR5Tm1fZWRrakZmYXQzbkRSZXdJMFA5Y2dPejNxZXo4WVJSRC1sWko3Y0lzMzR2cXpZekxtb2x0ZEhuRl9QVmV5aEhsVXlDMFR5cUE?oc=5"" target=""_blank"">Ruta del Sabor: cómo llegar desde el centro de Tampico a los restaurantes de La Ribera</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,Liberándose del alcohol / El dominio de sí mismo - El Sol de México,https://news.google.com/rss/articles/CBMif0FVX3lxTE1KQXNwVm5vT2JTNFItd2I0cG5PN0pDbktRNjdlWlp6Nlg5TVpERkFoc1dEMFRrN2Z2RFVCdkRIeW1oQ3Jka0dtUnhZWlZsaFl0RnZsemJHX1plYWpJQ3g2TFptZ2NwS29tQTNMcnhBMHZ6X2xHV3oyQ1p0R1FKQTQ?oc=5,2026-03-22T07:00:00+00:00,"Sun, 22 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE1KQXNwVm5vT2JTNFItd2I0cG5PN0pDbktRNjdlWlp6Nlg5TVpERkFoc1dEMFRrN2Z2RFVCdkRIeW1oQ3Jka0dtUnhZWlZsaFl0RnZsemJHX1plYWpJQ3g2TFptZ2NwS29tQTNMcnhBMHZ6X2xHV3oyQ1p0R1FKQTQ?oc=5"" target=""_blank"">Liberándose del alcohol / El dominio de sí mismo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,¿A la playa? El sur de Tamaulipas tendrá sol y clima ideal este domingo - El Sol de México,https://news.google.com/rss/articles/CBMiugFBVV95cUxNVUVfZEpNSVR1MkhyV0dGdnJtSXFMOHpTcHJMSW5LWU05NlN2V1pYdHU2TjVFRHNhWmZva3R2LS1wOXFQVmhPMVJsTTEzZXFEZkhPTjJFdGRXNzlERElZaWVOSFNSVzlsTjMzRGc5TWtTX3hlaVhRa0NDVDA5UUtRNEJLYU1Pc1A3T2xJQW5mbHRES0JHTTlScHo5ZFo1MHBuaDF4YWVmU0VoR0kxMmVlSnYtUTVYRExkTlE?oc=5,2026-03-21T07:00:00+00:00,"Sat, 21 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxNVUVfZEpNSVR1MkhyV0dGdnJtSXFMOHpTcHJMSW5LWU05NlN2V1pYdHU2TjVFRHNhWmZva3R2LS1wOXFQVmhPMVJsTTEzZXFEZkhPTjJFdGRXNzlERElZaWVOSFNSVzlsTjMzRGc5TWtTX3hlaVhRa0NDVDA5UUtRNEJLYU1Pc1A3T2xJQW5mbHRES0JHTTlScHo5ZFo1MHBuaDF4YWVmU0VoR0kxMmVlSnYtUTVYRExkTlE?oc=5"" target=""_blank"">¿A la playa? El sur de Tamaulipas tendrá sol y clima ideal este domingo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",https://news.google.com/rss/search?q=%22tampico%22+site%3Aoem.com.mx+after%3A2026-03-16+before%3A2026-03-22&hl=es-419&gl=MX&ceid=MX:es-419,"Así se vivió el equinoccio en Tampico: buscan atraer prosperidad, salud y buena vibra con ritual único - El Sol de México",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNWXlLQjFHV0piZEpsdmxkNDltMTRtdExreUR1YW1hWWtqMmR2aHk4dlJkb2MxUUpCQ1gzaUxvX3ZSUVJZbjVGTkpfVTE5eHJpWWg3a0lCZ2dDYVcxemRXMnExVkpsQXFvU3NTSmJlS3Q5bDJOWUlkbWx6c1VZOGpQLTNXcmZjdUZGT3VBNlpqRU1KdE1tQ19PNXZkeS1vUm1WYVg3NHJ0OE1ocGFNVUF3VmF4T28yejVFOG9EWkhwdzdvMVRxaEtNZEowSDl1Qlh4T1pQbUJXNEtoSWNJWk9lYVpHcw?oc=5,2026-03-21T07:00:00+00:00,"Sat, 21 Mar 2026 07:00:00 GMT",El Sol de México,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxNWXlLQjFHV0piZEpsdmxkNDltMTRtdExreUR1YW1hWWtqMmR2aHk4dlJkb2MxUUpCQ1gzaUxvX3ZSUVJZbjVGTkpfVTE5eHJpWWg3a0lCZ2dDYVcxemRXMnExVkpsQXFvU3NTSmJlS3Q5bDJOWUlkbWx6c1VZOGpQLTNXcmZjdUZGT3VBNlpqRU1KdE1tQ19PNXZkeS1vUm1WYVg3NHJ0OE1ocGFNVUF3VmF4T28yejVFOG9EWkhwdzdvMVRxaEtNZEowSDl1Qlh4T1pQbUJXNEtoSWNJWk9lYVpHcw?oc=5"" target=""_blank"">Así se vivió el equinoccio en Tampico: buscan atraer prosperidad, salud y buena vibra con ritual único</a>&nbsp;&nbsp;<font color=""#6f6f6f"">El Sol de México</font>",2026-04-05T15:49:57Z,False
