fecha_inicio_semana,fecha,y_current,y_true,y_pred,error,horizonte_sem,run_id,meta_model,n_modelos_base,best_alpha,E1_v5_clean,E5_v4_clean,E2_v3_clean,E7_v3_clean
2025-11-24,2025-11-24,0.12751595957534,0.0821158156091689,0.14020340893859481,0.05808759332942591,2,E9_v1_clean,ridge,4,8.376776400682925,0.1230314325744999,0.1430008039160628,0.3029010841099201,-0.0762840266818515
2025-12-01,2025-12-01,0.279605962079427,0.303813076524669,0.15168744579574536,-0.15212563072892363,2,E9_v1_clean,ridge,4,21.54434690031882,0.1232470507833055,0.139251927857208,0.3279459356506532,0.2957184265207276
2025-12-08,2025-12-08,0.0821158156091689,0.0677012815654136,0.14433041708113264,0.07662913551571904,2,E9_v1_clean,ridge,4,5.2233450742668435,0.1272182076790021,0.2053958137225716,0.1909524856046947,-0.0150957856295363
2025-12-15,2025-12-15,0.303813076524669,0.583621878201202,0.16959415967663444,-0.4140277185245676,2,E9_v1_clean,ridge,4,13.433993325988988,0.1252032641720608,0.1911270626557298,0.2523146729747539,0.2569624857083258
2025-12-22,2025-12-22,0.0677012815654136,0.108341978085893,0.07235544081178324,-0.03598653727410976,2,E9_v1_clean,ridge,4,5.2233450742668435,0.1328509357741993,0.1381458549606611,0.0724209033009054,-0.0383466045984066
2025-12-29,2025-12-29,0.583621878201202,0.0687870202028637,0.054300029910848424,-0.014486990292015278,2,E9_v1_clean,ridge,4,5.2233450742668435,0.1327528580685145,0.0756286845736092,0.0823476974743039,0.0429335316639713
2026-01-05,2026-01-05,0.108341978085893,0.245426229585526,0.13235912887897122,-0.11306710070655479,2,E9_v1_clean,ridge,4,8.376776400682925,0.1087559708504473,0.0965131719383559,-0.005767412841169,0.0290279331692517
2026-01-12,2026-01-12,0.0687870202028637,0.320565191490885,0.13240584063444105,-0.18815935085644397,2,E9_v1_clean,ridge,4,8.376776400682925,0.1324946472553376,0.1351021186247822,0.0382829728984934,0.1209466558318987
2026-01-19,2026-01-19,0.245426229585526,0.170007405822799,0.17514252847104872,0.005135122648249724,2,E9_v1_clean,ridge,4,8.376776400682925,0.1372879620109431,0.1408893033830736,0.1076222863152619,0.1509223372189687
2026-01-26,2026-01-26,0.320565191490885,-0.0198367240853288,0.23359832539798986,0.25343504948331863,2,E9_v1_clean,ridge,4,8.376776400682925,0.1386585571003118,0.1628368229801394,0.2782672828945374,0.2215397179685908
2026-02-02,2026-02-02,0.170007405822799,0.0960196886446368,0.09850779205199418,0.0024881034073573893,2,E9_v1_clean,ridge,4,8.376776400682925,0.1349216954751035,0.1275500996617372,0.1413186049155789,-0.0084640091761185
2026-02-09,2026-02-09,-0.0198367240853288,0.27725068164164,0.17116417050197347,-0.10608651113966655,2,E9_v1_clean,ridge,4,8.376776400682925,0.1349981517110591,0.1220807868988437,0.3012934337497379,0.237861579268701
2026-02-16,2026-02-16,0.0960196886446368,0.210058588277401,0.23278147301621924,0.022722884738818228,2,E9_v1_clean,ridge,4,8.376776400682925,0.1369784740860461,0.1756602433578716,0.2983218906195536,0.2778126590405432
