fecha_inicio_semana,y_true,y_pred_base
2025-09-01,0.244150207322864,0.13359222541473106
2025-09-08,0.0353374615739687,0.1311544984414785
2025-09-15,0.037083177521204,0.09215591129804987
2025-09-22,0.0408302409621366,0.06921164793420208
2025-09-29,-0.0316621893348032,0.06446588950325591
2025-10-06,0.167412720914919,0.054603560915574965
2025-10-13,0.134823580717908,0.0948004600255876
2025-10-20,0.170657905569605,0.06402954467304753
2025-10-27,0.0692562741764684,0.08808748545224271
2025-11-03,0.218016998769719,0.08496691914365695
2025-11-10,0.12751595957534,0.11181657831334499
2025-11-17,0.279605962079427,0.10036582760577689
2025-11-24,0.0821158156091689,0.15425989862873846
2025-12-01,0.303813076524669,0.13925192785720808
2025-12-08,0.0677012815654136,0.20539581372257168
2025-12-15,0.583621878201202,0.182390545570606
2025-12-22,0.108341978085893,0.1381458549606611
2025-12-29,0.0687870202028637,0.07562868457360922
2026-01-05,0.245426229585526,0.09952330821617945
2026-01-12,0.320565191490885,0.13724798455710072
2026-01-19,0.170007405822799,0.11991338822232446
2026-01-26,-0.0198367240853288,0.15648694365502805
2026-02-02,0.0960196886446368,0.12667960568095177
2026-02-09,0.27725068164164,0.12173519593462652
2026-02-16,0.210058588277401,0.17566024335787167
