fecha_inicio_semana,y_true,y_pred_residual
2025-09-01,0.244150207322864,0.06357702462517177
2025-09-08,0.0353374615739687,0.012529100397002592
2025-09-15,0.037083177521204,0.08506790409543213
2025-09-22,0.0408302409621366,-0.27978687191828516
2025-09-29,-0.0316621893348032,-0.07196243630925427
2025-10-06,0.167412720914919,-0.0036856942930523513
2025-10-13,0.134823580717908,-0.04316800002630078
2025-10-20,0.170657905569605,-0.02982568097550644
2025-10-27,0.0692562741764684,-0.040879297628113855
2025-11-03,0.218016998769719,-0.025461256065407428
2025-11-10,0.12751595957534,0.034565903973969934
2025-11-17,0.279605962079427,0.006377915304558572
2025-11-24,0.0821158156091689,-0.03588585482175374
2025-12-01,0.303813076524669,0.0007743039734583236
2025-12-08,0.0677012815654136,0.03235634606464047
2025-12-15,0.583621878201202,-0.05191877457099801
2025-12-22,0.108341978085893,0.01984113026517472
2025-12-29,0.0687870202028637,0.04638201998755956
2026-01-05,0.245426229585526,0.004521387690501276
2026-01-12,0.320565191490885,0.029123975742133296
2026-01-19,0.170007405822799,0.044077032901691626
2026-01-26,-0.0198367240853288,0.04162876842617384
2026-02-02,0.0960196886446368,0.031319285543065276
2026-02-09,0.27725068164164,0.054568964094183214
2026-02-16,0.210058588277401,0.04131780656912946
