fecha_inicio_semana,y_true,y_pred_base
2025-09-01,0.037083177521204,0.11440902659089024
2025-09-08,0.0408302409621366,0.11176216359311772
2025-09-15,-0.0316621893348032,0.1021321998995622
2025-09-22,0.167412720914919,0.11049806943767727
2025-09-29,0.134823580717908,0.14275370943879345
2025-10-06,0.170657905569605,0.08652716616131319
2025-10-13,0.0692562741764684,0.06526236016324768
2025-10-20,0.218016998769719,0.09891222810210616
2025-10-27,0.12751595957534,0.12392152295360133
2025-11-03,0.279605962079427,0.11790784430050319
2025-11-10,0.0821158156091689,0.0916049042878236
2025-11-17,0.303813076524669,0.08491662906014286
2025-11-24,0.0677012815654136,0.12510553570011845
2025-12-01,0.583621878201202,0.0923131252866638
2025-12-08,0.108341978085893,0.13021091600774223
2025-12-15,0.0687870202028637,0.14953506528835536
2025-12-22,0.245426229585526,0.11082129355989678
2025-12-29,0.320565191490885,0.08684315763198247
2026-01-05,0.170007405822799,0.14980252888748058
2026-01-12,-0.0198367240853288,0.15968534574789509
2026-01-19,0.0960196886446368,0.13701787440601668
2026-01-26,0.27725068164164,0.11706509907728202
2026-02-02,0.210058588277401,0.1851532449804622
