fecha_inicio_semana,y_true,y_pred_residual
2025-09-01,0.0750438311217277,-2.0211631255757205
2025-09-08,0.244150207322864,4.4284711813586854
2025-09-15,0.0353374615739687,0.5731575302211612
2025-09-22,0.037083177521204,0.8463065169969701
2025-09-29,0.0408302409621366,-1.4661510134549287
2025-10-06,-0.0316621893348032,-0.0019350400651217542
2025-10-13,0.167412720914919,0.007602950439842271
2025-10-20,0.134823580717908,-0.6935568037781166
2025-10-27,0.170657905569605,-0.03850003535122193
2025-11-03,0.0692562741764684,-0.35134276181571644
2025-11-10,0.218016998769719,-0.2025532935698487
2025-11-17,0.12751595957534,0.320915321172762
2025-11-24,0.279605962079427,-0.06182723787182674
2025-12-01,0.0821158156091689,-0.19923913370672272
2025-12-08,0.303813076524669,-0.38514005651501043
2025-12-15,0.0677012815654136,-0.04405654736124422
2025-12-22,0.583621878201202,-0.24131625448772737
2025-12-29,0.108341978085893,-0.10698742246858599
2026-01-05,0.0687870202028637,-0.33285137232886075
2026-01-12,0.245426229585526,0.2557987637913158
2026-01-19,0.320565191490885,-0.061809885959206126
2026-01-26,0.170007405822799,0.5641532845829982
2026-02-02,-0.0198367240853288,0.2854652528913947
2026-02-09,0.0960196886446368,-0.0022320065294900993
2026-02-16,0.27725068164164,0.07921822854435905
2026-02-23,0.210058588277401,0.10662579615449189
