Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,Kool Man,https://x.com/KoolMetafora,KoolMetafora,False,2024-12-24 07:23:38+00:00,False,"Se llama Valentina Gómez, candidata a congresista por Texas propone ejecuciones públicas para los inmigrantes ilegales. Colombiana de extrema derecha, apoya a Uribe y la parapolitica. El q no quiera ver lo q significa la extrema derecha es cómplice",1871456684805444021,https://x.com/KoolMetafora/status/1871456684805444021,425,1181,3154,350894,208,https://pbs.twimg.com/amplify_video_thumb/1871323819144589312/img/Akr-tdRJHXPWVMcB.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,ꀸꍏꈤꀤ꒒ꍏ 💙🦂🎸🤍,https://x.com/mendocinaaa,mendocinaaa,False,2024-12-24 08:10:35+00:00,False,LUCIANA ES BAUNISSE LPM MADREEEEEEEEEEEE 😭😭😭😭😭😭😭😭😭 LA QUIERO GANADORA A NUESTRA HERMANA,1871468501137039473,https://x.com/mendocinaaa/status/1871468501137039473,5,14,240,5805,25,https://pbs.twimg.com/ext_tw_video_thumb/1871440791119282176/pu/img/dZiKGmkBRrYZ_TAM.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,🔰Guardianes Patrióticos,https://x.com/Patrioticos_RD,Patrioticos_RD,False,2024-12-24 08:21:35+00:00,False,"🚨I PLOMOTERAPIA | Valentina Gómez, candidata basada a congresista por Texas propone ejecuciones públicas para los inmigrantes ilegales que maten o violen a estadounidenses. 🔥 ¿Apoyas? 💥🔫",1871471269478318107,https://x.com/Patrioticos_RD/status/1871471269478318107,100,180,819,39910,53,https://pbs.twimg.com/amplify_video_thumb/1871323819144589312/img/Akr-tdRJHXPWVMcB.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,PERIÓDICO SupreMo 🔴,https://x.com/Diario_Supremo,Diario_Supremo,True,2024-12-24 10:58:10+00:00,False,"⭕️ Un día como hoy, hace 6 años se “cayó” el helicóptero (‘magnicidio’) de la gobernadora de #Puebla, Erika Alonso de Moreno Valle, y su esposo Rafael Moreno Valle, Senador e importante contrapeso del gobierno federal de López Obrador 👉Hoy día se pueden seguir apreciando las obras innovadoras que dejó Moreno Valle cuando fue gobernador de la entidad 👉Ningún otro mandatario las ha podido superar y al contrario, las han destrozado o echado a perder #Cholula #Atlixco #Tehuacán #PAN #México #USA #4T",1871510673261220077,https://x.com/Diario_Supremo/status/1871510673261220077,165,340,1024,97157,52,https://pbs.twimg.com/media/Gfjw8jOXIAAh6ou.jpg;https://pbs.twimg.com/media/Gfjw8jPWQAATzXE.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,Patriota100%🤚🏻🇨🇱,https://x.com/maggieveranista,maggieveranista,True,2024-12-24 11:02:25+00:00,False,"Para la Ministra Antonia Cósmica Orellana, “un gobierno de Republicanos es un retroceso y un peligro para las mujeres”, a esta se le olvida que tenían un violador en La Moneda y ahora está preso? Le faltan palos para el puente 👊🏻",1871511743635309020,https://x.com/maggieveranista/status/1871511743635309020,29,589,1088,9560,3,https://pbs.twimg.com/media/GfjyAnBXAAABZaJ.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,Tamara Idrobo 💜♀︎💚,https://x.com/tamy_idrobo,tamy_idrobo,True,2024-12-24 13:10:16+00:00,False,@lahistoriaec @ATancaM ¡Y jamás lo hará! Esa mujer inepta e incapaz escribió la historia de su sometimiento e intereses personales en la infamia de su vida profesional. Solo deseo que llegue el día que se vaya a su casa a tomar champán y deje de ser autoridad incoherente. ¡Miserable e indolente!,1871543918111990097,https://x.com/tamy_idrobo/status/1871543918111990097,11,67,282,2873,2,,True,lahistoriaec,https://x.com/lahistoriaec,LaHistoria,lahistoriaec,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,み➰たっぴ🐶✨㌠,https://x.com/minutaro_sub,minutaro_sub,False,2024-12-24 13:24:16+00:00,False,みぬたいむ🐶⏱ ̖́- 🎄.*🦌🎅- ̗̀🎁 ̖́-🎄🎁🎅🌟🎅🏻🎄🧣✨🎄🎂☃️🧣🎄🎂☃️🧣 #みぬたいむ,1871547442942103626,https://x.com/minutaro_sub/status/1871547442942103626,23,56,292,3389,0,,False,,,,,ja,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,Alberto Pelaez M,https://x.com/pelaez_alberto,pelaez_alberto,False,2024-12-24 13:34:55+00:00,False,Mónica hace unas mesas y unas cenas navideñas sencillamente espectaculares. Mónica es mi novia desde hace 30 años,1871550121718018211,https://x.com/pelaez_alberto/status/1871550121718018211,46,37,716,31916,11,https://pbs.twimg.com/ext_tw_video_thumb/1871550068970438657/pu/img/xlp5V85NhHWDKW3X.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,MÓNICA RODRÍGUEZ 🐤,https://x.com/MONYRODRIGUEZOF,MONYRODRIGUEZOF,True,2024-12-24 14:02:18+00:00,False,🆘🆘🆘Señores por favor @AnimalesBOG @CarabinerosCol no hay derecho a que este animalito siga allí 😠,1871557013366542586,https://x.com/MONYRODRIGUEZOF/status/1871557013366542586,30,953,984,28803,9,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-25 since:2024-12-24&src=typed_query,Krzysiek,https://x.com/Krzysie09291030,Krzysie09291030,False,2024-12-24 14:09:02+00:00,False,"Valentina Gómez, kandydatka do Kongresu Teksasu 🇺🇲, wyemitowała w X klip, w którym strzela w głowę manekina, po czym komentuje: „To takie proste: publiczne egzekucje dla każdego nielegalnego imigranta, który zgwałci lub zabije Amerykanina”. MAM MÓJ GŁOS , POPIERAM",1871558708167385383,https://x.com/Krzysie09291030/status/1871558708167385383,205,386,6511,426242,371,https://pbs.twimg.com/ext_tw_video_thumb/1871558654257745920/pu/img/UxSLzHR9Rs5WeWm7.jpg,False,,,,,pl,Top
