query_index,query,video_rank,video_id,video_title,channel_title,video_published_at,video_url,comments_extracted,status,error_message
1,presidenta municipal de Tampico,1,TtchTXXvp6w,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,https://www.youtube.com/watch?v=TtchTXXvp6w,101,success,
1,presidenta municipal de Tampico,2,58imy_a2bis,"Esdras Romero, carta fuerte en redes para la alcaldía de Madero, no cierra la puerta a su postulació",Reporte Noreste,2026-03-07T18:10:20Z,https://www.youtube.com/watch?v=58imy_a2bis,0,success,
1,presidenta municipal de Tampico,3,3SJueRUnEro,"Fiesta de XV en Tabasco se vuelve viral; Belinda, J Balvin y Galilea Montijo causan furor",El Universal,2026-03-08T17:35:40Z,https://www.youtube.com/watch?v=3SJueRUnEro,196,success,
1,presidenta municipal de Tampico,4,FJCat2xoBQw,Así fue la millonaria fiesta de XV años en Tabasco,Telesur Yucatán,2026-03-08T17:38:27Z,https://www.youtube.com/watch?v=FJCat2xoBQw,66,success,
2,Presidenta municipal de Tampico,1,TtchTXXvp6w,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,https://www.youtube.com/watch?v=TtchTXXvp6w,101,success,
2,Presidenta municipal de Tampico,2,58imy_a2bis,"Esdras Romero, carta fuerte en redes para la alcaldía de Madero, no cierra la puerta a su postulació",Reporte Noreste,2026-03-07T18:10:20Z,https://www.youtube.com/watch?v=58imy_a2bis,0,success,
2,Presidenta municipal de Tampico,3,3SJueRUnEro,"Fiesta de XV en Tabasco se vuelve viral; Belinda, J Balvin y Galilea Montijo causan furor",El Universal,2026-03-08T17:35:40Z,https://www.youtube.com/watch?v=3SJueRUnEro,196,success,
2,Presidenta municipal de Tampico,4,FJCat2xoBQw,Así fue la millonaria fiesta de XV años en Tabasco,Telesur Yucatán,2026-03-08T17:38:27Z,https://www.youtube.com/watch?v=FJCat2xoBQw,66,success,
3,Gobierno de Tampico,1,3TvCVWO20pM,Cerveza Sol y Cerveza Corona en el Carnaval Tampico 2007.,Tampico de Corazón,2026-03-03T04:55:13Z,https://www.youtube.com/watch?v=3TvCVWO20pM,1,success,
3,Gobierno de Tampico,2,7vGV1u3imyE,"🔴🎉Con baile y pastel, festejaron los 50 años de la colonia Revolución Verde de #Tampico. 🎂💃🏻",El Sol de Tampico,2026-03-05T20:37:31Z,https://www.youtube.com/watch?v=7vGV1u3imyE,0,success,
3,Gobierno de Tampico,3,SNE_l8l7Lbo,"Marcha 8M 2026 en CDMX: Horario, ruta, contingentes y recomendaciones para asistir",El Economista,2026-03-05T22:56:50Z,https://www.youtube.com/watch?v=SNE_l8l7Lbo,17,success,
3,Gobierno de Tampico,4,Ii6oqkkFVNE,🏛️ Congreso de #Tamaulipas respalda laudo laboral en favor del SUTHSA #CiudadMadero📜⚖️,El Sol de Tampico,2026-03-03T01:23:03Z,https://www.youtube.com/watch?v=Ii6oqkkFVNE,0,success,
3,Gobierno de Tampico,5,q3mI5NlOokY,Conferencia de Claudia Sheinbaum hoy miércoles 4 de marzo de 2026,NMás,2026-03-04T15:44:32Z,https://www.youtube.com/watch?v=q3mI5NlOokY,27,success,
3,Gobierno de Tampico,6,mNBVVGVoovc,Hoy Conmemoramos el Día Internacional de la Mujer.,En Concreto Noticias,2026-03-08T13:08:43Z,https://www.youtube.com/watch?v=mNBVVGVoovc,0,success,
3,Gobierno de Tampico,7,yPWtE0m8POM,#Loret. Médicas denuncian violación en hospital de Tamaulipas. #Latinus #InformaciónParaTi,Latinus_us,2026-03-07T14:16:07Z,https://www.youtube.com/watch?v=yPWtE0m8POM,361,success,
3,Gobierno de Tampico,8,L23pQzFJQkU,Quién es quién en los precios | Mañanera del Pueblo | 2 de marzo de 2026,ProfecoTV,2026-03-02T23:35:33Z,https://www.youtube.com/watch?v=L23pQzFJQkU,2,success,
3,Gobierno de Tampico,9,dGaauxgT36o,James Talarico leads Senate race with Jasmine Crockett,FOX 4 Dallas-Fort Worth,2026-03-04T06:19:40Z,https://www.youtube.com/watch?v=dGaauxgT36o,34,success,
3,Gobierno de Tampico,10,MLT6Oas1moM,Claudia Sheinbaum responde a Donald Trump sobre cárteles de México 😲,SDPNoticias,2026-03-07T21:39:44Z,https://www.youtube.com/watch?v=MLT6Oas1moM,236,success,
3,Gobierno de Tampico,11,Cv0i_FPUtuo,PROGRAMA DE INFRAESTRUCTURA CARRETERA ES HISTÓRICO; PRESIDENTA CLAUDIA SHEINBAUM,efecto noticias,2026-03-04T23:46:26Z,https://www.youtube.com/watch?v=Cv0i_FPUtuo,0,success,
3,Gobierno de Tampico,12,tvPe0xiF_WI,"🔴 Claudia Sheinbaum EN VIVO en la Mañanera de HOY, 6 de marzo de 2026 | #LR",La República - LR+,2026-03-06T20:00:48Z,https://www.youtube.com/watch?v=tvPe0xiF_WI,10,success,
3,Gobierno de Tampico,13,dNXHF3XXGxg,Trump elogia a Claudia Sheinbaum durante cumbre “Escudo de las Américas”,Noticias El Debate,2026-03-07T18:11:25Z,https://www.youtube.com/watch?v=dNXHF3XXGxg,33,success,
3,Gobierno de Tampico,14,CSBYGc65woo,La Cruz Roja es necesaria.,ORT Radio,2026-03-05T18:57:01Z,https://www.youtube.com/watch?v=CSBYGc65woo,0,success,
3,Gobierno de Tampico,15,E9LsHwI_1q0,PUEBLA SE PROYECTA INTERNACIONALMENTE CON COPA MUNDIAL DE TIRO CON ARCO | #g3rnoticias #noticias,G3 Radio Noticias,2026-03-03T01:42:53Z,https://www.youtube.com/watch?v=E9LsHwI_1q0,0,success,
3,Gobierno de Tampico,16,ICTN9HH56R4,PAN; renovarse o morir.,ORT Radio,2026-03-04T18:36:37Z,https://www.youtube.com/watch?v=ICTN9HH56R4,0,success,
3,Gobierno de Tampico,17,2K4aaBuVCFs,Programa de Infraestructura Carretera es histórico con inversión pública y mixta de 397 mil 46 mdp,Claudia Sheinbaum Pardo,2026-03-04T15:45:30Z,https://www.youtube.com/watch?v=2K4aaBuVCFs,509,success,
3,Gobierno de Tampico,18,1jFUSIWDqUs,"Mañanera de Claudia Sheinbaum, 4 de marzo de 2026 | EN VIVO",EXCELSIOR,2026-03-04T15:47:55Z,https://www.youtube.com/watch?v=1jFUSIWDqUs,22,success,
3,Gobierno de Tampico,19,UbR75fxbtRU,Corte informativo en #ORTNoticias | 06 de Marzo del 2026,ORT Radio,2026-03-06T14:40:29Z,https://www.youtube.com/watch?v=UbR75fxbtRU,0,success,
3,Gobierno de Tampico,20,U6kSANzeA_w,¿Por qué Tamaulipas se inunda tanto?,Badabun,2026-03-07T23:15:01Z,https://www.youtube.com/watch?v=U6kSANzeA_w,2,success,
3,Gobierno de Tampico,21,3I-X9-g55Ec,James Talarico wins Senate Democratic nomination,Associated Press,2026-03-04T13:30:06Z,https://www.youtube.com/watch?v=3I-X9-g55Ec,42,success,
3,Gobierno de Tampico,22,qGgFrYVIg3w,🔴 #ElPuntoEs Morena Tamaulipas lee la cartilla a candidateables para el 2027,Daisy Herrera (Daisy Herrera),2026-03-03T08:49:01Z,https://www.youtube.com/watch?v=qGgFrYVIg3w,0,warning,"The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."
3,Gobierno de Tampico,23,t1RNd3D-VJQ,Yessica Aupart MEDICION DE FEBRERO A ALCALDES DE TAMAULIPAS  #trending #viral #viralvideo #trend,SessionLive,2026-03-02T21:00:06Z,https://www.youtube.com/watch?v=t1RNd3D-VJQ,0,success,
3,Gobierno de Tampico,24,ARLYOd02C7Q,Corte informativo en #ORTNoticias | 04 de Marzo del 2026,ORT Radio,2026-03-04T15:14:01Z,https://www.youtube.com/watch?v=ARLYOd02C7Q,1,success,
3,Gobierno de Tampico,25,jeX9p-HAh-4,🇲🇽 Carranza y Madero: una alianza que cambió la Revolución #historiademéxico #historia,Chegabo ,2026-03-02T14:55:39Z,https://www.youtube.com/watch?v=jeX9p-HAh-4,0,success,
3,Gobierno de Tampico,26,4CbP0FvNhGc,"🔴 Platicamos con el Abogado, Juan Jorge Olvera Reyes y Ex magistrado Andrés González Galván 🔴",CityChannelTam,2026-03-08T12:33:18Z,https://www.youtube.com/watch?v=4CbP0FvNhGc,0,success,
3,Gobierno de Tampico,27,PTSba2uUufA,MULTARÁN HASTA por 4 MILLONES de PESOS por VENDER TORTILLAS en HIELERAS o en MOTOS,Tu COSMOPOLIS,2026-03-06T19:31:04Z,https://www.youtube.com/watch?v=PTSba2uUufA,349,success,
3,Gobierno de Tampico,28,mL-khv99t9E,"ALFREDO JALIFE: ""Rusia y China no van a permitir que Irán caiga. Trump ha cometido un gran error""",Negocios TV,2026-03-06T20:31:56Z,https://www.youtube.com/watch?v=mL-khv99t9E,773,success,
3,Gobierno de Tampico,29,MH3sBXM5Zko,🔴 #ElPuntoEs Morena y PRI se confrontan en Tamaulipas por la Reforma Electoral,Daisy Herrera (Daisy Herrera),2026-03-05T09:22:01Z,https://www.youtube.com/watch?v=MH3sBXM5Zko,0,warning,"The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."
3,Gobierno de Tampico,30,ID4aIirFdTk,Operativo de seguridad y nuevas obras: así se transforma Ciudad Valles,emsavalles,2026-03-07T23:46:53Z,https://www.youtube.com/watch?v=ID4aIirFdTk,1,success,
3,Gobierno de Tampico,31,YO_YyqA-FdU,"¡DERRIBAN 2 Hoteles que se APODERARON de una PLAYA en MÉXICO! ""Las Playas son de TODOS",Soy Mexicano,2026-03-06T00:21:27Z,https://www.youtube.com/watch?v=YO_YyqA-FdU,1,success,
4,gobierno de Tampico,1,3TvCVWO20pM,Cerveza Sol y Cerveza Corona en el Carnaval Tampico 2007.,Tampico de Corazón,2026-03-03T04:55:13Z,https://www.youtube.com/watch?v=3TvCVWO20pM,1,success,
4,gobierno de Tampico,2,7vGV1u3imyE,"🔴🎉Con baile y pastel, festejaron los 50 años de la colonia Revolución Verde de #Tampico. 🎂💃🏻",El Sol de Tampico,2026-03-05T20:37:31Z,https://www.youtube.com/watch?v=7vGV1u3imyE,0,success,
4,gobierno de Tampico,3,SNE_l8l7Lbo,"Marcha 8M 2026 en CDMX: Horario, ruta, contingentes y recomendaciones para asistir",El Economista,2026-03-05T22:56:50Z,https://www.youtube.com/watch?v=SNE_l8l7Lbo,17,success,
4,gobierno de Tampico,4,Ii6oqkkFVNE,🏛️ Congreso de #Tamaulipas respalda laudo laboral en favor del SUTHSA #CiudadMadero📜⚖️,El Sol de Tampico,2026-03-03T01:23:03Z,https://www.youtube.com/watch?v=Ii6oqkkFVNE,0,success,
4,gobierno de Tampico,5,q3mI5NlOokY,Conferencia de Claudia Sheinbaum hoy miércoles 4 de marzo de 2026,NMás,2026-03-04T15:44:32Z,https://www.youtube.com/watch?v=q3mI5NlOokY,27,success,
4,gobierno de Tampico,6,yPWtE0m8POM,#Loret. Médicas denuncian violación en hospital de Tamaulipas. #Latinus #InformaciónParaTi,Latinus_us,2026-03-07T14:16:07Z,https://www.youtube.com/watch?v=yPWtE0m8POM,361,success,
4,gobierno de Tampico,7,mNBVVGVoovc,Hoy Conmemoramos el Día Internacional de la Mujer.,En Concreto Noticias,2026-03-08T13:08:43Z,https://www.youtube.com/watch?v=mNBVVGVoovc,0,success,
4,gobierno de Tampico,8,dGaauxgT36o,James Talarico leads Senate race with Jasmine Crockett,FOX 4 Dallas-Fort Worth,2026-03-04T06:19:40Z,https://www.youtube.com/watch?v=dGaauxgT36o,34,success,
4,gobierno de Tampico,9,L23pQzFJQkU,Quién es quién en los precios | Mañanera del Pueblo | 2 de marzo de 2026,ProfecoTV,2026-03-02T23:35:33Z,https://www.youtube.com/watch?v=L23pQzFJQkU,2,success,
4,gobierno de Tampico,10,MLT6Oas1moM,Claudia Sheinbaum responde a Donald Trump sobre cárteles de México 😲,SDPNoticias,2026-03-07T21:39:44Z,https://www.youtube.com/watch?v=MLT6Oas1moM,236,success,
4,gobierno de Tampico,11,Cv0i_FPUtuo,PROGRAMA DE INFRAESTRUCTURA CARRETERA ES HISTÓRICO; PRESIDENTA CLAUDIA SHEINBAUM,efecto noticias,2026-03-04T23:46:26Z,https://www.youtube.com/watch?v=Cv0i_FPUtuo,0,success,
4,gobierno de Tampico,12,dNXHF3XXGxg,Trump elogia a Claudia Sheinbaum durante cumbre “Escudo de las Américas”,Noticias El Debate,2026-03-07T18:11:25Z,https://www.youtube.com/watch?v=dNXHF3XXGxg,33,success,
4,gobierno de Tampico,13,tvPe0xiF_WI,"🔴 Claudia Sheinbaum EN VIVO en la Mañanera de HOY, 6 de marzo de 2026 | #LR",La República - LR+,2026-03-06T20:00:48Z,https://www.youtube.com/watch?v=tvPe0xiF_WI,10,success,
4,gobierno de Tampico,14,E9LsHwI_1q0,PUEBLA SE PROYECTA INTERNACIONALMENTE CON COPA MUNDIAL DE TIRO CON ARCO | #g3rnoticias #noticias,G3 Radio Noticias,2026-03-03T01:42:53Z,https://www.youtube.com/watch?v=E9LsHwI_1q0,0,success,
4,gobierno de Tampico,15,CSBYGc65woo,La Cruz Roja es necesaria.,ORT Radio,2026-03-05T18:57:01Z,https://www.youtube.com/watch?v=CSBYGc65woo,0,success,
4,gobierno de Tampico,16,ICTN9HH56R4,PAN; renovarse o morir.,ORT Radio,2026-03-04T18:36:37Z,https://www.youtube.com/watch?v=ICTN9HH56R4,0,success,
4,gobierno de Tampico,17,2K4aaBuVCFs,Programa de Infraestructura Carretera es histórico con inversión pública y mixta de 397 mil 46 mdp,Claudia Sheinbaum Pardo,2026-03-04T15:45:30Z,https://www.youtube.com/watch?v=2K4aaBuVCFs,509,success,
4,gobierno de Tampico,18,1jFUSIWDqUs,"Mañanera de Claudia Sheinbaum, 4 de marzo de 2026 | EN VIVO",EXCELSIOR,2026-03-04T15:47:55Z,https://www.youtube.com/watch?v=1jFUSIWDqUs,22,success,
4,gobierno de Tampico,19,UbR75fxbtRU,Corte informativo en #ORTNoticias | 06 de Marzo del 2026,ORT Radio,2026-03-06T14:40:29Z,https://www.youtube.com/watch?v=UbR75fxbtRU,0,success,
4,gobierno de Tampico,20,U6kSANzeA_w,¿Por qué Tamaulipas se inunda tanto?,Badabun,2026-03-07T23:15:01Z,https://www.youtube.com/watch?v=U6kSANzeA_w,2,success,
4,gobierno de Tampico,21,3I-X9-g55Ec,James Talarico wins Senate Democratic nomination,Associated Press,2026-03-04T13:30:06Z,https://www.youtube.com/watch?v=3I-X9-g55Ec,42,success,
4,gobierno de Tampico,22,qGgFrYVIg3w,🔴 #ElPuntoEs Morena Tamaulipas lee la cartilla a candidateables para el 2027,Daisy Herrera (Daisy Herrera),2026-03-03T08:49:01Z,https://www.youtube.com/watch?v=qGgFrYVIg3w,0,warning,"The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."
4,gobierno de Tampico,23,jeX9p-HAh-4,🇲🇽 Carranza y Madero: una alianza que cambió la Revolución #historiademéxico #historia,Chegabo ,2026-03-02T14:55:39Z,https://www.youtube.com/watch?v=jeX9p-HAh-4,0,success,
4,gobierno de Tampico,24,t1RNd3D-VJQ,Yessica Aupart MEDICION DE FEBRERO A ALCALDES DE TAMAULIPAS  #trending #viral #viralvideo #trend,SessionLive,2026-03-02T21:00:06Z,https://www.youtube.com/watch?v=t1RNd3D-VJQ,0,success,
4,gobierno de Tampico,25,ARLYOd02C7Q,Corte informativo en #ORTNoticias | 04 de Marzo del 2026,ORT Radio,2026-03-04T15:14:01Z,https://www.youtube.com/watch?v=ARLYOd02C7Q,1,success,
4,gobierno de Tampico,26,4CbP0FvNhGc,"🔴 Platicamos con el Abogado, Juan Jorge Olvera Reyes y Ex magistrado Andrés González Galván 🔴",CityChannelTam,2026-03-08T12:33:18Z,https://www.youtube.com/watch?v=4CbP0FvNhGc,0,success,
4,gobierno de Tampico,27,PTSba2uUufA,MULTARÁN HASTA por 4 MILLONES de PESOS por VENDER TORTILLAS en HIELERAS o en MOTOS,Tu COSMOPOLIS,2026-03-06T19:31:04Z,https://www.youtube.com/watch?v=PTSba2uUufA,349,success,
4,gobierno de Tampico,28,mL-khv99t9E,"ALFREDO JALIFE: ""Rusia y China no van a permitir que Irán caiga. Trump ha cometido un gran error""",Negocios TV,2026-03-06T20:31:56Z,https://www.youtube.com/watch?v=mL-khv99t9E,773,success,
4,gobierno de Tampico,29,MH3sBXM5Zko,🔴 #ElPuntoEs Morena y PRI se confrontan en Tamaulipas por la Reforma Electoral,Daisy Herrera (Daisy Herrera),2026-03-05T09:22:01Z,https://www.youtube.com/watch?v=MH3sBXM5Zko,0,warning,"The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."
4,gobierno de Tampico,30,ID4aIirFdTk,Operativo de seguridad y nuevas obras: así se transforma Ciudad Valles,emsavalles,2026-03-07T23:46:53Z,https://www.youtube.com/watch?v=ID4aIirFdTk,1,success,
4,gobierno de Tampico,31,YO_YyqA-FdU,"¡DERRIBAN 2 Hoteles que se APODERARON de una PLAYA en MÉXICO! ""Las Playas son de TODOS",Soy Mexicano,2026-03-06T00:21:27Z,https://www.youtube.com/watch?v=YO_YyqA-FdU,1,success,
