fecha_inicio_semana,y_current,y_true,y_pred,error
2025-08-18,0.0643779113892458,0.244150207322864,0.12180632014858392,-0.12234388717428007
2025-08-25,0.342789901148327,0.0353374615739687,0.12661250272702335,0.09127504115305465
2025-09-01,0.0328375249929476,0.037083177521204,0.12373103156037994,0.08664785403917594
2025-09-08,0.0750438311217277,0.0408302409621366,0.11938361244714638,0.07855337148500977
2025-09-15,0.244150207322864,-0.0316621893348032,0.11807607205256164,0.14973826138736485
2025-09-22,0.0353374615739687,0.167412720914919,0.11533705720098406,-0.05207566371393493
2025-09-29,0.037083177521204,0.134823580717908,0.11658583897954679,-0.01823774173836122
2025-10-06,0.0408302409621366,0.170657905569605,0.11600764357044083,-0.054650261999164174
2025-10-13,-0.0316621893348032,0.0692562741764684,0.11699481333487761,0.04773853915840921
2025-10-20,0.167412720914919,0.218016998769719,0.11594544093807442,-0.10207155783164458
2025-10-27,0.134823580717908,0.12751595957534,0.11870197129671577,-0.008813988278624243
2025-11-03,0.170657905569605,0.279605962079427,0.11852240996754089,-0.16108355211188613
2025-11-10,0.0692562741764684,0.0821158156091689,0.12185299545234453,0.039737179843175624
2025-11-17,0.218016998769719,0.303813076524669,0.12104979261965838,-0.18276328390501062
2025-11-24,0.12751595957534,0.0677012815654136,0.1259116757792895,0.05821039421387589
2025-12-01,0.279605962079427,0.583621878201202,0.12441704235845442,-0.4592048358427476
2025-12-08,0.0821158156091689,0.108341978085893,0.13300728478787335,0.024665306701980347
2025-12-15,0.303813076524669,0.0687870202028637,0.13373881264922508,0.06495179244636137
2025-12-22,0.0677012815654136,0.245426229585526,0.13024023563878123,-0.11518599394674478
2025-12-29,0.583621878201202,0.320565191490885,0.13244249519637133,-0.1881226962945137
2026-01-05,0.108341978085893,0.170007405822799,0.13806657931998545,-0.031940826502813546
2026-01-12,0.0687870202028637,-0.0198367240853288,0.1380448897436726,0.1578816138290014
2026-01-19,0.245426229585526,0.0960196886446368,0.13494026838426984,0.038920579739633046
2026-01-26,0.320565191490885,0.27725068164164,0.13428102459484775,-0.14296965704679226
2026-02-02,0.170007405822799,0.210058588277401,0.1379849641960173,-0.07207362408138371
