fecha_inicio_semana,y_true,y_pred_base
2025-09-01,0.037083177521204,0.20035623143761863
2025-09-08,0.0408302409621366,0.018971291097945528
2025-09-15,-0.0316621893348032,0.11480958654165303
2025-09-22,0.167412720914919,0.10626796108876997
2025-09-29,0.134823580717908,0.12009656199203968
2025-10-06,0.170657905569605,0.07751346923578203
2025-10-13,0.0692562741764684,0.0809035713853203
2025-10-20,0.218016998769719,0.08361861986283287
2025-10-27,0.12751595957534,0.12890013145673032
2025-11-03,0.279605962079427,0.11015438388474608
2025-11-10,0.0821158156091689,0.10464034513248285
2025-11-17,0.303813076524669,0.1095229852434005
2025-11-24,0.0677012815654136,0.12873949351007674
2025-12-01,0.583621878201202,0.106949321299825
2025-12-08,0.108341978085893,0.08443952869083551
2025-12-15,0.0687870202028637,0.1218855043181051
2025-12-22,0.245426229585526,0.10175757948988597
2025-12-29,0.320565191490885,0.07877575447440302
2026-01-05,0.170007405822799,0.20421649706942477
2026-01-12,-0.0198367240853288,0.1485805876534884
2026-01-19,0.0960196886446368,0.16212189927485754
2026-01-26,0.27725068164164,0.10475144443951619
2026-02-02,0.210058588277401,0.22628824740499412
