fecha_inicio_semana,y_true,y_pred_residual
2025-09-01,0.037083177521204,-0.02451342251033755
2025-09-08,0.0408302409621366,-0.0004249946538294677
2025-09-15,-0.0316621893348032,0.0018115975263378829
2025-09-22,0.167412720914919,-0.05703602580541232
2025-09-29,0.134823580717908,-0.02334680197074615
2025-10-06,0.170657905569605,-0.07342058386077521
2025-10-13,0.0692562741764684,0.015835009238377912
2025-10-20,0.218016998769719,-0.019174521954907466
2025-10-27,0.12751595957534,0.008097763684416576
2025-11-03,0.279605962079427,-0.029176821808607555
2025-11-10,0.0821158156091689,0.024734433687936645
2025-11-17,0.303813076524669,-0.009812792078553845
2025-11-24,0.0677012815654136,0.06619155794891254
2025-12-01,0.583621878201202,0.003969478436756893
2025-12-08,0.108341978085893,0.09907782139731308
2025-12-15,0.0687870202028637,0.14950553095075927
2025-12-22,0.245426229585526,0.06767945123236258
2025-12-29,0.320565191490885,0.06480365569769364
2026-01-05,0.170007405822799,0.0213517534203631
2026-01-12,-0.0198367240853288,-0.019501650950869073
2026-01-19,0.0960196886446368,0.06955174728275838
2026-01-26,0.27725068164164,0.06170939757317514
2026-02-02,0.210058588277401,0.22160231707503858
