Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-08 since:2025-10-07&src=typed_query,Erasmo González,https://x.com/erasmoglz,erasmoglz,False,2025-10-07 14:04:30+00:00,False,"Que mejor impulso que convivir con una juventud llena de fuerza y esperanza, éxito a los estudiantes deportistas que participan en el Encuentro Deportivo Nacional @dgetisems #2025 etapa estatal, muchas gracias Presidenta @MonicaVTampico por recibirnos en la ceremonia inaugural.✅",1975562885012333043,https://x.com/erasmoglz/status/1975562885012333043,1,1,4,94,0,https://pbs.twimg.com/media/G2qb9WJXAAAuo7i.jpg;https://pbs.twimg.com/media/G2qb9WMXwAAUavZ.jpg;https://pbs.twimg.com/media/G2qb9WPWUAAgQiJ.jpg;https://pbs.twimg.com/media/G2qb9WOW8AANo9t.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-08 since:2025-10-07&src=typed_query,Roberto Randu,https://x.com/robertsranduks,robertsranduks,False,2025-10-07 14:52:06+00:00,False,"#Tampico Q pena para la Cd Q un medio digital como @MxElefante acuda a cubrir una estafa más de este Gobierno Municipal y Q la actual Alcaldesa @MonicaVTampico siga encubriendo a su ""amiga"" #Alejandra (la llamada indomable o Maseca) #Mexico #TiempoDeMujeres te hacen quedar mal CS",1975574864171049123,https://x.com/robertsranduks/status/1975574864171049123,0,0,0,110,0,https://pbs.twimg.com/media/G2qm3QQWgAAY3bu.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-08 since:2025-10-07&src=typed_query,Tampicosos 🌶️🔥,https://x.com/TampicososTV,TampicososTV,False,2025-10-07 22:20:43+00:00,False,"Dice @MonicaVTampico que las calaveras no son adquiridas por el @TampicoGob, se deslinda, pero que se ven bien bonitas exhibidas 🤣",1975687760242442680,https://x.com/TampicososTV/status/1975687760242442680,3,0,5,538,0,https://pbs.twimg.com/media/G2sNi-ZWgAAH9sa.jpg;https://pbs.twimg.com/media/G2sNi-WXkAAm5S6.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-08 since:2025-10-07&src=typed_query,𝓐𝓵𝓫𝓮𝓻𝓽𝓸😈,https://x.com/AlbertGb1,AlbertGb1,False,2025-10-07 22:33:14+00:00,False,@TampicososTV @MonicaVTampico @TampicoGob Entonces el que las hizo puede ir a recogerlas sin problema 😬,1975690911544668313,https://x.com/AlbertGb1/status/1975690911544668313,0,0,0,31,0,,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-09 since:2025-10-08&src=typed_query,Coordinación Nacional de Protección Civil,https://x.com/CNPC_MX,CNPC_MX,True,2025-10-08 00:20:03+00:00,False,"📌Su objetivo: fortalecer la preparación de refugios temporales, aplicar medidas preventivas e identificar zonas de riesgo por inundaciones, en coordinación con @gobtam, @PCTamaulipas y @TampicoGob. @laualzua @Dr_AVillarreal @HectorCalabazoV",1975717790729331067,https://x.com/CNPC_MX/status/1975717790729331067,0,2,2,1264,0,,True,CNPC_MX,https://x.com/CNPC_MX,Gobierno Tamaulipas,CNPC_MX,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-09 since:2025-10-08&src=typed_query,flaco2,https://x.com/Ancho72,Ancho72,False,2025-10-08 01:31:17+00:00,False,@TampicososTV @MonicaVTampico @TampicoGob que pague la rata 🐀 de Alejandra Hernández salió igual de rato que Mónica VILLARREAL,1975735719332368679,https://x.com/Ancho72/status/1975735719332368679,0,0,0,41,0,,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-09 since:2025-10-08&src=typed_query,flaco2,https://x.com/Ancho72,Ancho72,False,2025-10-08 01:41:32+00:00,False,@TampicososTV @MonicaVTampico @TampicoGob así de fácil Alejandra Hernández ya paga,1975738300544749987,https://x.com/Ancho72/status/1975738300544749987,0,0,0,31,0,https://pbs.twimg.com/media/G2s7gnOWIAAPYQY.jpg,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-09 since:2025-10-08&src=typed_query,Coordinación Nacional de Protección Civil,https://x.com/CNPC_MX,CNPC_MX,True,2025-10-08 02:42:54+00:00,False,"En reunión de trabajo con Protección Civil de @TampicoGob , se acordó instalar, de forma preventiva, un puesto de comando y un equipo de monitoreo permanente para seguimiento de las condiciones meteorológicas derivadas de la zona de #BajaPresión 🌀 en el Golfo de México. Medidas clave: ✅Avisos a la población ✅Recorridos en zonas susceptibles a inundación ✅Supervisión de cárcamos y limpieza de canales y desagües, ✅Identificación de refugios temporales y seguimiento a lluvias puntuales y niveles de ríos",1975753740909957292,https://x.com/CNPC_MX/status/1975753740909957292,0,2,10,1735,0,https://pbs.twimg.com/media/G2tIYuZWoAA2tos.jpg;https://pbs.twimg.com/media/G2tIYudWMAAUw5z.jpg;https://pbs.twimg.com/media/G2tIYubW8AA6q3x.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-09 since:2025-10-08&src=typed_query,😱Noticias🔥Tendencia,https://x.com/TampicoNetwork,TampicoNetwork,False,2025-10-08 19:12:03+00:00,False,"Tampico, Tamaulipas.- Un enorme socavón se formó este miércoles en la avenida Las Torres a la altura de la calle Colombia en la colonia Las Américas, situación que representa un serio riesgo para automovilistas y peatones que transitan por la zona #Tampico @MonicaVTampico INEPTA!",1976002669736010135,https://x.com/TampicoNetwork/status/1976002669736010135,0,0,1,180,0,https://pbs.twimg.com/media/G2wr5t6WwAEJDJH.jpg,True,TampicoNetwork,https://x.com/TampicoNetwork,,TampicoNetwork,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-09 since:2025-10-08&src=typed_query,ꂦꈤꌩꊼ ꋪìꂦꌗ,https://x.com/rios_onix,rios_onix,False,2025-10-08 19:59:24+00:00,False,ATENCIÓN!!!! Tomen sus precauciones #Tampico #Madero #Altamira @MonicaVTampico @GOBIERNOTAMPICO,1976014585632031012,https://x.com/rios_onix/status/1976014585632031012,0,0,0,49,0,https://pbs.twimg.com/ext_tw_video_thumb/1976014561409945600/pu/img/9E1FYa3GydZ77QdF.jpg,False,,,,,es,Top
