run_timestamp,week_dir,prefix,media_type,n_files_detected,input_files,output_path,status,extracted_count,unique_count,missing_flag,error_message,notes
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26,2026-03-10,facebook,1,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26/2026-03-10_semana_10marzo_16marzo_26_facebook.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/facebook_semana_texto/2026-03-10_facebook.txt,ok,47,46,False,,output_md5=364cd7cf9796bf4dfc25c37f55c2f8f1 size=2218
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26,2026-03-10,twitter,1,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26/2026-03-10_semana_10marzo_16marzo_26_twitter.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/twitter_semana_texto/2026-03-10_twitter.txt,ok,42,41,False,,output_md5=9c5820f38e933028188b0bc9d895877f size=8470
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26,2026-03-10,youtube,1,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26/2026-03-10_semana_10marzo_16marzo_26_youtube.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/youtube_semana_texto/2026-03-10_youtube.txt,ok,2612,1225,False,,output_md5=70989cb16af5c27b4121f5530dce3009 size=154163
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26,2026-03-10,medios,1,/tmp/radar_nuevas_src/2026-03-10_semana_10marzo_16marzo_26/2026-03-10_semana_10marzo_16marzo_26_medios.txt,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/medios_semana_texto/2026-03-10_medios.txt,ok,,,False,,output_md5=fa6ce2f1ec6a5775988fb3a003d2b447 size=414884
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26,2026-03-17,facebook,1,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26/2026-03-17_semana_17marzo_23marzo_26_facebook.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/facebook_semana_texto/2026-03-17_facebook.txt,ok,56,53,False,,output_md5=4f4a348ba89b9de91cbc376acccff05f size=3189
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26,2026-03-17,twitter,1,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26/2026-03-17_semana_17marzo_23marzo_26_twitter.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/twitter_semana_texto/2026-03-17_twitter.txt,ok,22,18,False,,output_md5=d11779363866490b2eeeb9c576d2c14d size=3145
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26,2026-03-17,youtube,1,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26/2026-03-17_semana_17marzo_23marzo_26_youtube.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/youtube_semana_texto/2026-03-17_youtube.txt,ok,1,1,False,,output_md5=4f48d8cb15c8ab19ffecc046f5bbd9dd size=102
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26,2026-03-17,medios,1,/tmp/radar_nuevas_src/2026-03-17_semana_17marzo_23marzo_26/2026-03-17_semana_17marzo_23marzo_26_medios.txt,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/medios_semana_texto/2026-03-17_medios.txt,ok,,,False,,output_md5=9e783b9f920ab3d35624fd5b66191175 size=420910
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26,2026-03-24,facebook,1,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26/2026-03-24_semana_24marzo_30marzo_26_facebook.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/facebook_semana_texto/2026-03-24_facebook.txt,ok,42,41,False,,output_md5=bd7837abd765846431e974346d93042d size=2172
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26,2026-03-24,twitter,1,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26/2026-03-24_semana_24marzo_30marzo_26_twitter.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/twitter_semana_texto/2026-03-24_twitter.txt,ok,77,77,False,,output_md5=be820b3c5b317147014d3608d3e936fb size=12833
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26,2026-03-24,youtube,1,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26/2026-03-24_semana_24marzo_30marzo_26_youtube.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/youtube_semana_texto/2026-03-24_youtube.txt,ok,1671,876,False,,output_md5=2984d242d39aa4b7d5e83841b497f9bd size=103413
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26,2026-03-24,medios,1,/tmp/radar_nuevas_src/2026-03-24_semana_24marzo_30marzo_26/2026-03-24_semana_24marzo_30marzo_26_medios.txt,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/medios_semana_texto/2026-03-24_medios.txt,ok,,,False,,output_md5=6dcbe9b4f94d193cf440c9fce14a76c6 size=425719
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-31_semana_31marzo_06abril_26,2026-03-31,facebook,1,/tmp/radar_nuevas_src/2026-03-31_semana_31marzo_06abril_26/2026-03-31_semana_31marzo_06abril_26_facebook.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/facebook_semana_texto/2026-03-31_facebook.txt,ok,74,72,False,,output_md5=1e79e4b31c43dfc128e4d68645343205 size=4580
2026-04-13T13:21:05.914883+00:00,/tmp/radar_nuevas_src/2026-03-31_semana_31marzo_06abril_26,2026-03-31,twitter,1,/tmp/radar_nuevas_src/2026-03-31_semana_31marzo_06abril_26/2026-03-31_semana_31marzo_06abril_26_twitter.csv,/home/emilio/Documentos/RAdAR_worktrees/restructuracion_arquitectonica/data/text/radar_weekly_flat/twitter_semana_texto/2026-03-31_twitter.txt,ok,95,89,False,,output_md5=96e7041fd9a77d556a65d3c5c21f1863 size=13096
