fecha_inicio_semana,semana_iso,iso_year,iso_week,iso_yearweek_num,target_serie_4e,sentimiento_redes_ponderado,sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,target_serie_4e_lag1,target_serie_4e_lag2,target_serie_4e_lag3,target_serie_4e_lag4,sentimiento_redes_ponderado_lag1,sentimiento_redes_ponderado_lag2,sentimiento_redes_ponderado_lag3,sentimiento_redes_ponderado_lag4,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,iso_week_sin,iso_week_cos,t_index,month,quarter
2025-04-28,2025-W18,2025,18,202518,59.159580879596,0.443868011869911,0.176470588235294,-0.8127,0.4034,1.8991,-1.6006,-3.2842,-2.9858,-0.893,3.4125,0.3143,-2.4747,58.2726496369191,57.7604213871484,57.4760265116773,57.2323491184133,0.148015195933047,0.0843248897867335,0.473177765273476,0.00546544176995905,0.112851220635652,0.196976854038734,0.194541910331384,0.0909090909090909,-0.8572,-1.1761,-0.9493,-1.4458,0.0555,-0.048,0.4575,0.623,1.8863,1.9953,2.09,2.684,-2.3038,-1.8512,-2.0155,-2.0312,-3.91,-4.254,-2.7676,-4.9299,-3.3946,-4.1391,-2.5674,-4.7034,-0.9134,-2.2483,1.0798,-2.9512,3.42,3.0272,3.0371,2.5586,-2.2953,-1.4444,0.525,-1.3868,-3.3777,-2.9329,-2.5289,-2.9121,0.8229838658936565,-0.5680647467311557,28,4,2
2025-05-05,2025-W19,2025,19,202519,60.0771697370367,0.134617370254834,0.228274428274428,-1.7018,0.9537,2.2028,-2.4389,-4.4491,-3.6155,-2.7498,3.2649,-0.5655,-3.1171,59.159580879596,58.2726496369191,57.7604213871484,57.4760265116773,0.443868011869911,0.148015195933047,0.0843248897867335,0.473177765273476,0.176470588235294,0.112851220635652,0.196976854038734,0.194541910331384,-0.8127,-0.8572,-1.1761,-0.9493,0.4034,0.0555,-0.048,0.4575,1.8991,1.8863,1.9953,2.09,-1.6006,-2.3038,-1.8512,-2.0155,-3.2842,-3.91,-4.254,-2.7676,-2.9858,-3.3946,-4.1391,-2.5674,-0.893,-0.9134,-2.2483,1.0798,3.4125,3.42,3.0272,3.0371,0.3143,-2.2953,-1.4444,0.525,-2.4747,-3.3777,-2.9329,-2.5289,0.7485107481711013,-0.663122658240795,29,5,2
2025-05-12,2025-W20,2025,20,202520,60.6743722096584,0.0621123145606552,0.117351215423303,-1.3794,0.6065,1.8694,-1.8539,-4.797,-4.3133,-2.7406,3.321,0.4251,-3.6052,60.0771697370367,59.159580879596,58.2726496369191,57.7604213871484,0.134617370254834,0.443868011869911,0.148015195933047,0.0843248897867335,0.228274428274428,0.176470588235294,0.112851220635652,0.196976854038734,-1.7018,-0.8127,-0.8572,-1.1761,0.9537,0.4034,0.0555,-0.048,2.2028,1.8991,1.8863,1.9953,-2.4389,-1.6006,-2.3038,-1.8512,-4.4491,-3.2842,-3.91,-4.254,-3.6155,-2.9858,-3.3946,-4.1391,-2.7498,-0.893,-0.9134,-2.2483,3.2649,3.4125,3.42,3.0272,-0.5655,0.3143,-2.2953,-1.4444,-3.1171,-2.4747,-3.3777,-2.9329,0.6631226582407952,-0.7485107481711012,30,5,2
2025-05-19,2025-W21,2025,21,202521,60.6951250313647,0.143176753734124,0.171964764458062,-1.2259,0.5356,1.7976,-2.3067,-4.559,-4.3506,-2.6067,3.2901,-0.2136,-2.6844,60.6743722096584,60.0771697370367,59.159580879596,58.2726496369191,0.0621123145606552,0.134617370254834,0.443868011869911,0.148015195933047,0.117351215423303,0.228274428274428,0.176470588235294,0.112851220635652,-1.3794,-1.7018,-0.8127,-0.8572,0.6065,0.9537,0.4034,0.0555,1.8694,2.2028,1.8991,1.8863,-1.8539,-2.4389,-1.6006,-2.3038,-4.797,-4.4491,-3.2842,-3.91,-4.3133,-3.6155,-2.9858,-3.3946,-2.7406,-2.7498,-0.893,-0.9134,3.321,3.2649,3.4125,3.42,0.4251,-0.5655,0.3143,-2.2953,-3.6052,-3.1171,-2.4747,-3.3777,0.5680647467311558,-0.8229838658936564,31,5,2
2025-05-26,2025-W22,2025,22,202522,60.4148544751696,0.0836116782995949,0.215239980207818,-1.3415,0.7026,2.4514,-2.263,-4.1507,-3.3832,-2.893,3.9525,1.0845,-3.5098,60.6951250313647,60.6743722096584,60.0771697370367,59.159580879596,0.143176753734124,0.0621123145606552,0.134617370254834,0.443868011869911,0.171964764458062,0.117351215423303,0.228274428274428,0.176470588235294,-1.2259,-1.3794,-1.7018,-0.8127,0.5356,0.6065,0.9537,0.4034,1.7976,1.8694,2.2028,1.8991,-2.3067,-1.8539,-2.4389,-1.6006,-4.559,-4.797,-4.4491,-3.2842,-4.3506,-4.3133,-3.6155,-2.9858,-2.6067,-2.7406,-2.7498,-0.893,3.2901,3.321,3.2649,3.4125,-0.2136,0.4251,-0.5655,0.3143,-2.6844,-3.6052,-3.1171,-2.4747,0.46472317204376906,-0.8854560256532096,32,5,2
2025-06-02,2025-W23,2025,23,202523,59.9908142179522,0.188465024293173,0.0888,-1.1955,0.8838,5.5302,-1.9873,-4.3945,-3.7322,-2.6228,3.5184,2.0795,-3.323,60.4148544751696,60.6951250313647,60.6743722096584,60.0771697370367,0.0836116782995949,0.143176753734124,0.0621123145606552,0.134617370254834,0.215239980207818,0.171964764458062,0.117351215423303,0.228274428274428,-1.3415,-1.2259,-1.3794,-1.7018,0.7026,0.5356,0.6065,0.9537,2.4514,1.7976,1.8694,2.2028,-2.263,-2.3067,-1.8539,-2.4389,-4.1507,-4.559,-4.797,-4.4491,-3.3832,-4.3506,-4.3133,-3.6155,-2.893,-2.6067,-2.7406,-2.7498,3.9525,3.2901,3.321,3.2649,1.0845,-0.2136,0.4251,-0.5655,-3.5098,-2.6844,-3.6052,-3.1171,0.35460488704253584,-0.9350162426854147,33,6,2
2025-06-09,2025-W24,2025,24,202524,59.5411956218124,0.28557128111203,0.0642633228840125,-1.6696,0.3754,1.7929,-2.6436,-3.1136,-3.5533,-0.5623,3.4063,0.2141,-2.6887,59.9908142179522,60.4148544751696,60.6951250313647,60.6743722096584,0.188465024293173,0.0836116782995949,0.143176753734124,0.0621123145606552,0.0888,0.215239980207818,0.171964764458062,0.117351215423303,-1.1955,-1.3415,-1.2259,-1.3794,0.8838,0.7026,0.5356,0.6065,5.5302,2.4514,1.7976,1.8694,-1.9873,-2.263,-2.3067,-1.8539,-4.3945,-4.1507,-4.559,-4.797,-3.7322,-3.3832,-4.3506,-4.3133,-2.6228,-2.893,-2.6067,-2.7406,3.5184,3.9525,3.2901,3.321,2.0795,1.0845,-0.2136,0.4251,-3.323,-3.5098,-2.6844,-3.6052,0.23931566428755768,-0.970941817426052,34,6,2
2025-06-16,2025-W25,2025,25,202525,59.1812348047747,0.128343012321562,0.0180102915951973,-3.1146,0.0824,2.0048,-1.8559,-3.6833,-3.3906,-2.5837,3.3009,-0.2113,-3.6112,59.5411956218124,59.9908142179522,60.4148544751696,60.6951250313647,0.28557128111203,0.188465024293173,0.0836116782995949,0.143176753734124,0.0642633228840125,0.0888,0.215239980207818,0.171964764458062,-1.6696,-1.1955,-1.3415,-1.2259,0.3754,0.8838,0.7026,0.5356,1.7929,5.5302,2.4514,1.7976,-2.6436,-1.9873,-2.263,-2.3067,-3.1136,-4.3945,-4.1507,-4.559,-3.5533,-3.7322,-3.3832,-4.3506,-0.5623,-2.6228,-2.893,-2.6067,3.4063,3.5184,3.9525,3.2901,0.2141,2.0795,1.0845,-0.2136,-2.6887,-3.323,-3.5098,-2.6844,0.12053668025532308,-0.992708874098054,35,6,2
2025-06-23,2025-W26,2025,26,202526,58.8397598378394,0.110639383957494,0.0195412064570943,-3.3912,1.3929,2.6153,-1.4842,-4.213,-4.0761,-2.5213,3.3264,0.9358,-3.6398,59.1812348047747,59.5411956218124,59.9908142179522,60.4148544751696,0.128343012321562,0.28557128111203,0.188465024293173,0.0836116782995949,0.0180102915951973,0.0642633228840125,0.0888,0.215239980207818,-3.1146,-1.6696,-1.1955,-1.3415,0.0824,0.3754,0.8838,0.7026,2.0048,1.7929,5.5302,2.4514,-1.8559,-2.6436,-1.9873,-2.263,-3.6833,-3.1136,-4.3945,-4.1507,-3.3906,-3.5533,-3.7322,-3.3832,-2.5837,-0.5623,-2.6228,-2.893,3.3009,3.4063,3.5184,3.9525,-0.2113,0.2141,2.0795,1.0845,-3.6112,-2.6887,-3.323,-3.5098,-3.216245299353273e-16,-1.0,36,6,2
2025-06-30,2025-W27,2025,27,202527,58.4919155175506,0.134504519725832,0.0889783961918711,-2.8164,0.4395,2.4168,-1.5366,-4.3608,-4.0334,0.0247,3.2166,-2.7562,-3.2912,58.8397598378394,59.1812348047747,59.5411956218124,59.9908142179522,0.110639383957494,0.128343012321562,0.28557128111203,0.188465024293173,0.0195412064570943,0.0180102915951973,0.0642633228840125,0.0888,-3.3912,-3.1146,-1.6696,-1.1955,1.3929,0.0824,0.3754,0.8838,2.6153,2.0048,1.7929,5.5302,-1.4842,-1.8559,-2.6436,-1.9873,-4.213,-3.6833,-3.1136,-4.3945,-4.0761,-3.3906,-3.5533,-3.7322,-2.5213,-2.5837,-0.5623,-2.6228,3.3264,3.3009,3.4063,3.5184,0.9358,-0.2113,0.2141,2.0795,-3.6398,-3.6112,-2.6887,-3.323,-0.12053668025532283,-0.992708874098054,37,6,2
2025-07-07,2025-W28,2025,28,202528,58.2141203882567,0.0229259028385385,0.15472481827622,-2.6959,0.0125,3.0161,-2.8667,-3.7266,-3.4233,1.0121,3.9041,-2.0895,-3.8375,58.4919155175506,58.8397598378394,59.1812348047747,59.5411956218124,0.134504519725832,0.110639383957494,0.128343012321562,0.28557128111203,0.0889783961918711,0.0195412064570943,0.0180102915951973,0.0642633228840125,-2.8164,-3.3912,-3.1146,-1.6696,0.4395,1.3929,0.0824,0.3754,2.4168,2.6153,2.0048,1.7929,-1.5366,-1.4842,-1.8559,-2.6436,-4.3608,-4.213,-3.6833,-3.1136,-4.0334,-4.0761,-3.3906,-3.5533,0.0247,-2.5213,-2.5837,-0.5623,3.2166,3.3264,3.3009,3.4063,-2.7562,0.9358,-0.2113,0.2141,-3.2912,-3.6398,-3.6112,-2.6887,-0.23931566428755743,-0.9709418174260521,38,7,3
2025-07-14,2025-W29,2025,29,202529,58.0827929943057,-0.0145272235338583,0.148295003965107,-1.6046,0.518,1.4839,-2.4286,-4.06,-3.9428,-2.0056,3.1429,-1.1141,-3.2149,58.2141203882567,58.4919155175506,58.8397598378394,59.1812348047747,0.0229259028385385,0.134504519725832,0.110639383957494,0.128343012321562,0.15472481827622,0.0889783961918711,0.0195412064570943,0.0180102915951973,-2.6959,-2.8164,-3.3912,-3.1146,0.0125,0.4395,1.3929,0.0824,3.0161,2.4168,2.6153,2.0048,-2.8667,-1.5366,-1.4842,-1.8559,-3.7266,-4.3608,-4.213,-3.6833,-3.4233,-4.0334,-4.0761,-3.3906,1.0121,0.0247,-2.5213,-2.5837,3.9041,3.2166,3.3264,3.3009,-2.0895,-2.7562,0.9358,-0.2113,-3.8375,-3.2912,-3.6398,-3.6112,-0.3546048870425356,-0.9350162426854148,39,7,3
2025-07-21,2025-W30,2025,30,202530,58.089133857394,-0.0119427901737269,0.148477157360406,-1.1782,-0.3565,1.7585,-2.8709,-3.7302,-3.5094,-0.8316,2.6633,-1.9955,-2.7312,58.0827929943057,58.2141203882567,58.4919155175506,58.8397598378394,-0.0145272235338583,0.0229259028385385,0.134504519725832,0.110639383957494,0.148295003965107,0.15472481827622,0.0889783961918711,0.0195412064570943,-1.6046,-2.6959,-2.8164,-3.3912,0.518,0.0125,0.4395,1.3929,1.4839,3.0161,2.4168,2.6153,-2.4286,-2.8667,-1.5366,-1.4842,-4.06,-3.7266,-4.3608,-4.213,-3.9428,-3.4233,-4.0334,-4.0761,-2.0056,1.0121,0.0247,-2.5213,3.1429,3.9041,3.2166,3.3264,-1.1141,-2.0895,-2.7562,0.9358,-3.2149,-3.8375,-3.2912,-3.6398,-0.46472317204376806,-0.8854560256532101,40,7,3
2025-07-28,2025-W31,2025,31,202531,58.118931819963,0.0375468051905529,0.198787353832828,-1.3637,0.6551,1.9703,-2.0383,-3.8141,-4.1019,0.6726,3.3448,-1.5543,-2.7658,58.089133857394,58.0827929943057,58.2141203882567,58.4919155175506,-0.0119427901737269,-0.0145272235338583,0.0229259028385385,0.134504519725832,0.148477157360406,0.148295003965107,0.15472481827622,0.0889783961918711,-1.1782,-1.6046,-2.6959,-2.8164,-0.3565,0.518,0.0125,0.4395,1.7585,1.4839,3.0161,2.4168,-2.8709,-2.4286,-2.8667,-1.5366,-3.7302,-4.06,-3.7266,-4.3608,-3.5094,-3.9428,-3.4233,-4.0334,-0.8316,-2.0056,1.0121,0.0247,2.6633,3.1429,3.9041,3.2166,-1.9955,-1.1141,-2.0895,-2.7562,-2.7312,-3.2149,-3.8375,-3.2912,-0.5680647467311556,-0.8229838658936565,41,7,3
2025-08-04,2025-W32,2025,32,202532,58.1660836935063,-0.0734008015778954,0.16897233201581,-1.2352,0.5746,1.3336,-5.536,-3.9214,-4.3847,-3.1997,3.6791,-1.1612,-3.332,58.118931819963,58.089133857394,58.0827929943057,58.2141203882567,0.0375468051905529,-0.0119427901737269,-0.0145272235338583,0.0229259028385385,0.198787353832828,0.148477157360406,0.148295003965107,0.15472481827622,-1.3637,-1.1782,-1.6046,-2.6959,0.6551,-0.3565,0.518,0.0125,1.9703,1.7585,1.4839,3.0161,-2.0383,-2.8709,-2.4286,-2.8667,-3.8141,-3.7302,-4.06,-3.7266,-4.1019,-3.5094,-3.9428,-3.4233,0.6726,-0.8316,-2.0056,1.0121,3.3448,2.6633,3.1429,3.9041,-1.5543,-1.9955,-1.1141,-2.0895,-2.7658,-2.7312,-3.2149,-3.8375,-0.663122658240795,-0.7485107481711013,42,8,3
2025-08-11,2025-W33,2025,33,202533,58.2265798917432,0.0745517215562396,0.179468511103022,-1.3848,1.6371,1.6205,-5.1911,-2.8995,-3.948,4.6741,3.1752,-3.7136,-6.3968,58.1660836935063,58.118931819963,58.089133857394,58.0827929943057,-0.0734008015778954,0.0375468051905529,-0.0119427901737269,-0.0145272235338583,0.16897233201581,0.198787353832828,0.148477157360406,0.148295003965107,-1.2352,-1.3637,-1.1782,-1.6046,0.5746,0.6551,-0.3565,0.518,1.3336,1.9703,1.7585,1.4839,-5.536,-2.0383,-2.8709,-2.4286,-3.9214,-3.8141,-3.7302,-4.06,-4.3847,-4.1019,-3.5094,-3.9428,-3.1997,0.6726,-0.8316,-2.0056,3.6791,3.3448,2.6633,3.1429,-1.1612,-1.5543,-1.9955,-1.1141,-3.332,-2.7658,-2.7312,-3.2149,-0.7485107481711011,-0.6631226582407952,43,8,3
2025-08-18,2025-W34,2025,34,202534,58.3164320006759,0.0643779113892458,0.116601647160815,-2.7898,0.4961,3.4251,-2.8416,-4.2189,-3.8658,-2.8151,3.2857,-0.2982,-3.8211,58.2265798917432,58.1660836935063,58.118931819963,58.089133857394,0.0745517215562396,-0.0734008015778954,0.0375468051905529,-0.0119427901737269,0.179468511103022,0.16897233201581,0.198787353832828,0.148477157360406,-1.3848,-1.2352,-1.3637,-1.1782,1.6371,0.5746,0.6551,-0.3565,1.6205,1.3336,1.9703,1.7585,-5.1911,-5.536,-2.0383,-2.8709,-2.8995,-3.9214,-3.8141,-3.7302,-3.948,-4.3847,-4.1019,-3.5094,4.6741,-3.1997,0.6726,-0.8316,3.1752,3.6791,3.3448,2.6633,-3.7136,-1.1612,-1.5543,-1.9955,-6.3968,-3.332,-2.7658,-2.7312,-0.8229838658936564,-0.5680647467311559,44,8,3
2025-08-25,2025-W35,2025,35,202535,58.555913481744,0.342789901148327,0.146067415730337,-1.1359,0.6169,1.4351,-0.9428,-3.4024,-3.3311,1.1537,3.6068,0.8849,-2.7253,58.3164320006759,58.2265798917432,58.1660836935063,58.118931819963,0.0643779113892458,0.0745517215562396,-0.0734008015778954,0.0375468051905529,0.116601647160815,0.179468511103022,0.16897233201581,0.198787353832828,-2.7898,-1.3848,-1.2352,-1.3637,0.4961,1.6371,0.5746,0.6551,3.4251,1.6205,1.3336,1.9703,-2.8416,-5.1911,-5.536,-2.0383,-4.2189,-2.8995,-3.9214,-3.8141,-3.8658,-3.948,-4.3847,-4.1019,-2.8151,4.6741,-3.1997,0.6726,3.2857,3.1752,3.6791,3.3448,-0.2982,-3.7136,-1.1612,-1.5543,-3.8211,-6.3968,-3.332,-2.7658,-0.8854560256532096,-0.4647231720437691,45,8,3
2025-09-01,2025-W36,2025,36,202536,58.8706596272658,0.0328375249929476,0.164195496979682,-1.4615,0.073,2.386,-1.9397,-4.9145,-4.0997,-2.7129,3.1976,0.2848,-2.8246,58.555913481744,58.3164320006759,58.2265798917432,58.1660836935063,0.342789901148327,0.0643779113892458,0.0745517215562396,-0.0734008015778954,0.146067415730337,0.116601647160815,0.179468511103022,0.16897233201581,-1.1359,-2.7898,-1.3848,-1.2352,0.6169,0.4961,1.6371,0.5746,1.4351,3.4251,1.6205,1.3336,-0.9428,-2.8416,-5.1911,-5.536,-3.4024,-4.2189,-2.8995,-3.9214,-3.3311,-3.8658,-3.948,-4.3847,1.1537,-2.8151,4.6741,-3.1997,3.6068,3.2857,3.1752,3.6791,0.8849,-0.2982,-3.7136,-1.1612,-2.7253,-3.8211,-6.3968,-3.332,-0.9350162426854147,-0.3546048870425359,46,9,3
2025-09-08,2025-W37,2025,37,202537,59.1446147895514,0.0750438311217277,0.0984333431865208,-1.7116,-0.5199,2.2528,-2.1127,-4.7299,-3.9264,-1.9961,3.8522,-0.2626,-3.759,58.8706596272658,58.555913481744,58.3164320006759,58.2265798917432,0.0328375249929476,0.342789901148327,0.0643779113892458,0.0745517215562396,0.164195496979682,0.146067415730337,0.116601647160815,0.179468511103022,-1.4615,-1.1359,-2.7898,-1.3848,0.073,0.6169,0.4961,1.6371,2.386,1.4351,3.4251,1.6205,-1.9397,-0.9428,-2.8416,-5.1911,-4.9145,-3.4024,-4.2189,-2.8995,-4.0997,-3.3311,-3.8658,-3.948,-2.7129,1.1537,-2.8151,4.6741,3.1976,3.6068,3.2857,3.1752,0.2848,0.8849,-0.2982,-3.7136,-2.8246,-2.7253,-3.8211,-6.3968,-0.970941817426052,-0.23931566428755774,47,9,3
2025-09-15,2025-W38,2025,38,202538,59.261723320911,0.244150207322864,0.086848635235732,-2.0886,0.3954,2.1802,-1.7731,-3.6409,-3.3621,3.036,3.109,1.0534,-2.9164,59.1446147895514,58.8706596272658,58.555913481744,58.3164320006759,0.0750438311217277,0.0328375249929476,0.342789901148327,0.0643779113892458,0.0984333431865208,0.164195496979682,0.146067415730337,0.116601647160815,-1.7116,-1.4615,-1.1359,-2.7898,-0.5199,0.073,0.6169,0.4961,2.2528,2.386,1.4351,3.4251,-2.1127,-1.9397,-0.9428,-2.8416,-4.7299,-4.9145,-3.4024,-4.2189,-3.9264,-4.0997,-3.3311,-3.8658,-1.9961,-2.7129,1.1537,-2.8151,3.8522,3.1976,3.6068,3.2857,-0.2626,0.2848,0.8849,-0.2982,-3.759,-2.8246,-2.7253,-3.8211,-0.992708874098054,-0.12053668025532357,48,9,3
2025-09-22,2025-W39,2025,39,202539,59.1413688265371,0.0353374615739687,0.128103277060576,-2.9337,0.0658,2.0227,-4.032,-3.8506,-3.6249,-2.2486,2.991,0.7079,-4.4719,59.261723320911,59.1446147895514,58.8706596272658,58.555913481744,0.244150207322864,0.0750438311217277,0.0328375249929476,0.342789901148327,0.086848635235732,0.0984333431865208,0.164195496979682,0.146067415730337,-2.0886,-1.7116,-1.4615,-1.1359,0.3954,-0.5199,0.073,0.6169,2.1802,2.2528,2.386,1.4351,-1.7731,-2.1127,-1.9397,-0.9428,-3.6409,-4.7299,-4.9145,-3.4024,-3.3621,-3.9264,-4.0997,-3.3311,3.036,-1.9961,-2.7129,1.1537,3.109,3.8522,3.1976,3.6068,1.0534,-0.2626,0.2848,0.8849,-2.9164,-3.759,-2.8246,-2.7253,-1.0,-1.8369701987210297e-16,49,9,3
2025-09-29,2025-W40,2025,40,202540,58.8490083144792,0.037083177521204,0.129008746355685,-2.1203,0.8167,2.5395,-2.9425,-4.3168,-3.5397,-0.0055,2.9546,-0.1712,-3.7947,59.1413688265371,59.261723320911,59.1446147895514,58.8706596272658,0.0353374615739687,0.244150207322864,0.0750438311217277,0.0328375249929476,0.128103277060576,0.086848635235732,0.0984333431865208,0.164195496979682,-2.9337,-2.0886,-1.7116,-1.4615,0.0658,0.3954,-0.5199,0.073,2.0227,2.1802,2.2528,2.386,-4.032,-1.7731,-2.1127,-1.9397,-3.8506,-3.6409,-4.7299,-4.9145,-3.6249,-3.3621,-3.9264,-4.0997,-2.2486,3.036,-1.9961,-2.7129,2.991,3.109,3.8522,3.1976,0.7079,1.0534,-0.2626,0.2848,-4.4719,-2.9164,-3.759,-2.8246,-0.992708874098054,0.1205366802553232,50,9,3
2025-10-06,2025-W41,2025,41,202541,58.4876962413332,0.0408302409621366,0.0871125611745514,-3.958,0.4396,2.5706,-2.3992,-3.8194,-3.443,0.8378,3.5328,0.9055,-4.0181,58.8490083144792,59.1413688265371,59.261723320911,59.1446147895514,0.037083177521204,0.0353374615739687,0.244150207322864,0.0750438311217277,0.129008746355685,0.128103277060576,0.086848635235732,0.0984333431865208,-2.1203,-2.9337,-2.0886,-1.7116,0.8167,0.0658,0.3954,-0.5199,2.5395,2.0227,2.1802,2.2528,-2.9425,-4.032,-1.7731,-2.1127,-4.3168,-3.8506,-3.6409,-4.7299,-3.5397,-3.6249,-3.3621,-3.9264,-0.0055,-2.2486,3.036,-1.9961,2.9546,2.991,3.109,3.8522,-0.1712,0.7079,1.0534,-0.2626,-3.7947,-4.4719,-2.9164,-3.759,-0.9709418174260521,0.23931566428755738,51,10,4
2025-10-13,2025-W42,2025,42,202542,58.1604870636948,-0.0316621893348032,0.107121484141233,-2.856,0.3153,2.7207,-2.4499,-3.5233,-3.5654,-1.7392,3.3444,-0.0612,-3.3142,58.4876962413332,58.8490083144792,59.1413688265371,59.261723320911,0.0408302409621366,0.037083177521204,0.0353374615739687,0.244150207322864,0.0871125611745514,0.129008746355685,0.128103277060576,0.086848635235732,-3.958,-2.1203,-2.9337,-2.0886,0.4396,0.8167,0.0658,0.3954,2.5706,2.5395,2.0227,2.1802,-2.3992,-2.9425,-4.032,-1.7731,-3.8194,-4.3168,-3.8506,-3.6409,-3.443,-3.5397,-3.6249,-3.3621,0.8378,-0.0055,-2.2486,3.036,3.5328,2.9546,2.991,3.109,0.9055,-0.1712,0.7079,1.0534,-4.0181,-3.7947,-4.4719,-2.9164,-0.9350162426854148,0.35460488704253557,52,10,4
2025-10-20,2025-W43,2025,43,202543,57.9087460043871,0.167412720914919,0.0676384839650146,-1.7797,0.6155,2.0585,-2.3308,-4.2194,-4.034,1.1548,2.7528,-1.3078,-2.4354,58.1604870636948,58.4876962413332,58.8490083144792,59.1413688265371,-0.0316621893348032,0.0408302409621366,0.037083177521204,0.0353374615739687,0.107121484141233,0.0871125611745514,0.129008746355685,0.128103277060576,-2.856,-3.958,-2.1203,-2.9337,0.3153,0.4396,0.8167,0.0658,2.7207,2.5706,2.5395,2.0227,-2.4499,-2.3992,-2.9425,-4.032,-3.5233,-3.8194,-4.3168,-3.8506,-3.5654,-3.443,-3.5397,-3.6249,-1.7392,0.8378,-0.0055,-2.2486,3.3444,3.5328,2.9546,2.991,-0.0612,0.9055,-0.1712,0.7079,-3.3142,-4.0181,-3.7947,-4.4719,-0.8854560256532101,0.464723172043768,53,10,4
2025-10-27,2025-W44,2025,44,202544,57.6403585536421,0.134823580717908,0.11304347826087,-1.407,0.7347,1.4318,-1.7759,-3.0671,-3.5882,0.0083,2.8093,0.8477,-2.7345,57.9087460043871,58.1604870636948,58.4876962413332,58.8490083144792,0.167412720914919,-0.0316621893348032,0.0408302409621366,0.037083177521204,0.0676384839650146,0.107121484141233,0.0871125611745514,0.129008746355685,-1.7797,-2.856,-3.958,-2.1203,0.6155,0.3153,0.4396,0.8167,2.0585,2.7207,2.5706,2.5395,-2.3308,-2.4499,-2.3992,-2.9425,-4.2194,-3.5233,-3.8194,-4.3168,-4.034,-3.5654,-3.443,-3.5397,1.1548,-1.7392,0.8378,-0.0055,2.7528,3.3444,3.5328,2.9546,-1.3078,-0.0612,0.9055,-0.1712,-2.4354,-3.3142,-4.0181,-3.7947,-0.822983865893657,0.5680647467311548,54,10,4
2025-11-03,2025-W45,2025,45,202545,57.3983496022243,0.170657905569605,0.125726744186047,-1.3945,0.7447,1.7522,-1.8853,-3.6005,-4.1435,1.1033,3.5297,-1.2685,-2.9386,57.6403585536421,57.9087460043871,58.1604870636948,58.4876962413332,0.134823580717908,0.167412720914919,-0.0316621893348032,0.0408302409621366,0.11304347826087,0.0676384839650146,0.107121484141233,0.0871125611745514,-1.407,-1.7797,-2.856,-3.958,0.7347,0.6155,0.3153,0.4396,1.4318,2.0585,2.7207,2.5706,-1.7759,-2.3308,-2.4499,-2.3992,-3.0671,-4.2194,-3.5233,-3.8194,-3.5882,-4.034,-3.5654,-3.443,0.0083,1.1548,-1.7392,0.8378,2.8093,2.7528,3.3444,3.5328,0.8477,-1.3078,-0.0612,0.9055,-2.7345,-2.4354,-3.3142,-4.0181,-0.7485107481711011,0.6631226582407952,55,11,4
2025-11-10,2025-W46,2025,46,202546,57.2349224660473,0.0692562741764684,0.153159113463447,-1.0942,0.7518,4.2701,-2.0558,-3.4889,-3.8475,-0.1188,4.7999,0.7493,-3.6615,57.3983496022243,57.6403585536421,57.9087460043871,58.1604870636948,0.170657905569605,0.134823580717908,0.167412720914919,-0.0316621893348032,0.125726744186047,0.11304347826087,0.0676384839650146,0.107121484141233,-1.3945,-1.407,-1.7797,-2.856,0.7447,0.7347,0.6155,0.3153,1.7522,1.4318,2.0585,2.7207,-1.8853,-1.7759,-2.3308,-2.4499,-3.6005,-3.0671,-4.2194,-3.5233,-4.1435,-3.5882,-4.034,-3.5654,1.1033,0.0083,1.1548,-1.7392,3.5297,2.8093,2.7528,3.3444,-1.2685,0.8477,-1.3078,-0.0612,-2.9386,-2.7345,-2.4354,-3.3142,-0.6631226582407955,0.7485107481711007,56,11,4
