fecha_inicio_semana,semana_iso,iso_year,iso_week,iso_yearweek_num,target_serie_4e,sentimiento_redes_ponderado,sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,target_serie_4e_lag1,target_serie_4e_lag2,target_serie_4e_lag3,target_serie_4e_lag4,sentimiento_redes_ponderado_lag1,sentimiento_redes_ponderado_lag2,sentimiento_redes_ponderado_lag3,sentimiento_redes_ponderado_lag4,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,iso_week_sin,iso_week_cos,t_index,month,quarter
2025-01-27,2025-W05,2025,5,202505,57.8245184193639,0.257041871551968,0.126686983021332,-0.9255,0.1116,1.8357,-1.5791,-3.1546,-3.5429,0.0968,3.3826,0.8625,-3.034,57.5134610974377,57.2203644145897,56.8376450795668,56.4094038503692,0.105245523742359,0.036855852762635,-0.0694184937993123,0.0353219880133694,0.0286532951289398,0.139051678209909,0.104826546003017,0.134059331580924,-1.2038,-1.916,-0.6668,-1.6312,-0.0647,0.2783,0.4765,-0.6034,2.5335,2.4146,4.1465,3.2212,-1.6319,-2.5479,-3.1868,-1.5508,-3.5982,-4.3777,-4.8153,-4.9935,-3.6858,-4.3228,-5.0305,-5.0542,0.8968,-2.4463,-3.2172,-3.4447,3.3757,3.6142,4.579,2.8247,-0.1293,-0.8688,1.0437,0.4358,-2.9775,-3.2791,-2.9483,-3.1046,0.5680647467311558,0.8229838658936564,15,1,1
2025-02-03,2025-W06,2025,6,202506,58.1042803060043,0.1062138347911,0.232198142414861,-1.5394,0.5584,2.3314,-2.6257,-3.3508,-3.9967,1.0017,3.3727,0.393,-4.0213,57.8245184193639,57.5134610974377,57.2203644145897,56.8376450795668,0.257041871551968,0.105245523742359,0.036855852762635,-0.0694184937993123,0.126686983021332,0.0286532951289398,0.139051678209909,0.104826546003017,-0.9255,-1.2038,-1.916,-0.6668,0.1116,-0.0647,0.2783,0.4765,1.8357,2.5335,2.4146,4.1465,-1.5791,-1.6319,-2.5479,-3.1868,-3.1546,-3.5982,-4.3777,-4.8153,-3.5429,-3.6858,-4.3228,-5.0305,0.0968,0.8968,-2.4463,-3.2172,3.3826,3.3757,3.6142,4.579,0.8625,-0.1293,-0.8688,1.0437,-3.034,-2.9775,-3.2791,-2.9483,0.6631226582407952,0.7485107481711011,16,2,1
2025-02-10,2025-W07,2025,7,202507,58.2929047203171,-0.0267798297285953,0.17280701754386,-1.4344,0.661,1.9418,-2.0593,-3.8567,-4.0078,-0.0273,3.466,0.6906,-2.7876,58.1042803060043,57.8245184193639,57.5134610974377,57.2203644145897,0.1062138347911,0.257041871551968,0.105245523742359,0.036855852762635,0.232198142414861,0.126686983021332,0.0286532951289398,0.139051678209909,-1.5394,-0.9255,-1.2038,-1.916,0.5584,0.1116,-0.0647,0.2783,2.3314,1.8357,2.5335,2.4146,-2.6257,-1.5791,-1.6319,-2.5479,-3.3508,-3.1546,-3.5982,-4.3777,-3.9967,-3.5429,-3.6858,-4.3228,1.0017,0.0968,0.8968,-2.4463,3.3727,3.3826,3.3757,3.6142,0.393,0.8625,-0.1293,-0.8688,-4.0213,-3.034,-2.9775,-3.2791,0.7485107481711011,0.6631226582407953,17,2,1
2025-02-17,2025-W08,2025,8,202508,58.3186185874457,0.0321990593134864,0.0549084858569052,-1.6518,0.9543,2.5716,-2.098,-4.4858,-4.2398,-1.1037,3.4405,-0.0772,-3.0521,58.2929047203171,58.1042803060043,57.8245184193639,57.5134610974377,-0.0267798297285953,0.1062138347911,0.257041871551968,0.105245523742359,0.17280701754386,0.232198142414861,0.126686983021332,0.0286532951289398,-1.4344,-1.5394,-0.9255,-1.2038,0.661,0.5584,0.1116,-0.0647,1.9418,2.3314,1.8357,2.5335,-2.0593,-2.6257,-1.5791,-1.6319,-3.8567,-3.3508,-3.1546,-3.5982,-4.0078,-3.9967,-3.5429,-3.6858,-0.0273,1.0017,0.0968,0.8968,3.466,3.3727,3.3826,3.3757,0.6906,0.393,0.8625,-0.1293,-2.7876,-4.0213,-3.034,-2.9775,0.8229838658936564,0.5680647467311559,18,2,1
2025-02-24,2025-W09,2025,9,202509,58.0033822967742,0.224333841286292,0.166338582677165,-2.4014,0.409,3.0739,-4.4295,-3.371,-2.8242,-0.6575,3.1822,-1.5652,-3.3561,58.3186185874457,58.2929047203171,58.1042803060043,57.8245184193639,0.0321990593134864,-0.0267798297285953,0.1062138347911,0.257041871551968,0.0549084858569052,0.17280701754386,0.232198142414861,0.126686983021332,-1.6518,-1.4344,-1.5394,-0.9255,0.9543,0.661,0.5584,0.1116,2.5716,1.9418,2.3314,1.8357,-2.098,-2.0593,-2.6257,-1.5791,-4.4858,-3.8567,-3.3508,-3.1546,-4.2398,-4.0078,-3.9967,-3.5429,-1.1037,-0.0273,1.0017,0.0968,3.4405,3.466,3.3727,3.3826,-0.0772,0.6906,0.393,0.8625,-3.0521,-2.7876,-4.0213,-3.034,0.8854560256532099,0.4647231720437686,19,2,1
2025-03-03,2025-W10,2025,10,202510,57.5037459474926,0.204008068771556,0.206509539842873,-0.9297,0.046,2.4819,-2.4249,-3.8502,-4.0724,-2.2769,3.1772,0.5159,-3.1587,58.0033822967742,58.3186185874457,58.2929047203171,58.1042803060043,0.224333841286292,0.0321990593134864,-0.0267798297285953,0.1062138347911,0.166338582677165,0.0549084858569052,0.17280701754386,0.232198142414861,-2.4014,-1.6518,-1.4344,-1.5394,0.409,0.9543,0.661,0.5584,3.0739,2.5716,1.9418,2.3314,-4.4295,-2.098,-2.0593,-2.6257,-3.371,-4.4858,-3.8567,-3.3508,-2.8242,-4.2398,-4.0078,-3.9967,-0.6575,-1.1037,-0.0273,1.0017,3.1822,3.4405,3.466,3.3727,-1.5652,-0.0772,0.6906,0.393,-3.3561,-3.0521,-2.7876,-4.0213,0.9350162426854148,0.35460488704253557,20,3,1
2025-03-10,2025-W11,2025,11,202511,57.0778696216551,0.101508088978149,0.137367915465898,-0.8526,-0.0541,2.1156,-1.8461,-2.9074,-4.034,-1.9037,2.6914,-0.2222,-2.8863,57.5037459474926,58.0033822967742,58.3186185874457,58.2929047203171,0.204008068771556,0.224333841286292,0.0321990593134864,-0.0267798297285953,0.206509539842873,0.166338582677165,0.0549084858569052,0.17280701754386,-0.9297,-2.4014,-1.6518,-1.4344,0.046,0.409,0.9543,0.661,2.4819,3.0739,2.5716,1.9418,-2.4249,-4.4295,-2.098,-2.0593,-3.8502,-3.371,-4.4858,-3.8567,-4.0724,-2.8242,-4.2398,-4.0078,-2.2769,-0.6575,-1.1037,-0.0273,3.1772,3.1822,3.4405,3.466,0.5159,-1.5652,-0.0772,0.6906,-3.1587,-3.3561,-3.0521,-2.7876,0.970941817426052,0.23931566428755804,21,3,1
2025-03-17,2025-W12,2025,12,202512,56.9667398492273,-0.0534885806271719,0.192166462668299,-2.3366,0.0671,4.54,-4.0813,-5.1043,-4.4412,-3.8346,3.8642,-2.6611,-5.0794,57.0778696216551,57.5037459474926,58.0033822967742,58.3186185874457,0.101508088978149,0.204008068771556,0.224333841286292,0.0321990593134864,0.137367915465898,0.206509539842873,0.166338582677165,0.0549084858569052,-0.8526,-0.9297,-2.4014,-1.6518,-0.0541,0.046,0.409,0.9543,2.1156,2.4819,3.0739,2.5716,-1.8461,-2.4249,-4.4295,-2.098,-2.9074,-3.8502,-3.371,-4.4858,-4.034,-4.0724,-2.8242,-4.2398,-1.9037,-2.2769,-0.6575,-1.1037,2.6914,3.1772,3.1822,3.4405,-0.2222,0.5159,-1.5652,-0.0772,-2.8863,-3.1587,-3.3561,-3.0521,0.992708874098054,0.120536680255323,22,3,1
2025-03-24,2025-W13,2025,13,202513,57.0542874750367,0.130173199310947,0.121758241758242,-2.3188,0.2611,2.0626,-2.0921,-4.3181,-3.7915,-1.2812,2.8317,-1.4482,-3.1831,56.9667398492273,57.0778696216551,57.5037459474926,58.0033822967742,-0.0534885806271719,0.101508088978149,0.204008068771556,0.224333841286292,0.192166462668299,0.137367915465898,0.206509539842873,0.166338582677165,-2.3366,-0.8526,-0.9297,-2.4014,0.0671,-0.0541,0.046,0.409,4.54,2.1156,2.4819,3.0739,-4.0813,-1.8461,-2.4249,-4.4295,-5.1043,-2.9074,-3.8502,-3.371,-4.4412,-4.034,-4.0724,-2.8242,-3.8346,-1.9037,-2.2769,-0.6575,3.8642,2.6914,3.1772,3.1822,-2.6611,-0.2222,0.5159,-1.5652,-5.0794,-2.8863,-3.1587,-3.3561,1.0,-1.6081226496766364e-16,23,3,1
2025-03-31,2025-W14,2025,14,202514,57.2323491184133,0.00546544176995905,0.0909090909090909,-1.4458,0.623,2.684,-2.0312,-4.9299,-4.7034,-2.9512,2.5586,-1.3868,-2.9121,57.0542874750367,56.9667398492273,57.0778696216551,57.5037459474926,0.130173199310947,-0.0534885806271719,0.101508088978149,0.204008068771556,0.121758241758242,0.192166462668299,0.137367915465898,0.206509539842873,-2.3188,-2.3366,-0.8526,-0.9297,0.2611,0.0671,-0.0541,0.046,2.0626,4.54,2.1156,2.4819,-2.0921,-4.0813,-1.8461,-2.4249,-4.3181,-5.1043,-2.9074,-3.8502,-3.7915,-4.4412,-4.034,-4.0724,-1.2812,-3.8346,-1.9037,-2.2769,2.8317,3.8642,2.6914,3.1772,-1.4482,-2.6611,-0.2222,0.5159,-3.1831,-5.0794,-2.8863,-3.1587,0.992708874098054,-0.12053668025532288,24,3,1
2025-04-07,2025-W15,2025,15,202515,57.4760265116773,0.473177765273476,0.194541910331384,-0.9493,0.4575,2.09,-2.0155,-2.7676,-2.5674,1.0798,3.0371,0.525,-2.5289,57.2323491184133,57.0542874750367,56.9667398492273,57.0778696216551,0.00546544176995905,0.130173199310947,-0.0534885806271719,0.101508088978149,0.0909090909090909,0.121758241758242,0.192166462668299,0.137367915465898,-1.4458,-2.3188,-2.3366,-0.8526,0.623,0.2611,0.0671,-0.0541,2.684,2.0626,4.54,2.1156,-2.0312,-2.0921,-4.0813,-1.8461,-4.9299,-4.3181,-5.1043,-2.9074,-4.7034,-3.7915,-4.4412,-4.034,-2.9512,-1.2812,-3.8346,-1.9037,2.5586,2.8317,3.8642,2.6914,-1.3868,-1.4482,-2.6611,-0.2222,-2.9121,-3.1831,-5.0794,-2.8863,0.9709418174260521,-0.2393156642875575,25,4,2
2025-04-14,2025-W16,2025,16,202516,57.7604213871484,0.0843248897867335,0.196976854038734,-1.1761,-0.048,1.9953,-1.8512,-4.254,-4.1391,-2.2483,3.0272,-1.4444,-2.9329,57.4760265116773,57.2323491184133,57.0542874750367,56.9667398492273,0.473177765273476,0.00546544176995905,0.130173199310947,-0.0534885806271719,0.194541910331384,0.0909090909090909,0.121758241758242,0.192166462668299,-0.9493,-1.4458,-2.3188,-2.3366,0.4575,0.623,0.2611,0.0671,2.09,2.684,2.0626,4.54,-2.0155,-2.0312,-2.0921,-4.0813,-2.7676,-4.9299,-4.3181,-5.1043,-2.5674,-4.7034,-3.7915,-4.4412,1.0798,-2.9512,-1.2812,-3.8346,3.0371,2.5586,2.8317,3.8642,0.525,-1.3868,-1.4482,-2.6611,-2.5289,-2.9121,-3.1831,-5.0794,0.9350162426854148,-0.35460488704253545,26,4,2
2025-04-21,2025-W17,2025,17,202517,58.2726496369191,0.148015195933047,0.112851220635652,-0.8572,0.0555,1.8863,-2.3038,-3.91,-3.3946,-0.9134,3.42,-2.2953,-3.3777,57.7604213871484,57.4760265116773,57.2323491184133,57.0542874750367,0.0843248897867335,0.473177765273476,0.00546544176995905,0.130173199310947,0.196976854038734,0.194541910331384,0.0909090909090909,0.121758241758242,-1.1761,-0.9493,-1.4458,-2.3188,-0.048,0.4575,0.623,0.2611,1.9953,2.09,2.684,2.0626,-1.8512,-2.0155,-2.0312,-2.0921,-4.254,-2.7676,-4.9299,-4.3181,-4.1391,-2.5674,-4.7034,-3.7915,-2.2483,1.0798,-2.9512,-1.2812,3.0272,3.0371,2.5586,2.8317,-1.4444,0.525,-1.3868,-1.4482,-2.9329,-2.5289,-2.9121,-3.1831,0.8854560256532099,-0.4647231720437685,27,4,2
