fecha_inicio_semana,fecha,horizonte,outer_fold_index,y_current,y_true,modelo_ganador_real,modelo_ganador_real_operativo,modelo_predicho_raw,modelo_predicho,modelo_selector_fijo_raw,modelo_selector_fijo,prediccion_modelo_elegido,prediccion_modelo_ganador_real,prediccion_selector_fijo,error_final,indicador_acierto_selector,indicador_acierto_selector_fijo,prob_modelo_predicho,probabilidades_clases_json,selection_mode,selection_reason,fixed_selection_reason,rows_train,n_clases_train,clases_train,n_modelos_disponibles_test,modelos_disponibles_test,prediccion_E1_v5_clean,prediccion_E2_v3_clean,prediccion_E3_v2_clean,prediccion_E5_v4_clean,prediccion_E7_v3_clean,prediccion_E9_v2_clean
2025-11-10,2025-11-10,2,1,0.0692562741764684,0.12751595957534,E3_v2_clean,E3_v2_clean,E1_v5_clean,E1_v5_clean,E2_v3_clean,E2_v3_clean,0.1185867077116929,0.1197142592969248,0.1033655787720653,-0.008929251863647111,0,0,0.8053065788032642,"{""E1_v5_clean"": 0.8053065788032642, ""E2_v3_clean"": 0.0770949789176086, ""E5_v4_clean"": 0.03677305097619108, ""E7_v3_clean"": 0.08082539130293619}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,12,4,"E1_v5_clean,E2_v3_clean,E5_v4_clean,E7_v3_clean",5,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",0.1185867077116929,0.1033655787720653,0.1197142592969248,0.1118165783133449,0.0608207873016925,
2025-11-17,2025-11-17,2,2,0.218016998769719,0.279605962079427,E2_v3_clean,E2_v3_clean,E3_v2_clean,E3_v2_clean,E2_v3_clean,E2_v3_clean,0.1073425466327571,0.2481097932233181,0.2481097932233181,-0.1722634154466699,0,1,0.5080069410550621,"{""E1_v5_clean"": 0.22726701951750808, ""E2_v3_clean"": 0.10336371200268092, ""E3_v2_clean"": 0.5080069410550621, ""E5_v4_clean"": 0.01942067137964298, ""E7_v3_clean"": 0.14194165604510592}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,13,5,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",5,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",0.1195955172764737,0.2481097932233181,0.1073425466327571,0.0987407415635378,0.2367230591197752,
2025-11-24,2025-11-24,2,3,0.12751595957534,0.0821158156091689,E9_v2_clean,E9_v2_clean,E3_v2_clean,E3_v2_clean,E2_v3_clean,E2_v3_clean,0.1410306876022222,0.1056135705078389,0.3029010841099201,0.0589148719930533,0,0,0.5006365066198555,"{""E1_v5_clean"": 0.09496251017005712, ""E2_v3_clean"": 0.08601064878439005, ""E3_v2_clean"": 0.5006365066198555, ""E5_v4_clean"": 0.1017180720837556, ""E7_v3_clean"": 0.21667226234194178}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,14,5,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1230314325744999,0.3029010841099201,0.1410306876022222,0.1430008039160628,-0.0762840266818515,0.1056135705078389
2025-12-01,2025-12-01,2,4,0.279605962079427,0.303813076524669,E7_v3_clean,E7_v3_clean,E9_v2_clean,E9_v2_clean,E9_v2_clean,E9_v2_clean,0.1903113725204925,0.2957184265207276,0.1903113725204925,-0.1135017040041765,0,0,0.5407219552982688,"{""E1_v5_clean"": 0.02286807866017846, ""E2_v3_clean"": 0.13178928714778046, ""E3_v2_clean"": 0.07611189390993381, ""E5_v4_clean"": 0.00991604669390338, ""E7_v3_clean"": 0.218592738289935, ""E9_v2_clean"": 0.5407219552982688}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,15,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1232470507833055,0.3279459356506532,0.1363643317059681,0.139251927857208,0.2957184265207276,0.1903113725204925
2025-12-08,2025-12-08,2,5,0.0821158156091689,0.0677012815654136,E7_v3_clean,E7_v3_clean,E7_v3_clean,E7_v3_clean,E9_v2_clean,E9_v2_clean,-0.0150957856295363,-0.0150957856295363,0.1371816151659733,-0.0827970671949499,1,0,0.5216894090793953,"{""E1_v5_clean"": 0.01453839966817454, ""E2_v3_clean"": 0.017727857582428917, ""E3_v2_clean"": 0.11574897252993036, ""E5_v4_clean"": 0.045389861610187716, ""E7_v3_clean"": 0.5216894090793953, ""E9_v2_clean"": 0.2849054995298831}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,16,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1272182076790021,0.1909524856046947,0.1719650157443913,0.2053958137225716,-0.0150957856295363,0.1371816151659733
2025-12-15,2025-12-15,2,6,0.303813076524669,0.583621878201202,E7_v3_clean,E7_v3_clean,E7_v3_clean,E7_v3_clean,E7_v3_clean,E7_v3_clean,0.2569624857083258,0.2569624857083258,0.2569624857083258,-0.32665939249287623,1,1,0.9819443784468502,"{""E1_v5_clean"": 0.002479214324838727, ""E2_v3_clean"": 0.00560429507735472, ""E3_v2_clean"": 0.0029436328561427377, ""E5_v4_clean"": 0.0027496744404538562, ""E7_v3_clean"": 0.9819443784468502, ""E9_v2_clean"": 0.004278804854359743}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,17,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1252032641720608,0.2523146729747539,0.1786949302101466,0.1911270626557298,0.2569624857083258,0.2532158096785762
2025-12-22,2025-12-22,2,7,0.0677012815654136,0.108341978085893,E1_v5_clean,E1_v5_clean,E7_v3_clean,E7_v3_clean,E2_v3_clean,E2_v3_clean,-0.0383466045984066,0.1328509357741993,0.0724209033009054,-0.1466885826842996,0,0,0.3985905714561053,"{""E1_v5_clean"": 0.0069662529824073205, ""E2_v3_clean"": 0.01959978204820639, ""E3_v2_clean"": 0.0521587549411321, ""E5_v4_clean"": 0.17006417666399132, ""E7_v3_clean"": 0.3985905714561053, ""E9_v2_clean"": 0.3526204619081576}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,18,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1328509357741993,0.0724209033009054,0.1646533114007152,0.1381458549606611,-0.0383466045984066,-0.0761430663766437
2025-12-29,2025-12-29,2,8,0.583621878201202,0.0687870202028637,E5_v4_clean,E5_v4_clean,E1_v5_clean,E1_v5_clean,E2_v3_clean,E2_v3_clean,0.1327528580685145,0.0756286845736092,0.0823476974743039,0.0639658378656508,0,0,0.5226849751414071,"{""E1_v5_clean"": 0.5226849751414071, ""E2_v3_clean"": 0.13401054665387044, ""E3_v2_clean"": 0.005274283241348523, ""E5_v4_clean"": 0.01481924133023531, ""E7_v3_clean"": 0.29745097844222873, ""E9_v2_clean"": 0.025759975190910007}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,19,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1327528580685145,0.0823476974743039,0.1257410048695732,0.0756286845736092,0.0429335316639713,0.0181983199269585
2026-01-05,2026-01-05,2,9,0.108341978085893,0.245426229585526,E9_v2_clean,E9_v2_clean,E5_v4_clean,E5_v4_clean,E2_v3_clean,E2_v3_clean,0.0965131719383559,0.1584752253947462,-0.005767412841169,-0.1489130576471701,0,0,0.3184690025109101,"{""E1_v5_clean"": 0.22232739757495265, ""E2_v3_clean"": 0.028574476721341942, ""E3_v2_clean"": 0.06798633844598242, ""E5_v4_clean"": 0.3184690025109101, ""E7_v3_clean"": 0.3175463381432944, ""E9_v2_clean"": 0.04509644660351852}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,20,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1087559708504473,-0.005767412841169,0.120357178257558,0.0965131719383559,0.0290279331692517,0.1584752253947462
2026-01-12,2026-01-12,2,10,0.0687870202028637,0.320565191490885,E3_v2_clean,E3_v2_clean,E9_v2_clean,E9_v2_clean,E2_v3_clean,E2_v3_clean,0.113674142769474,0.1521128604809936,0.0382829728984934,-0.206891048721411,0,0,0.40877137613644104,"{""E1_v5_clean"": 0.1782988316915177, ""E2_v3_clean"": 0.16575868971540866, ""E3_v2_clean"": 0.12680627326952867, ""E5_v4_clean"": 0.06945971168043144, ""E7_v3_clean"": 0.05090511750667241, ""E9_v2_clean"": 0.40877137613644104}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,21,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1324946472553376,0.0382829728984934,0.1521128604809936,0.1351021186247822,0.1209466558318987,0.113674142769474
2026-01-19,2026-01-19,2,11,0.245426229585526,0.170007405822799,E3_v2_clean,E3_v2_clean,E3_v2_clean,E3_v2_clean,E2_v3_clean,E2_v3_clean,0.1588374470972373,0.1588374470972373,0.1076222863152619,-0.011169958725561702,1,0,0.3096449435962836,"{""E1_v5_clean"": 0.0940084261874444, ""E2_v3_clean"": 0.1760905498570467, ""E3_v2_clean"": 0.3096449435962836, ""E5_v4_clean"": 0.04354722929690973, ""E7_v3_clean"": 0.2442401632082137, ""E9_v2_clean"": 0.13246868785410185}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,22,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1372879620109431,0.1076222863152619,0.1588374470972373,0.1408893033830736,0.1509223372189687,0.1439407039817085
2026-01-26,2026-01-26,2,12,0.320565191490885,-0.0198367240853288,E1_v5_clean,E1_v5_clean,E3_v2_clean,E3_v2_clean,E1_v5_clean,E1_v5_clean,0.1856071447965071,0.1386585571003118,0.1386585571003118,0.2054438688818359,0,1,0.5563756851799542,"{""E1_v5_clean"": 0.05870475863590037, ""E2_v3_clean"": 0.07278421732456594, ""E3_v2_clean"": 0.5563756851799542, ""E5_v4_clean"": 0.03804154026011841, ""E7_v3_clean"": 0.1868443739636138, ""E9_v2_clean"": 0.08724942463584735}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,23,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1386585571003118,0.2782672828945374,0.1856071447965071,0.1628368229801394,0.2215397179685908,0.190842806240547
2026-02-02,2026-02-02,2,13,0.170007405822799,0.0960196886446368,E5_v4_clean,E5_v4_clean,E3_v2_clean,E3_v2_clean,E1_v5_clean,E1_v5_clean,0.1493915714581443,0.1275500996617372,0.1349216954751035,0.05337188281350751,0,0,0.42053569538461455,"{""E1_v5_clean"": 0.3704151714821408, ""E2_v3_clean"": 0.03545069007010489, ""E3_v2_clean"": 0.42053569538461455, ""E5_v4_clean"": 0.050854789362793314, ""E7_v3_clean"": 0.03735090219101614, ""E9_v2_clean"": 0.0853927515093302}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,24,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1349216954751035,0.1413186049155789,0.1493915714581443,0.1275500996617372,-0.0084640091761185,0.0636461518251833
2026-02-09,2026-02-09,2,14,-0.0198367240853288,0.27725068164164,E2_v3_clean,E2_v3_clean,E3_v2_clean,E3_v2_clean,E1_v5_clean,E1_v5_clean,0.1365468061771873,0.3012934337497379,0.1349981517110591,-0.1407038754644527,0,0,0.4149389839260152,"{""E1_v5_clean"": 0.2535966688298769, ""E2_v3_clean"": 0.1024058960529844, ""E3_v2_clean"": 0.4149389839260152, ""E5_v4_clean"": 0.032762446550933785, ""E7_v3_clean"": 0.07716718397786188, ""E9_v2_clean"": 0.11912882066232787}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,25,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1349981517110591,0.3012934337497379,0.1365468061771873,0.1220807868988437,0.237861579268701,0.1514080927248549
2026-02-16,2026-02-16,2,15,0.0960196886446368,0.210058588277401,E9_v2_clean,E9_v2_clean,E2_v3_clean,E2_v3_clean,E1_v5_clean,E1_v5_clean,0.2983218906195536,0.2241655348901607,0.1369784740860461,0.0882633023421526,0,0,0.5150169030697064,"{""E1_v5_clean"": 0.17357032911242676, ""E2_v3_clean"": 0.5150169030697064, ""E3_v2_clean"": 0.16322679187596117, ""E5_v4_clean"": 0.007905596668973188, ""E7_v3_clean"": 0.1167206174748821, ""E9_v2_clean"": 0.023559761798050426}",logistic_regression_multinomial,raw_prediction_available,ranking_best_available,26,6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",6,"E1_v5_clean,E2_v3_clean,E3_v2_clean,E5_v4_clean,E7_v3_clean,E9_v2_clean",0.1369784740860461,0.2983218906195536,0.1688621347412648,0.1756602433578716,0.2778126590405432,0.2241655348901607
