query_index,query,medio,termino,article_title,article_url_resolved,source_domain,status_descarga,extraction_method,article_text_length,cache_hit_article,playwright_used,fallback_used,attempted_methods,error_type,error_detail
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡De bien para arriba! / Keylogging - oem.com.mx,https://oem.com.mx/elsoldetampico/analisis/de-bien-para-arriba-keylogging-29063447,oem.com.mx,downloaded_ok,trafilatura,5645,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡A comerse las tenazas! Regresa la Jaiba de la Barda en Semana Santa 2026 a Tampico - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/a-comerse-las-tenazas-regresa-la-jaiba-de-la-barda-en-semana-santa-2026-a-tampico-29056380,oem.com.mx,downloaded_ok,trafilatura,1354,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Torneo Anual de Golf de Semana Santa Tampico Open: fecha, sede, categorías y premios - oem.com.mx",https://oem.com.mx/elsoldetampico/deportes/torneo-anual-de-golf-de-semana-santa-tampico-open-fecha-sede-categorias-y-premios-29036856,oem.com.mx,downloaded_ok,trafilatura,684,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿No sabes cómo llegar a la ruta de la sal en Altamira? Aquí te explicamos - oem.com.mx,https://oem.com.mx/elsoldetampico/local/no-sabes-como-llegar-a-la-ruta-de-la-sal-en-altamira-aqui-te-explicamos-29083286,oem.com.mx,downloaded_ok,trafilatura,1051,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Mónica Castro: una historia de crecimiento que hoy dirige Nissan Tampico - oem.com.mx,https://oem.com.mx/elsoldetampico/finanzas/monica-castro-una-historia-de-crecimiento-que-hoy-dirige-nissan-tampico-28953511,oem.com.mx,downloaded_ok,trafilatura,1674,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Esta playa de Tamaulipas ‘cobra’ un juguete si quieres entrar en Semana Santa 2026 - oem.com.mx,https://oem.com.mx/elsoldetampico/tendencias/esta-playa-de-tamaulipas-cobra-un-juguete-si-quieres-entrar-en-semana-santa-2026-29079533,oem.com.mx,downloaded_ok,trafilatura,775,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Clima en Tamaulipas: prevén lluvias aisladas y temperaturas de hasta 24°C - oem.com.mx,https://oem.com.mx/elsoldetampico/local/clima-en-tamaulipas-preven-lluvias-aisladas-y-temperaturas-de-hasta-24-c-29050595,oem.com.mx,downloaded_ok,trafilatura,1410,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Les faltó el gol: Jaiba Brava empata cero a cero ante Coyotes de Tlaxcala - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/les-falto-el-gol-jaiba-brava-empata-cero-a-cero-ante-coyotes-de-tlaxcala-29121653,oem.com.mx,downloaded_ok,trafilatura,754,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Alfa y Omega / Génesis, el inicio de una nueva era hídrica - oem.com.mx",https://oem.com.mx/elsoldetampico/analisis/genesis-el-inicio-de-una-nueva-era-hidrica-29101767,oem.com.mx,downloaded_ok,trafilatura,490,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Colecta solidaria para Lyan Alexandro: buscan reunir fondos para operación urgente de oído - oem.com.mx,https://oem.com.mx/elsoldetampico/local/colecta-solidaria-para-lyan-alexandro-buscan-reunir-fondos-para-operacion-urgente-de-oido-29118422,oem.com.mx,downloaded_ok,trafilatura,577,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Adiós a las aulas viejas: primaria de la colonia Américo Villarreal estrena instalaciones de primer nivel - oem.com.mx,https://oem.com.mx/elsoldetampico/local/adios-a-las-aulas-viejas-primaria-de-la-colonia-americo-villarreal-estrena-instalaciones-de-primer-nivel-29057159,oem.com.mx,downloaded_ok,trafilatura,927,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",“Altamira no aparecía en el mapa”: el legendario portero de Estudiantes recuerda la gloria del equipo - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/altamira-no-aparecia-en-el-mapa-el-legendario-portero-de-estudiantes-recuerda-la-gloria-del-equipo-29038913,oem.com.mx,downloaded_ok,trafilatura,1980,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿Qué opinan los turistas de Tampico? Esto dijeron en un video - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/que-opinan-los-turistas-de-tampico-esto-dijeron-en-un-video-29028542,oem.com.mx,downloaded_ok,trafilatura,1210,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","“Prohibido nadar, hay cocodrilos”: las reglas de oro para visitar las lagunas de Tampico en Semana Santa 2026 - oem.com.mx",https://oem.com.mx/elsoldetampico/turismo/prohibido-nadar-hay-cocodrilos-las-reglas-de-oro-para-visitar-las-lagunas-de-tampico-en-semana-santa-2026-29076707,oem.com.mx,downloaded_ok,trafilatura,1657,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Convocan a carrera atlética por el Día Mundial del Agua en Tampico: hay categorías para todos - oem.com.mx,https://oem.com.mx/elsoldetampico/local/convocan-a-carrera-atletica-por-el-dia-mundial-del-agua-en-tampico-hay-categorias-para-todos-29023289,oem.com.mx,downloaded_ok,trafilatura,617,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Más de un ‘playazo’ en Tamaulipas: conoce las fechas y artistas del festival Vive La Pesca 2026 - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/mas-de-un-playazo-en-tamaulipas-conoce-las-fechas-y-artistas-del-festival-vive-la-pesca-2026-29008508,oem.com.mx,downloaded_ok,trafilatura,1516,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Café Cultura / El derecho a la tierra - oem.com.mx,https://oem.com.mx/elsoldetampico/analisis/el-derecho-a-la-tierra-29100985,oem.com.mx,downloaded_ok,trafilatura,427,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Así se vivió el equinoccio en Tampico: buscan atraer prosperidad, salud y buena vibra con ritual único - oem.com.mx",https://oem.com.mx/elsoldetampico/local/asi-se-vivio-el-equinoccio-en-tampico-buscan-atraer-prosperidad-salud-y-buena-vibra-con-ritual-unico-29096768,oem.com.mx,downloaded_ok,trafilatura,1138,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De Tampico al cine: “Café Chairel” ya tiene mural y fecha de estreno - oem.com.mx,https://oem.com.mx/elsoldetampico/gossip/de-tampico-al-cine-cafe-chairel-ya-tiene-mural-y-fecha-de-estreno-29036790,oem.com.mx,downloaded_ok,trafilatura,1980,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Latin Lover vive una experiencia completa en Tampico: mariscos, paseo y baile con fans - oem.com.mx",https://oem.com.mx/elsoldetampico/tendencias/latin-lover-vive-una-experiencia-completa-en-tampico-mariscos-paseo-y-baile-con-fans-29075509,oem.com.mx,downloaded_ok,trafilatura,525,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Orgullo de Tamaulipas! Estrenan en televisión nacional cortometraje filmado en Tampico y Ciudad Madero - oem.com.mx,https://oem.com.mx/elsoldetampico/gossip/orgullo-de-tamaulipas-estrenan-en-television-nacional-cortometraje-filmado-en-tampico-y-ciudad-madero-29004875,oem.com.mx,downloaded_ok,trafilatura,955,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿Vas a correr a la Laguna del Carpintero? Refuerzan vigilancia tras reportes de acoso y exhibicionismo - oem.com.mx,https://oem.com.mx/elsoldetampico/local/vas-a-correr-a-la-laguna-del-carpintero-refuerzan-vigilancia-tras-reportes-de-acoso-y-exhibicionismo-29074445,oem.com.mx,downloaded_ok,trafilatura,1545,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Clásico color celeste! Jaiba Brava vence 3-1 a Correcaminos y se acerca a la liguilla - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/clasico-color-celeste-jaiba-brava-vence-3-1-a-correcaminos-y-se-acerca-a-la-liguilla-29047367,oem.com.mx,downloaded_ok,trafilatura,971,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Continúan los trabajos subterráneos en avenida Hidalgo de Tampico: avisan de otro cierre temporal - oem.com.mx,https://oem.com.mx/elsoldetampico/local/continuan-los-trabajos-subterraneos-en-avenida-hidalgo-de-tampico-avisan-de-otro-cierre-temporal-29042380,oem.com.mx,downloaded_ok,trafilatura,1404,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",El “norte” viene con fuerza al sur de Tamaulipas: pronóstico del clima para el martes 17 de marzo - oem.com.mx,https://oem.com.mx/elsoldetampico/local/el-norte-viene-con-fuerza-al-sur-de-tamaulipas-pronostico-del-clima-para-el-martes-17-de-marzo-29010191,oem.com.mx,downloaded_ok,trafilatura,698,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",“Tampico merece una función así al mes”: Latin Lover pide más lucha libre previo a la presentación de este viernes - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/tampico-merece-una-funcion-asi-al-mes-latin-lover-pide-mas-lucha-libre-previo-a-la-presentacion-de-este-viernes-29067537,oem.com.mx,downloaded_ok,trafilatura,2156,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Violencia digital e IA, UAT prepara a estudiantes ante nuevos riesgos - oem.com.mx",https://oem.com.mx/elsoldetampico/local/violencia-digital-e-ia-uat-prepara-a-estudiantes-ante-nuevos-riesgos-29072152,oem.com.mx,downloaded_ok,trafilatura,3496,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿Sin coche? Altamira anuncia transporte gratuito a Playa Tesoro: horarios y puntos de salida - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/sin-coche-altamira-anuncia-transporte-gratuito-a-playa-tesoro-horarios-y-puntos-de-salida-29017856,oem.com.mx,downloaded_ok,trafilatura,1212,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿A la playa? El sur de Tamaulipas tendrá sol y clima ideal este domingo - oem.com.mx,https://oem.com.mx/elsoldetampico/local/a-la-playa-el-sur-de-tamaulipas-tendra-sol-y-clima-ideal-este-domingo-29101947,oem.com.mx,downloaded_ok,trafilatura,792,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Búsqueda desde el aire: CNB usa drones para buscar a personas desaparecidas en Tamaulipas - oem.com.mx,https://oem.com.mx/elsoldetampico/policiaca/realizan-busqueda-de-personas-desaparecidas-en-tamaulipas-cnb-intensifica-labores-con-tecnologia-29067140,oem.com.mx,downloaded_ok,trafilatura,801,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Tamaulipas enfrentará cinco olas de calor este 2026: ¿cuándo empiezan y cuánto podrían durar? - oem.com.mx,https://oem.com.mx/elsoldetampico/local/tamaulipas-enfrentara-cinco-olas-de-calor-este-2026-cuando-empiezan-y-cuanto-podrian-durar-29033361,oem.com.mx,downloaded_ok,trafilatura,770,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De vuelta a casa: Raúl “Cugar” Curiel regresó a Tampico de vacaciones en familia - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/de-regreso-a-casa-raul-cugar-curiel-regreso-a-tampico-de-vacaciones-en-familia-29078576,oem.com.mx,downloaded_ok,trafilatura,963,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De canchas olvidadas a espacios de unión familiar: Nuevo Laredo renueva su deporte - oem.com.mx,https://oem.com.mx/elsoldetampico/local/de-canchas-olvidadas-a-espacios-de-union-familiar-nuevo-laredo-renueva-su-deporte-29005738,oem.com.mx,downloaded_ok,trafilatura,952,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",“Solo la quería saludar”: niño del Teletón detiene a Sheinbaum en su regreso a Tamaulipas - oem.com.mx,https://oem.com.mx/elsoldetampico/local/solo-la-queria-saludar-nino-del-teleton-detiene-a-sheinbaum-en-su-regreso-a-tamaulipas-29043699,oem.com.mx,downloaded_ok,trafilatura,1925,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Atención! Inicia registro para la Pensión de Discapacidad 2026 en Tamaulipas: checa tu fecha según tu apellido - oem.com.mx,https://oem.com.mx/elsoldetampico/local/atencion-inicia-registro-para-la-pension-de-discapacidad-2026-en-tamaulipas-checa-tu-fecha-segun-tu-apellido-29009666,oem.com.mx,downloaded_ok,trafilatura,1312,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Liam, el integrante más joven de la banda de guerra en la Secundaria Melchor Ocampo [Video] - oem.com.mx",https://oem.com.mx/elsoldetampico/local/liam-el-integrante-mas-joven-de-la-banda-de-guerra-en-la-secundaria-melchor-ocampo-video-29096951,oem.com.mx,downloaded_ok,trafilatura,529,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Tampiqueño Joshua López es convocado a la Selección Mexicana Sub-16 - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/de-tampico-a-la-seleccion-joshua-lopez-buscara-brillar-con-mexico-sub-16-29087038,oem.com.mx,downloaded_ok,trafilatura,430,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De 900 a mil 200 pesos por salida: la “asfixiante” deuda que llevó al cierre de la Cruz Roja en Tamaulipas - oem.com.mx,https://oem.com.mx/elsoldetampico/local/de-900-a-mil-200-pesos-por-salida-la-asfixiante-deuda-que-llevo-al-cierre-de-la-cruz-roja-en-tamaulipas-29002859,oem.com.mx,downloaded_ok,trafilatura,1434,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Semana Santa 2026: los puntos más recomendados para turistas en Tampico y Ciudad Madero - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/semana-santa-2026-los-puntos-mas-visitados-por-turistas-en-tampico-y-ciudad-madero-29027677,oem.com.mx,downloaded_ok,trafilatura,2020,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Orgullo SurTam de Tercera división debuta en Altamira: gana por cinco goles a cero - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/orgullo-surtam-de-tercera-division-debuta-en-altamira-gana-por-cinco-goles-a-cero-29116123,oem.com.mx,downloaded_ok,trafilatura,589,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Cuidado con lo que comes en Playa Miramar: alertan por venta de ostión sin higiene - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/cuidado-con-lo-que-comes-en-playa-miramar-alertan-por-venta-de-ostion-sin-higiene-29072644,oem.com.mx,downloaded_ok,trafilatura,2051,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",“Quita el aliento”: Farid Dieck así describe su visita a la Huasteca Potosina - oem.com.mx,https://oem.com.mx/elsoldetampico/tendencias/quita-el-aliento-farid-dieck-asi-describe-su-visita-a-la-huasteca-potosina-29005612,oem.com.mx,downloaded_ok,trafilatura,1099,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Atzy Reyes, la tamaulipeca que representa a México en el Panamericano de Ciclismo en Colombia - oem.com.mx",https://oem.com.mx/elsoldetampico/deportes/atzy-reyes-la-tamaulipeca-que-representa-a-mexico-en-el-panamericano-de-ciclismo-en-colombia-29027004,oem.com.mx,downloaded_ok,trafilatura,1114,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","¿Cómo nos afecta la primavera? Rituales para cargar energía, moda y tendencias en Tamaulipas - oem.com.mx",https://oem.com.mx/elsoldetampico/gossip/como-nos-afecta-la-primavera-rituales-para-cargar-energia-moda-y-tendencias-en-tamaulipas-29054394,oem.com.mx,downloaded_ok,trafilatura,1712,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Cartelera de conciertos: Pesado, DLD, y Gente de Zona se presentarán en Playa Miramar 2026 - oem.com.mx",https://oem.com.mx/elsoldetampico/gossip/cartelera-de-conciertos-pesado-dld-y-gente-de-zona-se-presentaran-en-playa-miramar-2026-29077664,oem.com.mx,downloaded_ok,trafilatura,1750,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",COLUMNAS DE MI AUTORÍA - oem.com.mx,https://oem.com.mx/elsoldetampico/analisis/autor/jorge-perez-4612,oem.com.mx,downloaded_ok,trafilatura,444,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De vender pays en el autobús a tener su propia pastelería: la historia de Dania en Ciudad Madero - oem.com.mx,https://oem.com.mx/elsoldetampico/tendencias/de-vender-pays-en-el-autobus-a-tener-su-propia-pasteleria-la-historia-de-dania-en-ciudad-madero-29013100,oem.com.mx,downloaded_ok,trafilatura,2038,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Atención turistas: Profeco advierte sanciones de hasta cuatro millones de pesos por abusos - oem.com.mx,https://oem.com.mx/elsoldetampico/local/atencion-turistas-profeco-advierte-sanciones-de-hasta-cuatro-millones-de-pesos-por-abusos-28967537,oem.com.mx,downloaded_ok,trafilatura,1365,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Chequeo gratis! Lanzan jornada masiva de pruebas de glucosa y presión en Tampico y Ciudad Madero - oem.com.mx,https://oem.com.mx/elsoldetampico/local/chequeo-gratis-lanzan-jornada-masiva-de-pruebas-de-glucosa-y-presion-en-tampico-y-ciudad-madero-29097024,oem.com.mx,downloaded_ok,trafilatura,668,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Hablemos de tecnología / Los costos ocultos - oem.com.mx,https://oem.com.mx/elsoldetampico/analisis/hablemos-de-tecnologia-los-costos-ocultos-29083635,oem.com.mx,downloaded_ok,trafilatura,441,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Playa Miramar imparable! Más de 136 mil turistas la visitan durante el fin de semana largo - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/playa-miramar-imparable-mas-de-136-mil-turistas-la-visitan-durante-el-fin-de-semana-largo-29002154,oem.com.mx,downloaded_ok,trafilatura,1393,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","El pancracio mexicano - El Sol de Tampico | Noticias Locales, Policiacas, sobre México, Tamaulipas y el Mundo - oem.com.mx",https://oem.com.mx/elsoldetampico/analisis/el-pancracio-mexicano-29101428,oem.com.mx,downloaded_ok,trafilatura,4604,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",En el sur de Tamaulipas apartan hospedaje con hasta un año de anticipación para Semana Santa 2026 - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/en-el-sur-de-tamaulipas-apartan-hospedaje-con-hasta-un-ano-de-anticipacion-para-semana-santa-2026-29041875,oem.com.mx,downloaded_ok,trafilatura,1147,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Autorretratos de hielo / Treinta años y un día - oem.com.mx,https://oem.com.mx/elsoldetampico/analisis/autorretratos-de-hielo-treinta-anos-y-un-dia-29023810,oem.com.mx,downloaded_ok,trafilatura,6311,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","López Obrador, perfil de un error - oem.com.mx",https://oem.com.mx/elsoldetampico/analisis/lopez-obrador-perfil-de-un-error-29102236,oem.com.mx,downloaded_ok,trafilatura,441,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Capirotada y empanadas: los sabores que marcan la Cuaresma en Tampico - oem.com.mx,https://oem.com.mx/elsoldetampico/gossip/capirotada-y-empanadas-los-sabores-que-marcan-la-cuaresma-en-tampico-29097162,oem.com.mx,downloaded_ok,trafilatura,690,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Tamaulipas y Tampico nominados entre “Lo Mejor de México 2026”: así puedes votar por ellos - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/tamaulipas-y-tampico-nominados-entre-lo-mejor-de-mexico-2026-asi-puedes-votar-por-ellos-29109630,oem.com.mx,downloaded_ok,trafilatura,920,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Incendios de pastizal afectan zona rural de Tampico Alto en pocas horas; más de mil metros cuadrados dañados - oem.com.mx,https://oem.com.mx/elsoldetampico/local/incendios-de-pastizal-afectan-zona-rural-de-tampico-alto-en-pocas-horas-mas-de-mil-metros-cuadrados-danados-29092449,oem.com.mx,downloaded_ok,trafilatura,676,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Puro talento tamaulipeco! Estudiante de la UAT crea radar inteligente para el campo - oem.com.mx,https://oem.com.mx/elsoldetampico/ciencia-y-salud/puro-talento-tamaulipeco-estudiante-de-la-uat-crea-radar-inteligente-para-el-campo-29007283,oem.com.mx,downloaded_ok,trafilatura,905,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Sectores de Tampico siguen sin energía eléctrica tras norte; CFE envía cuadrillas de otros estados - oem.com.mx,https://oem.com.mx/elsoldetampico/local/sectores-de-tampico-siguen-sin-energia-electrica-tras-norte-cfe-envia-cuadrillas-de-otros-estados-29017334,oem.com.mx,downloaded_ok,trafilatura,1640,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","¿Se acaba la suerte en Tamaulipas? En cinco años, solo 11 personas se registraron para vender lotería - oem.com.mx",https://oem.com.mx/elsoldetampico/local/se-acaba-la-suerte-en-tamaulipas-en-cinco-anos-solo-11-personas-se-registraron-para-vender-loteria-28875402,oem.com.mx,downloaded_ok,trafilatura,1564,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",José Carlos Lezama arranca su camino en las pistas con la mira puesta en llegar a la Fórmula 1 - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/jose-carlos-lezama-joven-de-tampico-arranca-su-camino-en-las-pistas-con-la-mira-puesta-en-llegar-a-la-formula-1-29058747,oem.com.mx,downloaded_ok,trafilatura,1341,False,False,False,trafilatura,,
