"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"964877296876825_1372010314488859/964877296876825_1368512224838668";"7708";"7666";"1";"964877296876825_1368512224838668";"data";"data.*";"fetched (200)";"2025-11-14 09:17:31.411977";"Facebook:/<page-id>/posts";"Firmamos el convenio PAIBIM en coordinación con la Secretaría de las Mujeres del Gobierno de México y la Secretaría de Bienestar Social de Tamaulipas.  Desde el gobierno municipal, reafirmamos nuestro compromiso de construir una ciudad donde todas las mujeres vivan con libertad, respeto y oportunidades.";"2025-09-26T20:19:27+0000";"";"";""
"964877296876825_1372010314488859/964877296876825_1368512224838668/964877296876825_1368512224838668";"8900";"7708";"2";"964877296876825_1368512224838668";"data";"data.*";"fetched (200)";"2025-11-14 09:35:57.938869";"Facebook:/<post-id>/comments";"❤️";"2025-09-26T20:47:15+0000";"1";"0";""
"monicavtampico/964877296876825_1368512224838668/964877296876825_1368512224838668";"8900";"7708";"2";"964877296876825_1368512224838668";"data";"data.*";"fetched (200)";"2025-11-14 09:35:57.938869";"Facebook:/<post-id>/comments";"❤️";"2025-09-26T20:47:15+0000";"1";"0";""
"964877296876825_1372010314488859/474462132406835_122175008294546197";"7826";"7667";"1";"474462132406835_122175008294546197";"data";"data.*";"fetched (200)";"2025-11-14 09:17:36.832614";"Facebook:/<page-id>/posts";"";"2025-09-27T19:59:15+0000";"";"";""
"964877296876825_1372010314488859/964877296876825_122175184262546197";"7688";"7666";"1";"964877296876825_122175184262546197";"data";"data.*";"fetched (200)";"2025-11-14 09:17:28.462863";"Facebook:/<page-id>/posts";"🎉 ¡Gracias por hacer del Mercadito Huasteco, Edición noche mexicana un éxito total! 🇲🇽  Gracias a cada persona que vino a celebrar nuestras raíces y tradiciones con alegría y mucho corazón. ❤️🌮🪗";"2025-09-29T02:59:02+0000";"";"";""
"964877296876825_1372010314488859/964877296876825_122175184262546197/964877296876825_122175184262546197";"8471";"7688";"2";"964877296876825_122175184262546197";"data";"data.*";"fetched (200)";"2025-11-14 09:34:42.412191";"Facebook:/<post-id>/comments";"Tampico va con todos";"2025-09-29T03:03:18+0000";"1";"0";""
"monicavtampico/964877296876825_122175184262546197/964877296876825_122175184262546197";"8471";"7688";"2";"964877296876825_122175184262546197";"data";"data.*";"fetched (200)";"2025-11-14 09:34:42.412191";"Facebook:/<post-id>/comments";"Tampico va con todos";"2025-09-29T03:03:18+0000";"1";"0";""
"964877296876825_1372010314488859/474462132406835_122174777192546197";"7844";"7667";"1";"474462132406835_122174777192546197";"data";"data.*";"fetched (200)";"2025-11-14 09:17:37.864817";"Facebook:/<page-id>/posts";"";"2025-09-26T03:24:02+0000";"";"";""
"964877296876825_1372010314488859/474462132406835_122174777192546197/474462132406835_122174777192546197";"11518";"7844";"2";"474462132406835_122174777192546197";"data";"data.*";"fetched (200)";"2025-11-14 09:40:57.443204";"Facebook:/<post-id>/comments";"Exelente mi presidenta";"2025-09-26T03:28:06+0000";"0";"0";""
"TampicoGob/474462132406835_122174777192546197/474462132406835_122174777192546197";"11518";"7844";"2";"474462132406835_122174777192546197";"data";"data.*";"fetched (200)";"2025-11-14 09:40:57.443204";"Facebook:/<post-id>/comments";"Exelente mi presidenta";"2025-09-26T03:28:06+0000";"0";"0";""
