fecha_inicio_semana,y_current,y_true,y_pred,y_true_model,y_pred_model,y_pred_base,y_pred_residual,error,selected_feature_count,selected_features,selected_features_reg,selected_features_clf,selected_features_residual,best_alpha,inner_tuning_metric,inner_best_score,inner_split_count,dual_mode,target_mode_reg,target_mode_cls,y_true_cls_label,y_pred_cls_label,y_true_cls_id,y_pred_cls_id,residual_fallback_reason,residual_oof_rows
2025-09-01,0.0328375249929476,0.0750438311217277,0.09899579063668222,0.0750438311217277,0.09899579063668222,0.09899579063668222,0.0,0.02395195951495452,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_agua_neto_lag3,sentimiento_medios_lag3,v5_delitos_neto_lag5,v5_corrupcion_neto_lag2,v5_delitos_neto,v5_basura_neto_lag5,v5_basura_neto_lag3,v5_alumbrado_neto_lag4,v5_morena_neto_lag2,v5_morena_neto_lag6,sentimiento_medios_lag1,v5_morena_neto_lag5,y_t_aceptacion_digital_lag5,sentimiento_medios,v5_prevencion_neto_lag3,v5_prevencion_neto_lag2,v5_delitos_neto_lag2,v5_corrupcion_neto_lag5,v5_agua_neto_lag2,v5_vialidad_neto_lag3,v5_alumbrado_neto,v5_obras_neto_lag5,v5_vialidad_neto_lag5,v5_morena_neto,v5_prevencion_neto_lag6,v5_americo_neto_lag1,v5_agua_neto_lag6","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_agua_neto_lag3,sentimiento_medios_lag3,v5_delitos_neto_lag5,v5_corrupcion_neto_lag2,v5_delitos_neto,v5_basura_neto_lag5,v5_basura_neto_lag3,v5_alumbrado_neto_lag4,v5_morena_neto_lag2,v5_morena_neto_lag6,sentimiento_medios_lag1,v5_morena_neto_lag5,y_t_aceptacion_digital_lag5,sentimiento_medios,v5_prevencion_neto_lag3,v5_prevencion_neto_lag2,v5_delitos_neto_lag2,v5_corrupcion_neto_lag5,v5_agua_neto_lag2,v5_vialidad_neto_lag3,v5_alumbrado_neto,v5_obras_neto_lag5,v5_vialidad_neto_lag5,v5_morena_neto,v5_prevencion_neto_lag6,v5_americo_neto_lag1,v5_agua_neto_lag6","v5_corrupcion_neto,sentimiento_medios_lag1,v5_basura_neto_lag3,v5_obras_neto_lag3,v5_delitos_neto_lag1,v5_prevencion_neto,v5_morena_neto,sentimiento_medios,v5_obras_neto_lag2,v5_basura_neto_lag5,v5_basura_neto,v5_americo_neto,y_t_aceptacion_digital_lag6,v5_vialidad_neto,v5_obras_neto_lag5,v5_americo_neto_lag1,v5_delitos_neto_lag6,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag2,v5_corrupcion_neto_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag6,v5_americo_neto_lag2,v5_prevencion_neto_lag2,v5_vialidad_neto_lag5,v5_basura_neto_lag4,v5_vialidad_neto_lag4,v5_morena_neto_lag2,v5_americo_neto_lag5",,366.5241237079626,mae,0.10712020804547369,3,fall_detector,nivel,fall_binary,no_cae,cae,1,0,,
2025-09-08,0.0750438311217277,0.244150207322864,0.12006572437628328,0.244150207322864,0.12006572437628328,0.12006572437628328,0.0,-0.12408448294658071,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_agua_neto_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag3,v5_corrupcion_neto_lag2,v5_delitos_neto,v5_basura_neto_lag5,v5_alumbrado_neto_lag4,v5_basura_neto_lag3,v5_morena_neto_lag6,y_t_aceptacion_digital_lag5,sentimiento_medios_lag1,sentimiento_medios,v5_morena_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag5,v5_prevencion_neto_lag2,v5_agua_neto_lag2,v5_corrupcion_neto_lag5,v5_delitos_neto_lag2,v5_alumbrado_neto,v5_vialidad_neto_lag5,v5_obras_neto_lag5,v5_vialidad_neto_lag3,v5_morena_neto,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_prevencion_neto_lag6","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_agua_neto_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag3,v5_corrupcion_neto_lag2,v5_delitos_neto,v5_basura_neto_lag5,v5_alumbrado_neto_lag4,v5_basura_neto_lag3,v5_morena_neto_lag6,y_t_aceptacion_digital_lag5,sentimiento_medios_lag1,sentimiento_medios,v5_morena_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag5,v5_prevencion_neto_lag2,v5_agua_neto_lag2,v5_corrupcion_neto_lag5,v5_delitos_neto_lag2,v5_alumbrado_neto,v5_vialidad_neto_lag5,v5_obras_neto_lag5,v5_vialidad_neto_lag3,v5_morena_neto,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_prevencion_neto_lag6","v5_corrupcion_neto,sentimiento_medios_lag1,v5_obras_neto_lag3,v5_prevencion_neto,v5_delitos_neto_lag1,v5_morena_neto,sentimiento_medios,v5_obras_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag5,v5_americo_neto,y_t_aceptacion_digital_lag6,v5_basura_neto,v5_vialidad_neto,v5_americo_neto_lag1,v5_obras_neto_lag5,v5_prevencion_neto_lag5,v5_delitos_neto_lag6,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag2,v5_corrupcion_neto_lag3,v5_americo_neto_lag2,v5_delitos_neto_lag5,sentimiento_medios_lag6,v5_prevencion_neto_lag2,v5_morena_neto_lag2,v5_vialidad_neto_lag4,v5_vialidad_neto_lag6,v5_corrupcion_neto_lag2,v5_delitos_neto",,587.8016072274912,mae,0.1004850539311392,3,fall_detector,nivel,fall_binary,no_cae,no_cae,1,1,,
2025-09-15,0.244150207322864,0.0353374615739687,0.13754699014352978,0.0353374615739687,0.13754699014352978,0.13754699014352978,0.0,0.10220952856956109,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_basura_neto_lag5,v5_agua_neto_lag3,sentimiento_medios_lag3,v5_delitos_neto,v5_delitos_neto_lag5,v5_corrupcion_neto_lag2,v5_morena_neto_lag6,sentimiento_medios,sentimiento_medios_lag1,v5_basura_neto_lag3,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_agua_neto_lag2,v5_corrupcion_neto_lag5,y_t_aceptacion_digital_lag5,v5_morena_neto_lag2,v5_obras_neto_lag5,v5_morena_neto_lag5,v5_vialidad_neto_lag5,v5_delitos_neto_lag2,v5_morena_neto,v5_prevencion_neto_lag6,v5_alumbrado_neto_lag4,v5_vialidad_neto_lag3,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_americo_neto_lag1","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_basura_neto_lag5,v5_agua_neto_lag3,sentimiento_medios_lag3,v5_delitos_neto,v5_delitos_neto_lag5,v5_corrupcion_neto_lag2,v5_morena_neto_lag6,sentimiento_medios,sentimiento_medios_lag1,v5_basura_neto_lag3,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_agua_neto_lag2,v5_corrupcion_neto_lag5,y_t_aceptacion_digital_lag5,v5_morena_neto_lag2,v5_obras_neto_lag5,v5_morena_neto_lag5,v5_vialidad_neto_lag5,v5_delitos_neto_lag2,v5_morena_neto,v5_prevencion_neto_lag6,v5_alumbrado_neto_lag4,v5_vialidad_neto_lag3,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_americo_neto_lag1","v5_corrupcion_neto,sentimiento_medios_lag1,v5_obras_neto_lag3,v5_delitos_neto_lag1,sentimiento_medios,v5_morena_neto,v5_basura_neto_lag5,v5_prevencion_neto,v5_obras_neto_lag2,y_t_aceptacion_digital_lag6,v5_basura_neto_lag3,v5_vialidad_neto,v5_prevencion_neto_lag5,v5_americo_neto,v5_obras_neto_lag5,v5_basura_neto,v5_delitos_neto_lag6,v5_americo_neto_lag1,v5_vialidad_neto_lag4,v5_basura_neto_lag4,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag2,v5_corrupcion_neto_lag3,v5_vialidad_neto_lag6,v5_vialidad_neto_lag5,v5_delitos_neto,v5_delitos_neto_lag5,v5_agua_neto,sentimiento_medios_lag6,v5_americo_neto_lag2",,2424.462017082326,mae,0.10272075860432833,3,fall_detector,nivel,fall_binary,cae,no_cae,0,1,,
2025-09-22,0.0353374615739687,0.037083177521204,0.12911649418656207,0.037083177521204,0.12911649418656207,0.12911649418656207,0.0,0.09203331666535808,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,v5_morena_neto_lag6,v5_agua_neto_lag3,v5_delitos_neto,sentimiento_medios_lag1,v5_corrupcion_neto_lag2,sentimiento_medios,v5_prevencion_neto_lag2,v5_agua_neto_lag2,v5_prevencion_neto_lag3,v5_basura_neto_lag3,v5_basura_neto_lag5,y_t_aceptacion_digital_lag5,v5_morena_neto,v5_obras_neto_lag5,v5_delitos_neto_lag2,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_corrupcion_neto_lag5,v5_alumbrado_neto_lag4,v5_prevencion_neto_lag6,v5_agua_neto_lag6,v5_morena_neto_lag4,v5_americo_neto_lag1,v5_vialidad_neto_lag3,v5_alumbrado_neto_lag5","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,v5_morena_neto_lag6,v5_agua_neto_lag3,v5_delitos_neto,sentimiento_medios_lag1,v5_corrupcion_neto_lag2,sentimiento_medios,v5_prevencion_neto_lag2,v5_agua_neto_lag2,v5_prevencion_neto_lag3,v5_basura_neto_lag3,v5_basura_neto_lag5,y_t_aceptacion_digital_lag5,v5_morena_neto,v5_obras_neto_lag5,v5_delitos_neto_lag2,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_corrupcion_neto_lag5,v5_alumbrado_neto_lag4,v5_prevencion_neto_lag6,v5_agua_neto_lag6,v5_morena_neto_lag4,v5_americo_neto_lag1,v5_vialidad_neto_lag3,v5_alumbrado_neto_lag5","v5_corrupcion_neto,sentimiento_medios_lag1,v5_morena_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_delitos_neto_lag1,v5_obras_neto_lag2,sentimiento_medios,v5_vialidad_neto,v5_obras_neto_lag5,v5_basura_neto,v5_americo_neto,v5_americo_neto_lag1,v5_basura_neto_lag6,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_basura_neto_lag3,v5_vialidad_neto_lag4,v5_basura_neto_lag4,v5_vialidad_neto_lag6,v5_prevencion_neto_lag2,v5_delitos_neto,v5_basura_neto_lag5,v5_alumbrado_neto_lag2,v5_delitos_neto_lag5,sentimiento_medios_lag6,v5_corrupcion_neto_lag3,v5_prevencion_neto_lag5,v5_americo_neto_lag2,v5_morena_neto_lag4",,10000.0,mae,0.10258743628064175,3,fall_detector,nivel,fall_binary,no_cae,no_cae,1,1,,
2025-09-29,0.037083177521204,0.0408302409621366,0.12028685924900222,0.0408302409621366,0.12028685924900222,0.12028685924900222,0.0,0.07945661828686562,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_delitos_neto_lag5,sentimiento_medios_lag3,v5_agua_neto_lag3,sentimiento_medios_lag1,v5_delitos_neto,v5_agua_neto_lag2,v5_prevencion_neto_lag2,sentimiento_medios,y_t_aceptacion_digital_lag5,v5_corrupcion_neto_lag2,v5_obras_neto_lag5,v5_prevencion_neto_lag3,v5_basura_neto_lag3,v5_basura_neto_lag5,v5_morena_neto,v5_morena_neto_lag6,v5_corrupcion_neto_lag5,v5_delitos_neto_lag2,v5_alumbrado_neto_lag4,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_agua_neto_lag6,v5_americo_neto_lag6,v5_alumbrado_neto,v5_alumbrado_neto_lag5,v5_americo_neto_lag1,v5_obras_neto_lag4","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,v5_delitos_neto_lag5,sentimiento_medios_lag3,v5_agua_neto_lag3,sentimiento_medios_lag1,v5_delitos_neto,v5_agua_neto_lag2,v5_prevencion_neto_lag2,sentimiento_medios,y_t_aceptacion_digital_lag5,v5_corrupcion_neto_lag2,v5_obras_neto_lag5,v5_prevencion_neto_lag3,v5_basura_neto_lag3,v5_basura_neto_lag5,v5_morena_neto,v5_morena_neto_lag6,v5_corrupcion_neto_lag5,v5_delitos_neto_lag2,v5_alumbrado_neto_lag4,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_agua_neto_lag6,v5_americo_neto_lag6,v5_alumbrado_neto,v5_alumbrado_neto_lag5,v5_americo_neto_lag1,v5_obras_neto_lag4","v5_corrupcion_neto,sentimiento_medios_lag1,v5_morena_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_delitos_neto_lag1,v5_obras_neto_lag2,sentimiento_medios,v5_vialidad_neto,v5_obras_neto_lag5,v5_americo_neto,v5_basura_neto,v5_americo_neto_lag1,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_basura_neto_lag3,v5_basura_neto_lag6,v5_vialidad_neto_lag4,v5_prevencion_neto_lag2,v5_basura_neto_lag4,v5_delitos_neto,v5_basura_neto_lag5,v5_delitos_neto_lag5,sentimiento_medios_lag6,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag5,v5_corrupcion_neto_lag3,v5_americo_neto_lag2,v5_morena_neto_lag4,v5_americo_neto_lag5",,1511.77507061566,mae,0.10279701675657711,3,fall_detector,nivel,fall_binary,no_cae,cae,1,0,,
2025-10-06,0.0408302409621366,-0.0316621893348032,0.123475168626044,-0.0316621893348032,0.123475168626044,0.123475168626044,0.0,0.1551373579608472,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_agua_neto_lag3,sentimiento_medios_lag1,v5_delitos_neto_lag5,v5_delitos_neto,v5_agua_neto_lag2,sentimiento_medios,v5_corrupcion_neto_lag2,v5_basura_neto_lag5,v5_prevencion_neto_lag2,v5_morena_neto_lag6,v5_prevencion_neto_lag3,v5_morena_neto,v5_obras_neto_lag5,v5_morena_neto_lag2,v5_basura_neto_lag3,y_t_aceptacion_digital_lag5,v5_delitos_neto_lag2,v5_corrupcion_neto_lag5,v5_agua_neto_lag4,v5_agua_neto_lag6,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_vialidad_neto_lag3,v5_morena_neto_lag4,v5_americo_neto_lag1,v5_alumbrado_neto","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_agua_neto_lag3,sentimiento_medios_lag1,v5_delitos_neto_lag5,v5_delitos_neto,v5_agua_neto_lag2,sentimiento_medios,v5_corrupcion_neto_lag2,v5_basura_neto_lag5,v5_prevencion_neto_lag2,v5_morena_neto_lag6,v5_prevencion_neto_lag3,v5_morena_neto,v5_obras_neto_lag5,v5_morena_neto_lag2,v5_basura_neto_lag3,y_t_aceptacion_digital_lag5,v5_delitos_neto_lag2,v5_corrupcion_neto_lag5,v5_agua_neto_lag4,v5_agua_neto_lag6,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_vialidad_neto_lag3,v5_morena_neto_lag4,v5_americo_neto_lag1,v5_alumbrado_neto","v5_corrupcion_neto,sentimiento_medios_lag1,v5_morena_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_delitos_neto_lag1,v5_obras_neto_lag2,sentimiento_medios,v5_obras_neto_lag5,v5_vialidad_neto,v5_americo_neto,v5_basura_neto,v5_americo_neto_lag1,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_basura_neto_lag3,v5_basura_neto_lag6,v5_vialidad_neto_lag4,v5_prevencion_neto_lag2,v5_basura_neto_lag4,v5_delitos_neto,v5_delitos_neto_lag5,v5_basura_neto_lag5,sentimiento_medios_lag6,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag5,v5_corrupcion_neto_lag3,v5_americo_neto_lag2,v5_morena_neto_lag4,v5_americo_neto_lag5",,10000.0,mae,0.10119118641472018,3,fall_detector,nivel,fall_binary,cae,cae,0,0,,
2025-10-13,-0.0316621893348032,0.167412720914919,0.11001646670001741,0.167412720914919,0.11001646670001741,0.11001646670001741,0.0,-0.057396254214901576,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_agua_neto_lag3,v5_delitos_neto_lag5,v5_agua_neto_lag2,sentimiento_medios_lag1,v5_delitos_neto,v5_morena_neto,v5_basura_neto_lag5,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag5,v5_obras_neto_lag5,y_t_aceptacion_digital_lag5,sentimiento_medios,v5_delitos_neto_lag2,v5_prevencion_neto_lag2,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_prevencion_neto_lag3,v5_basura_neto_lag3,v5_morena_neto_lag6,v5_americo_neto_lag6,v5_obras_neto_lag4,v5_agua_neto_lag6,v5_morena_neto_lag4,v5_americo_neto_lag1,v5_delitos_neto_lag3,v5_alumbrado_neto","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_agua_neto_lag3,v5_delitos_neto_lag5,v5_agua_neto_lag2,sentimiento_medios_lag1,v5_delitos_neto,v5_morena_neto,v5_basura_neto_lag5,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag5,v5_obras_neto_lag5,y_t_aceptacion_digital_lag5,sentimiento_medios,v5_delitos_neto_lag2,v5_prevencion_neto_lag2,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_prevencion_neto_lag3,v5_basura_neto_lag3,v5_morena_neto_lag6,v5_americo_neto_lag6,v5_obras_neto_lag4,v5_agua_neto_lag6,v5_morena_neto_lag4,v5_americo_neto_lag1,v5_delitos_neto_lag3,v5_alumbrado_neto","v5_corrupcion_neto,sentimiento_medios_lag1,v5_morena_neto,v5_prevencion_neto,v5_obras_neto_lag3,v5_delitos_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag5,sentimiento_medios,v5_americo_neto,v5_basura_neto,v5_vialidad_neto,v5_americo_neto_lag1,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_vialidad_neto_lag4,v5_delitos_neto,v5_basura_neto_lag6,v5_prevencion_neto_lag2,v5_delitos_neto_lag5,v5_basura_neto_lag5,sentimiento_medios_lag6,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag2,v5_americo_neto_lag2,v5_corrupcion_neto_lag3,v5_morena_neto_lag4,v5_americo_neto_lag5",,942.6684551178854,mae,0.10239945003040452,3,fall_detector,nivel,fall_binary,no_cae,cae,1,0,,
2025-10-20,0.167412720914919,0.134823580717908,0.0980812191745395,0.134823580717908,0.0980812191745395,0.0980812191745395,0.0,-0.036742361543368504,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,v5_agua_neto_lag2,sentimiento_medios_lag1,v5_agua_neto_lag3,v5_delitos_neto,v5_morena_neto,v5_basura_neto_lag5,v5_corrupcion_neto_lag2,v5_obras_neto_lag5,y_t_aceptacion_digital_lag5,sentimiento_medios,v5_corrupcion_neto_lag5,v5_delitos_neto_lag2,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_morena_neto_lag6,v5_obras_neto_lag4,v5_morena_neto_lag4,v5_americo_neto_lag6,v5_agua_neto_lag6,v5_basura_neto_lag3,v5_americo_neto_lag1,v5_alumbrado_neto_lag5,v5_delitos_neto_lag3","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,v5_agua_neto_lag2,sentimiento_medios_lag1,v5_agua_neto_lag3,v5_delitos_neto,v5_morena_neto,v5_basura_neto_lag5,v5_corrupcion_neto_lag2,v5_obras_neto_lag5,y_t_aceptacion_digital_lag5,sentimiento_medios,v5_corrupcion_neto_lag5,v5_delitos_neto_lag2,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag2,v5_agua_neto_lag4,v5_morena_neto_lag6,v5_obras_neto_lag4,v5_morena_neto_lag4,v5_americo_neto_lag6,v5_agua_neto_lag6,v5_basura_neto_lag3,v5_americo_neto_lag1,v5_alumbrado_neto_lag5,v5_delitos_neto_lag3","v5_corrupcion_neto,sentimiento_medios_lag1,v5_morena_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_obras_neto_lag5,v5_delitos_neto_lag1,sentimiento_medios,v5_americo_neto,v5_obras_neto_lag2,v5_basura_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_americo_neto_lag1,v5_morena_neto_lag4,v5_basura_neto_lag6,v5_prevencion_neto_lag2,v5_delitos_neto,v5_vialidad_neto_lag4,v5_basura_neto_lag4,v5_delitos_neto_lag5,v5_prevencion_neto_lag5,v5_basura_neto_lag5,v5_americo_neto_lag2,sentimiento_medios_lag6,v5_corrupcion_neto_lag3,v5_basura_neto_lag3,v5_delitos_neto_lag4,v5_corrupcion_neto_lag6",,587.8016072274912,mae,0.10143103365628021,3,fall_detector,nivel,fall_binary,cae,no_cae,0,1,,
2025-10-27,0.134823580717908,0.170657905569605,0.1209273161753732,0.170657905569605,0.1209273161753732,0.1209273161753732,0.0,-0.049730589394231806,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag1,v5_agua_neto_lag3,v5_delitos_neto,v5_agua_neto_lag2,v5_morena_neto,v5_corrupcion_neto_lag2,v5_basura_neto_lag5,v5_obras_neto_lag5,y_t_aceptacion_digital_lag5,v5_corrupcion_neto_lag5,sentimiento_medios,v5_prevencion_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag2,v5_obras_neto_lag4,v5_morena_neto_lag6,v5_agua_neto_lag4,v5_americo_neto_lag6,v5_agua_neto_lag6,v5_morena_neto_lag4,v5_basura_neto_lag3,v5_americo_neto_lag1,v5_alumbrado_neto_lag5,v5_alumbrado_neto","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag1,v5_agua_neto_lag3,v5_delitos_neto,v5_agua_neto_lag2,v5_morena_neto,v5_corrupcion_neto_lag2,v5_basura_neto_lag5,v5_obras_neto_lag5,y_t_aceptacion_digital_lag5,v5_corrupcion_neto_lag5,sentimiento_medios,v5_prevencion_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag2,v5_obras_neto_lag4,v5_morena_neto_lag6,v5_agua_neto_lag4,v5_americo_neto_lag6,v5_agua_neto_lag6,v5_morena_neto_lag4,v5_basura_neto_lag3,v5_americo_neto_lag1,v5_alumbrado_neto_lag5,v5_alumbrado_neto","v5_corrupcion_neto,sentimiento_medios_lag1,v5_morena_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_obras_neto_lag5,v5_delitos_neto_lag1,sentimiento_medios,v5_americo_neto,v5_obras_neto_lag2,v5_basura_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_americo_neto_lag1,v5_morena_neto_lag4,v5_basura_neto_lag6,v5_prevencion_neto_lag2,v5_delitos_neto,v5_prevencion_neto_lag5,v5_basura_neto_lag5,v5_delitos_neto_lag5,v5_americo_neto_lag2,v5_vialidad_neto_lag4,v5_corrupcion_neto_lag3,sentimiento_medios_lag6,v5_basura_neto_lag4,v5_basura_neto_lag3,v5_delitos_neto_lag4,v5_americo_neto_lag5",,10000.0,mae,0.09680589655304882,3,fall_detector,nivel,fall_binary,no_cae,cae,1,0,,
2025-11-03,0.170657905569605,0.0692562741764684,0.12065141269310005,0.0692562741764684,0.12065141269310005,0.12065141269310005,0.0,0.05139513851663165,30,"sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag1,v5_delitos_neto,v5_basura_neto_lag5,v5_morena_neto,v5_corrupcion_neto_lag2,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_obras_neto_lag5,sentimiento_medios,v5_corrupcion_neto_lag5,y_t_aceptacion_digital_lag5,v5_prevencion_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag2,v5_morena_neto_lag6,v5_obras_neto_lag4,v5_morena_neto_lag4,v5_americo_neto_lag6,v5_basura_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag6,v5_americo_neto_lag1,v5_alumbrado_neto_lag5,v5_alumbrado_neto","sentimiento_medios_lag2,v5_obras_neto_lag2,v5_alumbrado_neto_lag1,sentimiento_medios_lag3,v5_delitos_neto_lag5,sentimiento_medios_lag1,v5_delitos_neto,v5_basura_neto_lag5,v5_morena_neto,v5_corrupcion_neto_lag2,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_obras_neto_lag5,sentimiento_medios,v5_corrupcion_neto_lag5,y_t_aceptacion_digital_lag5,v5_prevencion_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag3,v5_morena_neto_lag2,v5_morena_neto_lag6,v5_obras_neto_lag4,v5_morena_neto_lag4,v5_americo_neto_lag6,v5_basura_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag6,v5_americo_neto_lag1,v5_alumbrado_neto_lag5,v5_alumbrado_neto","v5_corrupcion_neto,v5_morena_neto,sentimiento_medios_lag1,v5_obras_neto_lag3,v5_prevencion_neto,v5_delitos_neto_lag1,v5_obras_neto_lag5,sentimiento_medios,v5_obras_neto_lag2,v5_americo_neto,v5_basura_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag6,v5_americo_neto_lag1,v5_delitos_neto_lag6,v5_morena_neto_lag4,v5_basura_neto_lag6,v5_prevencion_neto_lag2,v5_delitos_neto,v5_basura_neto_lag5,v5_prevencion_neto_lag5,v5_delitos_neto_lag5,v5_americo_neto_lag2,v5_vialidad_neto_lag4,sentimiento_medios_lag6,v5_corrupcion_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag3,v5_delitos_neto_lag4,v5_vialidad_neto_lag6",,10000.0,mae,0.09638787745280873,3,fall_detector,nivel,fall_binary,cae,cae,0,0,,
