fecha_inicio_semana,y_true,y_pred_residual
2025-09-01,0.0750438311217277,0.12304608854722901
2025-09-08,0.244150207322864,0.08887615489711416
2025-09-15,0.0353374615739687,-0.03430345020359876
2025-09-22,0.037083177521204,0.06234923712067713
2025-09-29,0.0408302409621366,-0.04190207071872633
2025-10-06,-0.0316621893348032,-0.016032583906820247
2025-10-13,0.167412720914919,-0.00036032204973149295
2025-10-20,0.134823580717908,-0.05907907508549788
2025-10-27,0.170657905569605,-0.04315168756890942
2025-11-03,0.0692562741764684,-0.04781351506144875
2025-11-10,0.218016998769719,-0.018183170594059998
2025-11-17,0.12751595957534,0.03439535315300876
2025-11-24,0.279605962079427,-0.049938581386869046
2025-12-01,0.0821158156091689,-0.03390533709143599
2025-12-08,0.303813076524669,-0.015194498001888329
2025-12-15,0.0677012815654136,0.08731855200500488
2025-12-22,0.583621878201202,-0.06983641544340631
2025-12-29,0.108341978085893,0.0017780161779186723
2026-01-05,0.0687870202028637,0.032128824739138334
2026-01-12,0.245426229585526,-0.004942942009541207
2026-01-19,0.320565191490885,-0.018170953287877087
2026-01-26,0.170007405822799,0.02953668087012715
2026-02-02,-0.0198367240853288,0.08150000120876728
2026-02-09,0.0960196886446368,0.023173797693649457
2026-02-16,0.27725068164164,0.01907774406351539
2026-02-23,0.210058588277401,0.01703373381509318
