query_index,query,medio,termino,article_title,article_url_resolved,source_domain,status_descarga,extraction_method,article_text_length,cache_hit_article,playwright_used,fallback_used,attempted_methods,error_type,error_detail
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",Tampico reemplaza carretas con caballos; entregan motocicletas de carga a recicladores - El Sol de México,https://oem.com.mx/elsoldetampico/local/tampico-reemplaza-carretas-con-caballos-entregan-motocicletas-de-carga-a-recicladores-28935940,oem.com.mx,downloaded_ok,trafilatura,880,True,False,False,trafilatura,,
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",“Las Despicadoras del Oro Rojo”: obra en Tampico rinde homenaje a mujeres del sector pesquero - El Sol de México,https://oem.com.mx/elsoldetampico/local/las-despicadoras-del-oro-rojo-obra-en-tampico-rinde-homenaje-a-mujeres-del-sector-pesquero-28654332,oem.com.mx,downloaded_ok,trafilatura,734,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Café Cultura / Recuento: defensa de nuestra Laguna del Carpintero - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/recuento-defensa-de-nuestra-laguna-del-carpintero-28970748,oem.com.mx,downloaded_ok,trafilatura,1177,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",La madriguera del lobo / Los historiadores - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/la-madriguera-del-lobo-los-historiadores-28855860,oem.com.mx,downloaded_ok,trafilatura,323,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","¿Por qué nadie respeta al árbitro? Augusto Cruz, escritor tampiqueño, lo aborda en su nuevo libro - El Sol de México",https://oem.com.mx/elsoldetampico/deportes/por-que-nadie-respeta-al-arbitro-augusto-cruz-escritor-tampiqueno-lo-aborda-en-su-nuevo-libro-28810619,oem.com.mx,downloaded_ok,trafilatura,2009,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Alfa y Omega / Feliz domingo - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/feliz-domingo-28970932,oem.com.mx,downloaded_ok,trafilatura,1361,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Qué no se te vuele la ropa! Evento de norte violento afectará la región noroeste del Golfo de México - El Sol de México,https://oem.com.mx/elsoldetampico/local/que-no-se-te-vuele-la-ropa-evento-de-norte-violento-afectara-la-region-noroeste-del-golfo-de-mexico-28961321,oem.com.mx,downloaded_ok,trafilatura,831,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Imagínese! / Disciplina en Morena - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/imaginese-disciplina-en-morena-28911156,oem.com.mx,downloaded_ok,trafilatura,4709,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Semana Santa 2026 en Tampico: los platillos de mariscos más populares de la temporada - El Sol de México,https://oem.com.mx/elsoldetampico/turismo/semana-santa-2026-en-tampico-los-platillos-de-mariscos-mas-populares-de-la-temporada-28948054,oem.com.mx,downloaded_ok,trafilatura,912,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Imagínese! / Altamira: aprobación y desarrollo - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/imaginese-altamira-aprobacion-y-desarrollo-28874141,oem.com.mx,downloaded_ok,trafilatura,411,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Liberándose del alcohol / La fe es una excelente ayuda - El Sol de México,https://oem.com.mx/elsoldetampico/analisis/la-fe-es-una-excelente-ayuda-28971381,oem.com.mx,downloaded_ok,trafilatura,1171,True,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Clasificación - El Sol de Tampico | Noticias Locales, Policiacas, sobre México, Tamaulipas y el Mundo - El Sol de México",https://oem.com.mx/elsoldetampico/tags/clasificacion/moda?page=61,oem.com.mx,downloaded_ok,trafilatura,330,True,False,False,trafilatura,,
