query_index,query,video_rank,video_id,video_title,channel_title,video_published_at,video_url,comments_extracted,status,error_message
1,presidenta municipal de Tampico,1,Hjrp1sb9oiY,"Cobro voluntario para entrar a la playa generó polémica en Soto La Marina, Tamaulipas | Nacho Lozano",Imagen Noticias,2026-03-24T05:09:53Z,https://www.youtube.com/watch?v=Hjrp1sb9oiY,96,success,
1,presidenta municipal de Tampico,2,JqDdTA17_n4,"La alcaldesa de Soto la Marina, Tamaulipas, explica cobro de playas con cuchillo en mano | Zea",Imagen Noticias,2026-03-23T13:58:08Z,https://www.youtube.com/watch?v=JqDdTA17_n4,8,success,
1,presidenta municipal de Tampico,3,e5sm7i7HdAE,Alumno de 15 años mata a dos maestras en Michoacán #shorts,El Universal,2026-03-24T21:07:11Z,https://www.youtube.com/watch?v=e5sm7i7HdAE,100,success,
1,presidenta municipal de Tampico,4,8s4PwgEglk8,"Derrame de petróleo en el Golfo de México ya impacta fauna, pesca y turismo.",UnoTV,2026-03-25T04:26:50Z,https://www.youtube.com/watch?v=8s4PwgEglk8,78,success,
1,presidenta municipal de Tampico,5,9GiRI7zy1k8,Suben precios de gasolina premium y diésel en México,MILENIO,2026-03-25T06:46:53Z,https://www.youtube.com/watch?v=9GiRI7zy1k8,15,success,
2,Presidenta municipal de Tampico,1,Hjrp1sb9oiY,"Cobro voluntario para entrar a la playa generó polémica en Soto La Marina, Tamaulipas | Nacho Lozano",Imagen Noticias,2026-03-24T05:09:53Z,https://www.youtube.com/watch?v=Hjrp1sb9oiY,96,success,
2,Presidenta municipal de Tampico,2,JqDdTA17_n4,"La alcaldesa de Soto la Marina, Tamaulipas, explica cobro de playas con cuchillo en mano | Zea",Imagen Noticias,2026-03-23T13:58:08Z,https://www.youtube.com/watch?v=JqDdTA17_n4,8,success,
2,Presidenta municipal de Tampico,3,e5sm7i7HdAE,Alumno de 15 años mata a dos maestras en Michoacán #shorts,El Universal,2026-03-24T21:07:11Z,https://www.youtube.com/watch?v=e5sm7i7HdAE,100,success,
2,Presidenta municipal de Tampico,4,8s4PwgEglk8,"Derrame de petróleo en el Golfo de México ya impacta fauna, pesca y turismo.",UnoTV,2026-03-25T04:26:50Z,https://www.youtube.com/watch?v=8s4PwgEglk8,78,success,
2,Presidenta municipal de Tampico,5,9GiRI7zy1k8,Suben precios de gasolina premium y diésel en México,MILENIO,2026-03-25T06:46:53Z,https://www.youtube.com/watch?v=9GiRI7zy1k8,15,success,
3,Gobierno de Tampico,1,x8Ma00LzU_A,¿Tampico brillará de nuevo?,ORT Radio,2026-03-25T16:45:45Z,https://www.youtube.com/watch?v=x8Ma00LzU_A,0,success,
3,Gobierno de Tampico,2,K7SDlLvYPfk,🗣️📈 Tres temas que marcan el IV Informe de Gobierno de Américo Villarreal Anaya en #Tamaulipas 👇,El Sol de Tampico,2026-03-23T23:30:36Z,https://www.youtube.com/watch?v=K7SDlLvYPfk,0,success,
3,Gobierno de Tampico,3,5s49BevXbvQ,ATERRIZANDO EN TAMPICO - MÉXICO 🇲🇽,Galician Airlines,2026-03-23T19:28:47Z,https://www.youtube.com/watch?v=5s49BevXbvQ,53,success,
3,Gobierno de Tampico,4,WlUIMqp9_l8,Cuatro años de gobierno.,ORT Radio,2026-03-24T17:51:35Z,https://www.youtube.com/watch?v=WlUIMqp9_l8,0,success,
3,Gobierno de Tampico,5,upoaA0omhvE,Huapilla Tampico,CallesEnTodo,2026-03-25T02:26:26Z,https://www.youtube.com/watch?v=upoaA0omhvE,0,success,
3,Gobierno de Tampico,6,HQlV2RaY7ac,🥂 Huapilla Tampico y Gran Día.  🍪❤️ En el estadio Tamaulipas Con 💃🏽 Nicole La Bombón 🤼 paco la guaya,CallesEnTodo,2026-03-25T02:21:12Z,https://www.youtube.com/watch?v=HQlV2RaY7ac,0,success,
3,Gobierno de Tampico,7,_YWbwfJw0KM,Tampikito recibió el distintivo de hecho en Tampico! #hechoentampico #tampico #tampikito #viral #fyp,Tampikito,2026-03-28T00:18:21Z,https://www.youtube.com/watch?v=_YWbwfJw0KM,1,success,
3,Gobierno de Tampico,8,_NeqpemMV1Q,"Exhiben a funcionaria agrediendo a una joven: ""Te vuelves a reir y te parto... Niñita est7p1d4""",Grupo Fórmula,2026-03-24T03:04:46Z,https://www.youtube.com/watch?v=_NeqpemMV1Q,100,success,
3,Gobierno de Tampico,9,LRjvGUK8Ubg,🔴 #ElPuntoEs El Cuarto Informe del Gobernador Américo Villarreal Anaya.,Daisy Herrera (Daisy Herrera),2026-03-25T08:51:49Z,https://www.youtube.com/watch?v=LRjvGUK8Ubg,0,warning,"The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."
3,Gobierno de Tampico,10,CKcvzNtHkII,El gobernador Américo Villarreal Anaya presenta su 4º Informe de Gobierno.,CityChannelTam,2026-03-23T21:55:29Z,https://www.youtube.com/watch?v=CKcvzNtHkII,0,success,
3,Gobierno de Tampico,11,n3s_ktZol-A,#TampicoAlto coloca una barrera en sus costas para evitar el ingreso de el hidrocarburo del Golfo,El Sol de Tampico,2026-03-27T23:32:10Z,https://www.youtube.com/watch?v=n3s_ktZol-A,2,success,
3,Gobierno de Tampico,12,DpA1KlWaENM,"Oficial: SEP adelanta vacaciones de Semana Santa 2026, ve cuándo inician realmente",UnoTV,2026-03-23T18:41:44Z,https://www.youtube.com/watch?v=DpA1KlWaENM,11,success,
3,Gobierno de Tampico,13,Dwy_i8AAX3U,Sheinbaum aclaró que el derrame de petróleo en el Golfo fue provocado por barco y no por Pemex,Nación 321,2026-03-23T19:45:00Z,https://www.youtube.com/watch?v=Dwy_i8AAX3U,28,success,
3,Gobierno de Tampico,14,D3-qEaZtpcg,Aprueban plan “B” “mutilado”.,ORT Radio,2026-03-27T15:14:48Z,https://www.youtube.com/watch?v=D3-qEaZtpcg,0,success,
