fecha_inicio_semana,fecha_referencia,horizonte_sem,y_current,y_true,prediccion_numerica_oficial,delta_real,delta_predicho,direction_real,direction_predicha,direction_correcta,modelo_oficial_numerico,run_id_origen,run_dir_origen,direction_predicha_direction,direction_correcta_direction,run_id_direction_oficial,politica_direccional,caida_real,alerta_caida_predicha,deteccion_caida_correcta,run_id_alerta_caida_oficial,disponible_prediccion_numerica,disponible_direction_accuracy,disponible_alerta_caida
2025-11-10,2025-11-10,1,0.0692562741764684,0.218016998769719,0.1087783030921634,0.1487607245932506,0.03952202891569499,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-11-17,2025-11-17,1,0.218016998769719,0.12751595957534,0.1235465896974849,-0.09050103919437899,-0.0944704090722341,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-11-24,2025-11-24,1,0.12751595957534,0.279605962079427,0.1245815440505982,0.152090002504087,-0.0029344155247418152,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E9_v2_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-01,2025-12-01,1,0.279605962079427,0.0821158156091689,0.1281855786715495,-0.1974901464702581,-0.1514203834078775,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-08,2025-12-08,1,0.0821158156091689,0.303813076524669,0.1276809050036548,0.22169726091550007,0.045565089394485905,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-12-15,2025-12-15,1,0.303813076524669,0.0677012815654136,0.1316871584486493,-0.23611179495925538,-0.17212591807601968,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-22,2025-12-22,1,0.0677012815654136,0.583621878201202,0.1304825283801017,0.5159205966357885,0.06278124681468808,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-12-29,2025-12-29,1,0.583621878201202,0.108341978085893,0.1372261076731769,-0.475279900115309,-0.44639577052802515,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-05,2026-01-05,1,0.108341978085893,0.0687870202028637,0.1360934145043562,-0.039554957883029304,0.027751436418463185,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-12,2026-01-12,1,0.0687870202028637,0.245426229585526,0.1337344201417731,0.1766392093826623,0.06494739993890941,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-01-19,2026-01-19,1,0.245426229585526,0.320565191490885,0.1357515410302169,0.07513896190535901,-0.10967468855530912,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E9_v2_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2026-01-26,2026-01-26,1,0.320565191490885,0.170007405822799,0.1416467178314856,-0.15055778566808603,-0.17891847365939942,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-02-02,2026-02-02,1,0.170007405822799,-0.0198367240853288,0.1429977583060304,-0.1898441299081278,-0.027009647516768598,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-02-09,2026-02-09,1,-0.0198367240853288,0.0960196886446368,0.1394013945655349,0.1158564127299656,0.1592381186508637,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-02-16,2026-02-16,1,0.0960196886446368,0.27725068164164,0.1386440751222623,0.18123099299700324,0.042624386477625495,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-02-23,2026-02-23,1,0.27725068164164,0.210058588277401,0.1400669717692085,-0.06719209336423901,-0.13718370987243153,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-09-01,2025-09-01,2,0.0328375249929476,0.244150207322864,0.1193493108555343,0.2113126823299164,0.0865117858625867,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-08,2025-09-08,2,0.0750438311217277,0.0353374615739687,0.1266907960530014,-0.039706369547759,0.0516469649312737,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-15,2025-09-15,2,0.244150207322864,0.037083177521204,0.1237914533691564,-0.20706702980166,-0.1203587539537076,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-22,2025-09-22,2,0.0353374615739687,0.0408302409621366,0.1184366567205116,0.005492779388167904,0.0830991951465429,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-29,2025-09-29,2,0.037083177521204,-0.0316621893348032,0.1182040023122789,-0.0687453668560072,0.08112082479107491,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-06,2025-10-06,2,0.0408302409621366,0.167412720914919,0.1132055848126442,0.12658247995278238,0.07237534385050759,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-13,2025-10-13,2,-0.0316621893348032,0.134823580717908,0.0986198277875675,0.1664857700527112,0.1302820171223707,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-20,2025-10-20,2,0.167412720914919,0.170657905569605,0.1153917576446671,0.003245184654686012,-0.052020963270251894,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-27,2025-10-27,2,0.134823580717908,0.0692562741764684,0.1166362490494028,-0.06556730654143961,-0.01818733166850521,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-03,2025-11-03,2,0.170657905569605,0.218016998769719,0.1152893761946461,0.047359093200114,-0.0553685293749589,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-10,2025-11-10,2,0.0692562741764684,0.12751595957534,0.1185867077116929,0.05825968539887161,0.0493304335352245,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-17,2025-11-17,2,0.218016998769719,0.279605962079427,0.1195955172764737,0.061588963309708006,-0.0984214814932453,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-24,2025-11-24,2,0.12751595957534,0.0821158156091689,0.1230314325744999,-0.045400143966171105,-0.004484527000840108,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-01,2025-12-01,2,0.279605962079427,0.303813076524669,0.1232470507833055,0.024207114445241984,-0.1563589112961215,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-08,2025-12-08,2,0.0821158156091689,0.0677012815654136,0.1272182076790021,-0.014414534043755298,0.0451023920698332,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,False,E1_v5_clean,9-1-9-1,True,False,False,E9_v2_clean,True,True,True
2025-12-15,2025-12-15,2,0.303813076524669,0.583621878201202,0.1252032641720608,0.27980880167653305,-0.1786098123526082,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-22,2025-12-22,2,0.0677012815654136,0.108341978085893,0.1328509357741993,0.0406406965204794,0.06514965420878568,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-29,2025-12-29,2,0.583621878201202,0.0687870202028637,0.1327528580685145,-0.5148348579983384,-0.45086902013268754,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-05,2026-01-05,2,0.108341978085893,0.245426229585526,0.1087559708504473,0.137084251499633,0.0004139927645542968,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-01-12,2026-01-12,2,0.0687870202028637,0.320565191490885,0.1324946472553376,0.2517781712880213,0.0637076270524739,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-01-19,2026-01-19,2,0.245426229585526,0.170007405822799,0.1372879620109431,-0.07541882376272702,-0.10813826757458292,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-26,2026-01-26,2,0.320565191490885,-0.0198367240853288,0.1386585571003118,-0.3404019155762138,-0.18190663439057322,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-02-02,2026-02-02,2,0.170007405822799,0.0960196886446368,0.1349216954751035,-0.0739877171781622,-0.0350857103476955,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-02-09,2026-02-09,2,-0.0198367240853288,0.27725068164164,0.1349981517110591,0.2970874057269688,0.1548348757963879,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-02-16,2026-02-16,2,0.0960196886446368,0.210058588277401,0.1369784740860461,0.11403889963276422,0.04095878544140931,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-09-01,2025-09-01,3,0.0328375249929476,0.0353374615739687,0.1462427211242945,0.0024999365810211005,0.11340519613134692,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-09-08,2025-09-08,3,0.0750438311217277,0.037083177521204,0.1228770023328072,-0.037960653600523704,0.047833171211079495,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-09-15,2025-09-15,3,0.244150207322864,0.0408302409621366,0.118300593350577,-0.20331996636072738,-0.125849613972287,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-09-22,2025-09-22,3,0.0353374615739687,-0.0316621893348032,0.1178494212387459,-0.0669996509087719,0.0825119596647772,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-09-29,2025-09-29,3,0.037083177521204,0.167412720914919,0.1141921359444705,0.130329543393715,0.07710895842326651,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-10-06,2025-10-06,3,0.0408302409621366,0.134823580717908,0.1144967546748771,0.0939933397557714,0.0736665137127405,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-10-13,2025-10-13,3,-0.0316621893348032,0.170657905569605,0.1145096960661013,0.2023200949044082,0.1461718854009045,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-10-20,2025-10-20,3,0.167412720914919,0.0692562741764684,0.1155724512782205,-0.09815644673845059,-0.051840269636698494,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-10-27,2025-10-27,3,0.134823580717908,0.218016998769719,0.1148785467105023,0.08319341805181099,-0.019945034007405715,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-11-03,2025-11-03,3,0.170657905569605,0.12751595957534,0.1183478327258728,-0.04314194599426499,-0.052310072843732194,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-11-10,2025-11-10,3,0.0692562741764684,0.279605962079427,0.1188666087236863,0.2103496879029586,0.0496103345472179,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-11-17,2025-11-17,3,0.218016998769719,0.0821158156091689,0.1259545042384775,-0.1359011831605501,-0.09206249453124149,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,,,,,,,,,True,False,False
2025-11-24,2025-11-24,3,0.12751595957534,0.303813076524669,0.1245643368357248,0.17629711694932898,-0.0029516227396152034,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E9_v2_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-01,2025-12-01,3,0.279605962079427,0.0677012815654136,0.1428047818170425,-0.2119046805140134,-0.1368011802623845,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-08,2025-12-08,3,0.0821158156091689,0.583621878201202,0.1269793647596498,0.5015060625920331,0.044863549150480894,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-12-15,2025-12-15,3,0.303813076524669,0.108341978085893,0.1331475866537746,-0.19547109843877597,-0.1706654898708944,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-22,2025-12-22,3,0.0677012815654136,0.0687870202028637,0.1424359338200785,0.0010857386374500955,0.07473465225466489,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E9_v2_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-29,2025-12-29,3,0.583621878201202,0.245426229585526,0.1195127856881802,-0.338195648615676,-0.46410909251302185,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-05,2026-01-05,3,0.108341978085893,0.320565191490885,0.13266212011944,0.212223213404992,0.024320142033547,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E9_v2_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2026-01-12,2026-01-12,3,0.0687870202028637,0.170007405822799,0.1366275786292786,0.1012203856199353,0.0678405584264149,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-01-19,2026-01-19,3,0.245426229585526,-0.0198367240853288,0.1379630315693514,-0.26526295367085484,-0.1074631980161746,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-26,2026-01-26,3,0.320565191490885,0.0960196886446368,0.1344044895192041,-0.22454550284624825,-0.18616070197168091,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E9_v2_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-02-02,2026-02-02,3,0.170007405822799,0.27725068164164,0.134486016086903,0.10724327581884102,-0.035521389735896,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E9_v2_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2026-02-09,2026-02-09,3,-0.0198367240853288,0.210058588277401,0.1372120934889875,0.2298953123627298,0.1570488175743163,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E9_v2_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-09-01,2025-09-01,4,0.0328375249929476,0.037083177521204,0.1156406175793165,0.0042456525282563995,0.08280309258636889,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-08,2025-09-08,4,0.0750438311217277,0.0408302409621366,0.1114436580692735,-0.0342135901595911,0.0363998269475458,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-15,2025-09-15,4,0.244150207322864,-0.0316621893348032,0.1105188369692655,-0.2758123966576672,-0.1336313703535985,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-22,2025-09-22,4,0.0353374615739687,0.167412720914919,0.1071196381488062,0.1320752593409503,0.07178217657483751,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-09-29,2025-09-29,4,0.037083177521204,0.134823580717908,0.1090081096185678,0.09774040319670402,0.07192493209736381,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-06,2025-10-06,4,0.0408302409621366,0.170657905569605,0.1087848271739266,0.1298276646074684,0.06795458621178999,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-13,2025-10-13,4,-0.0316621893348032,0.0692562741764684,0.1097111261488816,0.1009184635112716,0.14137331548368479,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-10-20,2025-10-20,4,0.167412720914919,0.218016998769719,0.1094329522611483,0.05060427785480001,-0.05797976865377069,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
